year,nation,current_rating,ball_control,dribbling,composure,reaction,crossing,acceleration,stamina,strength,shot_power,sprint_speed,gk,passing,defending
2014,Côte d'Ivoire,72,65,64,12,64.0,62,78,85,42,19,56.0,5.5,64.0,71.5
2014,Côte d'Ivoire,80.0,80.0,74.0,65.0,77.0,81.0,91.0,85.0,71.0,59.0,81.0,5.0,76.0,81.0
2014,Côte d'Ivoire,61.0,63.0,57.0,45.0,46.0,68.0,73.0,73.0,72.0,27.0,71.0,11.0,65.5,62.75
2014,Côte d'Ivoire,73,78,74,70,78.0,74,84,73,76,55,68.0,9.5,73.0,68.5
2014,Côte d'Ivoire,67,72,66,63,65.0,71,89,77,69,46,73.0,11.5,66.0,54.5
2014,Côte d'Ivoire,57,58,62,57,56.0,56,66,58,72,34,76.0,11.5,61.0,42.0
2014,Côte d'Ivoire,78.0,84.0,86.0,72.0,70.0,74.0,77.0,69.0,78.0,79.0,76.0,7.5,72.0,20.75
2014,Côte d'Ivoire,80.0,82.0,84.0,70.0,71.0,74.0,72.0,54.0,76.0,75.0,91.0,10.5,79.0,43.5
2014,Côte d'Ivoire,83.0,78.0,76.0,75.0,75.0,74.0,60.0,88.0,43.0,85.0,57.0,10.5,63.0,26.25
2014,Côte d'Ivoire,67,66,65,59,63.0,69,67,58,68,60,75.0,12.0,70.5,52.75
2014,Côte d'Ivoire,78.0,79.0,81.0,71.0,79.0,75.0,68.0,68.0,81.0,79.0,82.0,9.5,68.0,23.75
2014,Côte d'Ivoire,72,77,80,70,62.0,67,82,65,84,70,84.0,10.5,76.0,34.25
2014,Côte d'Ivoire,73.0,75.0,72.0,66.0,70.0,69.0,73.0,65.0,80.0,69.0,83.0,11.0,75.0,15.75
2014,Japan,70.0,27.0,11.0,16.0,62.0,32.0,51.0,71.0,46.0,13.0,58.0,67.0,47.5,10.25
2014,Japan,72,73,75,66,62.0,74,67,65,63,61,72.0,13.0,76.5,51.0
2014,Japan,74.0,77.0,74.0,77.0,75.0,77.0,86.0,48.0,75.0,45.0,79.0,10.5,75.5,73.75
2014,Japan,74.0,74.0,75.0,77.0,76.0,76.0,79.0,63.0,80.0,40.0,78.0,10.0,71.5,71.75
2014,Japan,78.0,75.0,78.0,84.0,78.0,78.0,89.0,55.0,91.0,46.0,91.0,12.5,81.5,76.0
2014,Japan,62,59,51,55,63.0,61,75,64,69,37,73.0,11.5,67.5,62.75
2014,Japan,60,48,42,43,53.0,53,76,85,44,42,42.0,8.5,46.5,58.0
2014,Japan,74,76,71,88,76.0,76,75,76,64,57,62.0,13.5,74.5,71.0
2014,Japan,70.0,69.0,70.0,74.0,67.0,72.0,69.0,66.0,72.0,32.0,74.0,9.5,67.0,69.5
2014,Japan,72.0,62.0,60.0,22.0,74.0,60.0,75.0,75.0,62.0,33.0,69.0,13.0,60.5,71.25
2014,Japan,81.0,82.0,81.0,76.0,79.0,78.0,91.0,71.0,66.0,78.0,85.0,9.5,81.5,66.0
2014,Japan,60,59,61,58,58.0,60,69,60,61,54,59.0,7.0,63.5,19.75
2014,Japan,76.0,81.0,79.0,71.0,75.0,79.0,59.0,44.0,87.0,65.0,87.0,11.5,79.5,22.0
2014,Japan,83.0,87.0,88.0,59.0,84.0,83.0,88.0,38.0,91.0,74.0,93.0,10.0,81.5,16.0
2014,Japan,73,73,75,78,67.0,69,89,74,81,40,77.0,8.5,69.5,69.75
2014,Japan,61,38,27,24,56.0,38,68,78,55,24,57.0,10.0,42.5,58.5
2014,Japan,75.0,76.0,69.0,79.0,76.0,76.0,83.0,67.0,72.0,44.0,74.0,10.0,72.0,71.5
2014,Japan,75.0,76.0,80.0,70.0,78.0,76.0,81.0,66.0,85.0,76.0,82.0,7.0,68.5,26.0
2014,Japan,58,39,38,17,47.0,20,66,79,56,20,51.0,8.0,30.5,59.0
2014,Japan,59,49,49,52,69.0,49,84,71,59,30,68.0,8.0,60.5,57.25
2014,Japan,66,71,74,62,65.0,58,64,56,71,67,72.0,13.0,65.0,26.25
2014,Uruguay,81.0,28.0,13.0,15.0,82.0,35.0,45.0,64.0,60.0,10.0,70.0,78.5,48.5,12.75
2014,Uruguay,64,29,15,12,61.0,59,31,46,38,11,37.0,63.5,35.5,23.5
2014,Uruguay,68,35,10,8,70.0,37,52,61,65,12,69.0,66.0,47.0,13.25
2014,Uruguay,76.0,59.0,21.0,20.0,64.0,64.0,54.0,84.0,42.0,47.0,36.0,9.5,48.0,74.75
2014,Uruguay,82.0,66.0,53.0,55.0,80.0,73.0,76.0,78.0,58.0,42.0,62.0,7.0,66.5,85.25
2014,Uruguay,73.0,73.0,73.0,75.0,69.0,72.0,72.0,70.0,66.0,28.0,73.0,12.0,69.5,74.25
2014,Uruguay,60,66,54,52,55.0,70,56,45,68,37,55.0,10.0,63.5,48.5
2014,Uruguay,77,75,76,75,80.0,75,86,75,82,68,76.0,11.0,75.5,77.25
2014,Uruguay,71.0,54.0,41.0,16.0,71.0,41.0,73.0,82.0,47.0,10.0,53.0,13.5,46.0,74.75
2014,Uruguay,81.0,68.0,70.0,69.0,78.0,67.0,73.0,77.0,73.0,50.0,79.0,8.0,69.0,86.5
2014,Uruguay,77.0,75.0,71.0,66.0,76.0,76.0,91.0,65.0,93.0,40.0,85.0,7.0,77.5,79.0
2014,Uruguay,79.0,81.0,80.0,80.0,82.0,80.0,85.0,75.0,75.0,54.0,75.0,5.0,77.5,74.0
2014,Uruguay,79.0,77.0,80.0,82.0,84.0,76.0,73.0,81.0,65.0,70.0,73.0,9.0,82.0,45.25
2014,Uruguay,77.0,83.0,82.0,68.0,70.0,75.0,74.0,55.0,81.0,68.0,79.0,13.0,74.5,24.75
2014,Uruguay,74.0,76.0,66.0,68.0,73.0,77.0,79.0,78.0,78.0,35.0,60.0,5.5,71.5,72.0
2014,Uruguay,76.0,73.0,70.0,63.0,80.0,75.0,86.0,80.0,91.0,43.0,78.0,8.0,70.0,76.25
2014,Uruguay,80.0,86.0,85.0,75.0,78.0,80.0,69.0,64.0,66.0,72.0,89.0,13.5,74.5,38.5
2014,Uruguay,78.0,78.0,74.0,76.0,76.0,82.0,91.0,67.0,83.0,51.0,82.0,8.0,80.0,74.0
2014,Uruguay,74.0,75.0,71.0,47.0,74.0,67.0,65.0,66.0,62.0,76.0,83.0,10.0,64.5,22.0
2014,Uruguay,86.0,88.0,91.0,77.0,88.0,82.0,86.0,76.0,85.0,84.0,86.0,26.0,75.0,35.75
2014,Uruguay,80.0,87.0,81.0,77.0,76.0,80.0,60.0,74.0,69.0,83.0,72.0,10.0,70.0,20.0
2014,Uruguay,63,50,40,40,62.0,50,63,74,64,39,63.0,8.0,50.0,62.25
2014,Uruguay,87.0,84.0,79.0,70.0,80.0,74.0,94.0,76.0,59.0,90.0,84.0,8.5,65.0,30.0
2014,Costa Rica,71.0,28.0,15.0,10.0,72.0,29.0,49.0,66.0,60.0,14.0,70.0,72.5,46.5,12.0
2014,Costa Rica,54,57,56,21,52.0,57,57,30,92,25,83.0,12.0,65.5,51.25
2014,Costa Rica,67,18,13,11,54.0,14,50,62,67,12,71.0,68.5,44.5,11.0
2014,Costa Rica,57,49,43,49,49.0,50,54,75,54,44,43.0,9.5,48.0,58.0
2014,Costa Rica,66.0,61.0,52.0,57.0,59.0,60.0,58.0,70.0,44.0,49.0,40.0,8.5,66.0,64.5
2014,Costa Rica,69.0,56.0,47.0,39.0,65.0,61.0,66.0,79.0,49.0,21.0,56.0,11.0,58.5,69.25
2014,Costa Rica,69,69,64,51,76.0,70,86,58,73,48,75.0,12.5,70.5,69.0
2014,Costa Rica,69,18,12,12,60.0,24,44,62,61,11,35.0,67.5,31.5,16.25
2014,Costa Rica,71.0,74.0,69.0,76.0,69.0,68.0,77.0,63.0,65.0,48.0,77.0,13.5,69.0,67.5
2014,Costa Rica,65,14,15,16,58.0,14,42,52,41,17,58.0,64.0,46.5,16.5
2014,Costa Rica,65.0,56.0,59.0,65.0,68.0,70.0,81.0,70.0,58.0,39.0,62.0,14.5,73.0,60.75
2014,Costa Rica,72.0,78.0,61.0,59.0,72.0,78.0,84.0,82.0,71.0,67.0,75.0,11.5,72.5,51.5
2014,Costa Rica,74.0,76.0,80.0,75.0,67.0,71.0,69.0,56.0,82.0,63.0,81.0,8.5,72.5,32.0
2014,Costa Rica,73.0,73.0,71.0,66.0,69.0,73.0,80.0,64.0,76.0,69.0,80.0,8.5,73.5,56.75
2014,Costa Rica,66,72,67,65,60.0,68,71,62,73,61,76.0,10.5,69.0,50.25
2014,Costa Rica,58,66,67,48,48.0,63,53,49,78,53,75.0,8.5,64.0,28.75
2014,Costa Rica,64.0,68.0,69.0,61.0,45.0,55.0,68.0,54.0,76.0,52.0,72.0,7.0,67.0,26.25
2014,Costa Rica,58,55,55,59,56.0,63,71,74,45,53,63.0,8.5,60.0,52.0
2014,Costa Rica,53,45,39,32,49.0,42,60,68,70,55,58.0,13.0,51.5,13.0
2014,Costa Rica,82.0,87.0,86.0,75.0,76.0,83.0,83.0,57.0,75.0,81.0,79.0,7.0,67.5,34.75
2014,Costa Rica,66,63,69,51,64.0,72,70,48,53,67,65.0,11.0,61.0,34.5
2014,Costa Rica,62,62,57,39,63.0,38,41,63,70,64,81.0,10.0,57.5,15.25
2014,England,84.0,20.0,11.0,14.0,81.0,32.0,42.0,61.0,69.0,14.0,59.0,81.0,48.0,13.75
2014,England,78.0,29.0,13.0,14.0,71.0,35.0,47.0,66.0,50.0,17.0,45.0,78.0,40.5,13.75
2014,England,76.0,32.0,19.0,18.0,56.0,29.0,46.0,76.0,44.0,16.0,32.0,75.5,31.5,11.75
2014,England,79.0,74.0,77.0,77.0,74.0,75.0,84.0,72.0,68.0,57.0,73.0,9.0,76.0,80.25
2014,England,82.0,79.0,79.0,88.0,79.0,79.0,88.0,67.0,85.0,70.0,72.0,11.5,77.5,81.75
2014,England,80.0,64.0,59.0,28.0,79.0,63.0,68.0,79.0,60.0,60.0,70.0,8.5,66.5,80.5
2014,England,80.0,66.0,51.0,66.0,74.0,71.0,78.0,83.0,62.0,30.0,49.0,32.5,67.0,82.5
2014,England,78.0,66.0,61.0,54.0,79.0,73.0,75.0,73.0,45.0,15.0,51.0,11.5,63.5,81.0
2014,England,78.0,73.0,57.0,64.0,79.0,79.0,77.0,69.0,67.0,46.0,52.0,8.0,67.5,81.25
2014,England,70.0,72.0,75.0,74.0,65.0,64.0,73.0,75.0,69.0,31.0,76.0,10.0,69.0,72.25
2014,England,83.0,83.0,77.0,86.0,86.0,86.0,79.0,82.0,60.0,79.0,59.0,14.0,75.0,65.0
2014,England,82.0,86.0,84.0,77.0,80.0,86.0,85.0,69.0,87.0,58.0,83.0,10.5,83.5,68.5
2014,England,81.0,81.0,78.0,81.0,85.0,84.0,69.0,76.0,56.0,83.0,68.0,13.0,70.0,58.5
2014,England,74.0,72.0,76.0,73.0,75.0,80.0,84.0,69.0,71.0,67.0,74.0,9.0,77.0,61.75
2014,England,77.0,81.0,85.0,69.0,66.0,75.0,74.0,73.0,88.0,69.0,85.0,11.5,79.0,36.5
2014,England,81.0,78.0,81.0,86.0,83.0,85.0,88.0,78.0,73.0,65.0,74.0,6.5,77.5,67.0
2014,England,76.0,78.0,82.0,72.0,74.0,68.0,73.0,54.0,85.0,67.0,88.0,13.5,74.0,52.0
2014,England,77.0,80.0,82.0,72.0,73.0,79.0,85.0,67.0,81.0,70.0,81.0,10.5,74.0,37.5
2014,England,71.0,74.0,71.0,54.0,61.0,76.0,68.0,69.0,56.0,64.0,71.0,10.5,76.0,55.0
2014,England,80.0,81.0,85.0,62.0,77.0,71.0,70.0,72.0,64.0,83.0,80.0,11.0,74.0,16.5
2014,England,87.0,86.0,83.0,79.0,86.0,84.0,88.0,85.0,77.0,87.0,77.0,10.5,80.5,37.25
2014,England,79.0,75.0,79.0,70.0,77.0,76.0,86.0,70.0,62.0,76.0,85.0,8.5,72.5,28.25
2014,England,75.0,74.0,64.0,66.0,71.0,58.0,78.0,85.0,59.0,81.0,57.0,13.0,51.5,25.25
2014,Italy,87.0,37.0,21.0,19.0,74.0,42.0,35.0,55.0,45.0,16.0,51.0,85.0,39.5,23.0
2014,Italy,84.0,25.0,15.0,13.0,78.0,23.0,50.0,66.0,55.0,8.0,52.0,82.0,39.0,13.5
2014,Italy,75.0,25.0,19.0,11.0,75.0,33.0,30.0,52.0,30.0,11.0,70.0,73.0,44.0,14.0
2014,Italy,77.0,79.0,77.0,78.0,74.0,74.0,85.0,67.0,68.0,32.0,65.0,12.0,75.5,76.75
2014,Italy,85.0,54.0,60.0,69.0,80.0,61.0,71.0,87.0,55.0,50.0,63.0,10.0,72.0,89.0
2014,Italy,74.0,64.0,58.0,72.0,72.0,66.0,76.0,66.0,60.0,35.0,69.0,7.5,66.5,76.0
2014,Italy,79.0,78.0,75.0,72.0,79.0,74.0,94.0,71.0,68.0,50.0,77.0,8.5,79.0,76.5
2014,Italy,85.0,68.0,54.0,49.0,82.0,73.0,69.0,83.0,59.0,30.0,59.0,11.0,72.0,88.0
2014,Italy,81.0,74.0,64.0,49.0,78.0,75.0,69.0,81.0,51.0,50.0,59.0,14.0,74.0,79.0
2014,Italy,78.0,54.0,40.0,45.0,70.0,56.0,64.0,89.0,48.0,26.0,54.0,8.0,65.5,81.0
2014,Italy,81.0,83.0,73.0,66.0,78.0,84.0,80.0,84.0,50.0,62.0,50.0,10.0,65.5,74.25
2014,Italy,81.0,84.0,84.0,80.0,80.0,84.0,75.0,73.0,76.0,60.0,78.0,8.0,77.0,65.0
2014,Italy,85.0,86.0,84.0,77.0,86.0,87.0,87.0,73.0,79.0,77.0,79.0,11.0,81.0,74.0
2014,Italy,81.0,86.0,82.0,78.0,81.0,86.0,70.0,68.0,60.0,66.0,74.0,15.0,71.0,59.5
2014,Italy,85.0,84.0,78.0,73.0,88.0,83.0,86.0,83.0,66.0,64.0,69.0,9.5,77.5,81.5
2014,Italy,75.0,77.0,73.0,68.0,76.0,78.0,79.0,75.0,65.0,51.0,67.0,11.0,73.0,67.0
2014,Italy,87.0,94.0,80.0,85.0,88.0,93.0,69.0,63.0,81.0,64.0,67.0,5.5,78.0,62.5
2014,Italy,77.0,83.0,78.0,67.0,78.0,83.0,77.0,67.0,93.0,56.0,87.0,12.0,74.5,69.25
2014,Italy,83.0,88.0,86.0,67.0,76.0,76.0,73.0,84.0,49.0,84.0,76.0,9.5,72.5,18.0
2014,Italy,83.0,94.0,90.0,86.0,86.0,92.0,55.0,75.0,83.0,80.0,75.0,8.0,78.5,20.5
2014,Italy,80.0,86.0,84.0,80.0,80.0,84.0,60.0,64.0,74.0,75.0,77.0,11.5,79.5,40.0
2014,Italy,75.0,75.0,70.0,50.0,74.0,65.0,78.0,83.0,59.0,78.0,79.0,6.0,65.0,26.0
2014,Italy,77.0,87.0,87.0,65.0,76.0,76.0,80.0,34.0,93.0,72.0,92.0,7.0,80.5,25.25
2014,Switzerland,80.0,24.0,13.0,14.0,80.0,32.0,43.0,76.0,47.0,8.0,44.0,79.5,36.5,11.75
2014,Switzerland,76.0,32.0,15.0,13.0,77.0,38.0,39.0,68.0,60.0,13.0,55.0,74.0,40.5,13.25
2014,Switzerland,70.0,27.0,14.0,15.0,64.0,37.0,60.0,65.0,63.0,8.0,66.0,69.5,51.0,14.25
2014,Switzerland,81.0,80.0,76.0,85.0,83.0,83.0,91.0,77.0,75.0,56.0,75.0,11.5,79.0,80.0
2014,Switzerland,77.0,79.0,75.0,81.0,76.0,77.0,78.0,74.0,56.0,49.0,68.0,9.0,73.5,74.0
2014,Switzerland,73.0,51.0,30.0,34.0,67.0,55.0,67.0,86.0,44.0,31.0,40.0,14.5,48.5,71.5
2014,Switzerland,72.0,60.0,34.0,48.0,68.0,65.0,69.0,78.0,68.0,21.0,64.0,8.5,64.0,72.0
2014,Switzerland,57.0,49.0,42.0,42.0,54.0,56.0,72.0,73.0,43.0,41.0,30.0,9.0,46.5,57.75
2014,Switzerland,74.0,73.0,68.0,77.0,74.0,73.0,76.0,73.0,71.0,35.0,68.0,13.5,71.5,71.75
2014,Switzerland,75.0,63.0,59.0,47.0,73.0,70.0,55.0,83.0,33.0,28.0,53.0,14.5,67.0,75.25
2014,Switzerland,70.0,65.0,61.0,49.0,69.0,70.0,77.0,69.0,73.0,63.0,63.0,7.5,64.0,70.75
2014,Switzerland,76.0,78.0,78.0,74.0,77.0,75.0,74.0,59.0,76.0,64.0,80.0,9.5,73.5,48.75
2014,Switzerland,82.0,81.0,75.0,78.0,78.0,82.0,83.0,79.0,57.0,62.0,72.0,12.5,76.5,77.0
2014,Switzerland,74.0,78.0,74.0,68.0,71.0,75.0,75.0,69.0,68.0,58.0,71.0,7.5,66.5,61.5
2014,Switzerland,79.0,80.0,78.0,76.0,80.0,82.0,86.0,81.0,66.0,55.0,76.0,10.5,77.5,74.0
2014,Switzerland,75.0,78.0,75.0,73.0,73.0,73.0,79.0,75.0,71.0,76.0,90.0,6.5,74.0,54.75
2014,Switzerland,76.0,78.0,74.0,67.0,75.0,79.0,76.0,66.0,70.0,42.0,72.0,10.0,73.5,68.0
2014,Switzerland,73,69,67,60,70.0,73,88,72,68,55,66.0,9.0,71.0,74.0
2014,Switzerland,79.0,84.0,86.0,71.0,77.0,77.0,76.0,69.0,93.0,66.0,90.0,12.5,80.0,57.25
2014,Switzerland,69.0,71.0,66.0,55.0,69.0,66.0,54.0,69.0,36.0,68.0,69.0,10.0,61.5,33.0
2014,Switzerland,69.0,73.0,76.0,42.0,69.0,71.0,69.0,65.0,74.0,68.0,81.0,12.0,65.0,31.25
2014,Switzerland,68.0,72.0,66.0,35.0,66.0,65.0,63.0,62.0,66.0,68.0,72.0,12.5,54.0,13.25
2014,Switzerland,64.0,67.0,62.0,44.0,60.0,63.0,59.0,63.0,72.0,65.0,67.0,7.0,62.5,34.0
2014,Ecuador,70.0,11.0,17.0,11.0,51.0,13.0,36.0,65.0,31.0,13.0,28.0,68.0,25.5,13.5
2014,Ecuador,61.0,20.0,13.0,13.0,50.0,21.0,40.0,37.0,42.0,14.0,31.0,59.0,34.0,16.0
2014,Ecuador,69.0,16.0,18.0,12.0,54.0,15.0,29.0,69.0,42.0,17.0,36.0,70.0,20.5,14.75
2014,Ecuador,68.0,46.0,44.0,40.0,60.0,55.0,69.0,87.0,54.0,37.0,32.0,10.0,60.5,63.5
2014,Ecuador,68.0,53.0,19.0,39.0,61.0,28.0,72.0,74.0,40.0,16.0,51.0,8.5,53.5,71.25
2014,Ecuador,65.0,63.0,67.0,68.0,73.0,64.0,76.0,59.0,85.0,32.0,85.0,14.5,79.0,64.75
2014,Ecuador,68.0,71.0,67.0,72.0,68.0,75.0,65.0,75.0,60.0,49.0,72.0,14.0,70.0,60.0
2014,Ecuador,64.0,60.0,13.0,36.0,62.0,39.0,76.0,74.0,76.0,24.0,67.0,9.5,53.5,70.25
2014,Ecuador,59,56,58,48,44.0,63,77,63,57,56,63.0,8.0,61.0,47.25
2014,Ecuador,72.0,75.0,79.0,70.0,67.0,66.0,79.0,70.0,77.0,62.0,80.0,6.5,70.0,44.0
2014,Ecuador,72,54,47,52,61.0,69,55,75,58,39,48.0,14.0,62.0,72.75
2014,Ecuador,74.0,76.0,80.0,67.0,70.0,65.0,68.0,74.0,83.0,63.0,86.0,10.0,75.5,24.25
2014,Ecuador,73.0,76.0,71.0,73.0,76.0,77.0,69.0,70.0,69.0,65.0,73.0,13.0,77.5,57.75
2014,Ecuador,74.0,75.0,80.0,66.0,67.0,65.0,70.0,67.0,72.0,63.0,90.0,8.5,75.0,17.75
2014,Ecuador,68.0,67.0,60.0,68.0,67.0,68.0,70.0,60.0,48.0,49.0,50.0,9.0,69.0,67.75
2014,Ecuador,72,70,68,71,68.0,72,78,62,88,68,84.0,10.0,75.5,39.25
2014,Ecuador,83.0,81.0,83.0,84.0,84.0,81.0,82.0,73.0,74.0,62.0,81.0,12.5,78.5,46.0
2014,Ecuador,71,72,67,70,67.0,76,76,64,76,75,71.0,13.0,75.5,56.25
2014,Ecuador,74.0,79.0,81.0,67.0,76.0,70.0,70.0,58.0,85.0,66.0,85.0,8.5,72.0,18.25
2014,Ecuador,60,58,63,35,52.0,56,56,45,72,62,67.0,9.0,62.5,14.75
2014,Ecuador,76.0,72.0,68.0,58.0,73.0,67.0,72.0,93.0,58.0,80.0,63.0,9.0,60.5,37.5
2014,Ecuador,61,67,70,53,50.0,56,69,36,84,46,81.0,8.5,57.5,20.0
2014,Ecuador,55,54,55,57,44.0,60,50,38,81,52,63.0,11.0,56.5,33.0
2014,France,85.0,34.0,10.0,13.0,81.0,27.0,46.0,43.0,54.0,10.0,55.0,84.5,47.0,11.5
2014,France,82.0,26.0,9.0,11.0,75.0,33.0,37.0,76.0,55.0,11.0,54.0,81.0,44.5,11.25
2014,France,82.0,27.0,9.0,13.0,79.0,35.0,44.0,68.0,43.0,8.0,48.0,79.0,34.0,11.75
2014,France,78.0,76.0,72.0,81.0,76.0,76.0,89.0,71.0,74.0,59.0,77.0,8.5,75.5,77.75
2014,France,82.0,76.0,77.0,77.0,79.0,82.0,84.0,76.0,75.0,41.0,71.0,15.0,75.5,82.25
2014,France,81.0,72.0,57.0,36.0,78.0,73.0,70.0,80.0,47.0,40.0,51.0,11.0,67.0,83.0
2014,France,81.0,68.0,50.0,60.0,66.0,72.0,72.0,85.0,55.0,23.0,61.0,13.0,69.0,81.5
2014,France,79.0,67.0,62.0,66.0,72.0,67.0,74.0,84.0,57.0,26.0,71.0,10.5,68.0,77.5
2014,France,80.0,77.0,76.0,71.0,82.0,79.0,84.0,76.0,73.0,48.0,71.0,9.0,72.0,82.0
2014,France,75.0,75.0,69.0,77.0,74.0,75.0,82.0,68.0,66.0,46.0,72.0,8.0,71.0,73.75
2014,France,81.0,67.0,58.0,54.0,77.0,75.0,73.0,68.0,62.0,32.0,54.0,12.0,71.5,82.75
2014,France,66,69,66,68,62.0,60,74,67,64,53,70.0,6.0,65.5,65.75
2014,France,76.0,78.0,81.0,74.0,74.0,75.0,65.0,33.0,84.0,73.0,83.0,13.0,71.0,43.5
2014,France,82.0,86.0,80.0,83.0,82.0,83.0,81.0,32.0,82.0,71.0,91.0,13.0,85.5,29.0
2014,France,82,81,69,68,80.0,84,91,72,81,42,75.0,8.0,78.5,78.0
2014,France,81.0,76.0,72.0,72.0,83.0,79.0,88.0,75.0,79.0,58.0,85.0,9.5,77.5,82.0
2014,France,75.0,74.0,75.0,68.0,78.0,73.0,92.0,86.0,58.0,72.0,72.0,10.0,75.5,73.0
2014,France,79.0,84.0,82.0,69.0,74.0,85.0,75.0,85.0,69.0,64.0,71.0,6.5,76.0,76.0
2014,France,76.0,73.0,61.0,55.0,70.0,82.0,88.0,76.0,66.0,64.0,64.0,8.5,74.0,72.25
2014,France,80.0,77.0,67.0,63.0,81.0,75.0,68.0,82.0,33.0,83.0,62.0,13.5,59.5,26.5
2014,France,85.0,85.0,82.0,72.0,83.0,84.0,70.0,75.0,71.0,88.0,79.0,12.0,65.0,13.25
2014,France,79.0,82.0,86.0,78.0,78.0,71.0,68.0,51.0,71.0,74.0,84.0,11.0,79.0,19.75
2014,France,79.0,75.0,73.0,73.0,77.0,77.0,75.0,72.0,65.0,76.0,77.0,9.5,74.5,22.75
2014,Honduras,62,69,69,57,56.0,68,64,33,80,54,68.0,9.5,69.0,50.75
2014,Honduras,53,32,11,10,48.0,21,46,52,51,11,35.0,51.5,35.0,14.0
2014,Honduras,65.0,45.0,42.0,15.0,45.0,39.0,59.0,91.0,57.0,32.0,34.0,9.0,48.0,62.5
2014,Honduras,76.0,66.0,67.0,72.0,67.0,71.0,83.0,77.0,65.0,51.0,63.0,9.0,73.5,81.0
2014,Honduras,72.0,53.0,39.0,52.0,71.0,64.0,73.0,86.0,48.0,38.0,57.0,7.0,54.5,71.5
2014,Honduras,64,64,63,44,64.0,53,74,80,60,62,71.0,5.5,66.0,17.5
2014,Honduras,71.0,67.0,66.0,72.0,70.0,71.0,90.0,72.0,80.0,38.0,81.0,7.0,74.0,70.25
2014,Honduras,79,81,80,80,82.0,80,85,75,75,54,75.0,5.0,77.5,74.0
2014,Honduras,73.0,73.0,69.0,74.0,79.0,76.0,46.0,79.0,76.0,51.0,67.0,9.0,70.5,76.5
2014,Honduras,59,65,66,53,57.0,56,61,51,81,64,67.0,8.5,59.0,24.0
2014,Honduras,59,44,19,34,50.0,52,61,82,34,45,54.0,8.0,35.5,60.0
2014,Honduras,71,71,66,69,73.0,68,77,74,79,65,85.0,11.5,71.5,55.5
2014,Honduras,73.0,79.0,69.0,61.0,74.0,74.0,94.0,86.0,83.0,59.0,69.0,11.5,72.0,66.25
2014,Honduras,69.0,69.0,74.0,66.0,70.0,69.0,60.0,56.0,89.0,56.0,87.0,9.5,75.0,56.75
2014,Honduras,61,56,58,53,50.0,57,65,83,75,60,68.0,9.0,71.0,27.0
2014,Honduras,63.0,64.0,66.0,56.0,68.0,73.0,74.0,70.0,75.0,43.0,80.0,11.5,67.5,50.75
2014,Honduras,69.0,66.0,77.0,75.0,63.0,60.0,65.0,48.0,92.0,56.0,84.0,6.0,65.0,49.5
2014,Honduras,59,37,32,28,47.0,49,62,84,46,27,25.0,8.5,42.0,55.25
2014,Honduras,67.0,69.0,64.0,41.0,67.0,55.0,65.0,67.0,49.0,65.0,64.0,12.5,62.0,14.75
2014,Honduras,65,58,47,54,72.0,63,55,77,72,25,60.0,12.5,57.0,67.75
2014,Honduras,71,74,79,67,70.0,75,62,33,92,76,91.0,6.5,74.5,38.5
2014,Argentina,77.0,25.0,12.0,11.0,79.0,38.0,35.0,60.0,44.0,14.0,52.0,75.5,40.0,13.5
2014,Argentina,74.0,19.0,12.0,8.0,79.0,19.0,42.0,73.0,52.0,12.0,49.0,73.0,27.0,14.5
2014,Argentina,76.0,20.0,16.0,14.0,70.0,23.0,38.0,70.0,40.0,8.0,47.0,76.5,41.0,14.75
2014,Argentina,82.0,73.0,61.0,62.0,79.0,74.0,71.0,83.0,50.0,46.0,58.0,10.0,68.5,84.0
2014,Argentina,81.0,66.0,62.0,69.0,78.0,67.0,72.0,85.0,66.0,42.0,62.0,11.5,67.0,83.75
2014,Argentina,81.0,78.0,70.0,74.0,85.0,77.0,79.0,79.0,72.0,41.0,72.0,12.0,73.5,82.5
2014,Argentina,80.0,58.0,54.0,52.0,77.0,73.0,54.0,87.0,55.0,43.0,37.0,8.0,51.5,79.75
2014,Argentina,74.0,66.0,49.0,62.0,73.0,70.0,78.0,79.0,56.0,45.0,72.0,6.5,77.0,75.75
2014,Argentina,71,71,67,61,74.0,69,92,64,78,58,80.0,11.0,72.5,69.75
2014,Argentina,73.0,68.0,63.0,58.0,55.0,68.0,70.0,81.0,42.0,50.0,64.0,8.5,67.0,73.5
2014,Argentina,79.0,81.0,68.0,68.0,77.0,83.0,69.0,72.0,68.0,46.0,72.0,7.5,74.0,72.75
2014,Argentina,76.0,83.0,77.0,63.0,79.0,83.0,80.0,73.0,77.0,58.0,76.0,14.0,63.0,67.75
2014,Argentina,86.0,85.0,86.0,90.0,77.0,81.0,77.0,64.0,81.0,74.0,90.0,8.5,86.0,48.75
2014,Argentina,77.0,82.0,82.0,74.0,77.0,79.0,84.0,72.0,77.0,71.0,79.0,10.0,77.0,75.25
2014,Argentina,77,79,81,78,72.0,79,69,64,70,73,75.0,12.0,67.5,43.25
2014,Argentina,75.0,77.0,73.0,76.0,81.0,70.0,66.0,61.0,63.0,71.0,74.0,10.0,71.0,39.75
2014,Argentina,85.0,81.0,58.0,63.0,86.0,77.0,87.0,75.0,81.0,51.0,72.0,8.0,72.5,86.5
2014,Argentina,77,85,83,76,72.0,82,69,75,55,58,69.0,8.0,68.5,49.0
