year,nation,Fullname,birth_date,N_name
2014,Cameroon,Pierre Webó,1982.01.20,pierrewebo
2014,Cameroon,Fabrice Olinga,1996.05.12,fabriceolinga
2014,Spain,Iker Casillas,1981.05.20,ikercasillas
2014,Spain,David de Gea,1990.11.07,daviddegea
2014,Spain,Pepe Reina,1982.08.31,pepereina
2014,Spain,Raúl Albiol,1985.09.04,raulalbiol
2014,Spain,Gerard Piqué,1987.02.02,gerardpique
2014,Spain,Juanfran,1985.01.09,juanfran
2014,Spain,Sergio Ramos,1986.03.30,sergioramos
2014,Spain,Jordi Alba,1989.03.21,jordialba
2014,Spain,César Azpilicueta,1989.08.28,cesarazpilicueta
2014,Spain,Javi Martínez,1988.09.02,javimartinez
2014,Spain,Andrés Iniesta,1984.05.11,andresiniesta
2014,Spain,Xavi,1980.01.25,xavi
2014,Spain,Cesc Fàbregas,1987.05.04,cescfabregas
2014,Spain,Juan Mata,1988.04.28,juanmata
2014,Spain,Xabi Alonso,1981.11.25,xabialonso
2014,Spain,Sergio Busquets,1988.07.16,sergiobusquets
2014,Spain,Koke,1992.01.08,koke
2014,Spain,Santi Cazorla,1984.12.13,santicazorla
2014,Spain,David Silva,1986.01.08,davidsilva
2014,Spain,David Villa,1981.12.03,davidvilla
2014,Spain,Fernando Torres,1984.03.20,fernandotorres
2014,Spain,Pedro,1987.07.28,pedro
2014,Spain,Diego Costa,1988.10.07,diegocosta
2014,Netherlands,Jasper Cillessen,1989.04.22,jaspercillessen
2014,Netherlands,Michel Vorm,1983.10.20,michelvorm
2014,Netherlands,Tim Krul,1988.04.03,timkrul
2014,Netherlands,Ron Vlaar,1985.02.16,ronvlaar
2014,Netherlands,Stefan de Vrij,1992.02.05,stefandevrij
2014,Netherlands,Bruno Martins Indi,1992.02.08,brunomartinsindi
2014,Netherlands,Daley Blind,1990.03.09,daleyblind
2014,Netherlands,Daryl Janmaat,1989.07.22,daryljanmaat
2014,Netherlands,Paul Verhaegh,1983.09.01,paulverhaegh
2014,Netherlands,Joël Veltman,1992.01.15,joelveltman
2014,Netherlands,Terence Kongolo,1994.02.14,terencekongolo
2014,Netherlands,Nigel de Jong,1984.11.30,nigeldejong
2014,Netherlands,Jonathan de Guzmán,1987.09.13,jonathandeguzman
2014,Netherlands,Wesley Sneijder,1984.06.09,wesleysneijder
2014,Netherlands,Jordy Clasie,1991.06.27,jordyclasie
2014,Netherlands,Leroy Fer,1990.01.05,ferleroy
2014,Netherlands,Georginio Wijnaldum,1990.11.11,georginiowijnaldum
2014,Netherlands,Robin van Persie,1983.08.06,robinvanpersie
2014,Netherlands,Arjen Robben,1984.01.23,arjenrobben
2014,Netherlands,Dirk Kuyt,1980.07.22,dirkkuyt
2014,Netherlands,Jeremain Lens,1987.11.24,jeremainlens
2014,Netherlands,Klaas-Jan Huntelaar,1983.08.12,klaasjanhuntelaar
2014,Netherlands,Memphis Depay,1994.02.13,memphisdepay
2014,Chile,Claudio Bravo,1983.04.13,claudiobravo
2014,Chile,Cristopher Toselli,1988.06.22,cristophertoselli
2014,Chile,Johnny Herrera,1981.05.09,johnnyherrera
2014,Chile,Eugenio Mena,1988.07.18,eugeniomena
2014,Chile,Miiko Albornoz,1990.11.30,miikoalbornoz
2014,Chile,José Manuel Rojas,1983.06.03,josemanuelrojas
2014,Chile,Gary Medel,1987.08.03,garymedel
2014,Chile,Gonzalo Jara,1985.08.29,gonzalojara
2014,Chile,Mauricio Isla,1988.06.12,mauricioisla
2014,Chile,Francisco Silva,1986.02.11,franciscosilva
2014,Chile,Carlos Carmona,1987.02.21,carloscarmona
2014,Chile,Arturo Vidal,1987.05.22,arturovidal
2014,Chile,Jorge Valdivia,1983.10.03,jorgevaldivia
2014,Chile,Fabián Orellana,1986.01.27,fabianorellana
2014,Chile,Jean Beausejour,1984.06.03,jeanbeausejour
2014,Chile,Felipe Gutiérrez,1990.10.08,felipegutierrez
2014,Chile,José Pedro Fuenzalida,1985.02.22,josepedrofuenzalida
2014,Chile,Charles Aránguiz,1989.04.17,charlesaranguiz
2014,Chile,Marcelo Díaz,1986.12.30,marcelodiaz
2014,Chile,Alexis Sánchez,1988.12.19,alexissanchez
2014,Chile,Mauricio Pinilla,1984.02.04,mauriciopinilla
2014,Chile,Eduardo Vargas,1989.11.20,eduardovargas
2014,Chile,Esteban Paredes,1980.08.01,estebanparedes
2014,Australia,Mathew Ryan,1992.04.08,mathewryan
2014,Australia,Mitchell Langerak,1988.08.22,mitchelllangerak
2014,Australia,Eugene Galekovic,1981.06.12,eugenegalekovic
2014,Australia,Ivan Franjic,1987.09.10,ivanfranjic
2014,Australia,Jason Davidson,1991.06.29,jasondavidson
2014,Australia,Matthew Spiranovic,1988.06.27,matthewspiranovic
2014,Australia,Bailey Wright,1992.07.28,baileywright
2014,Australia,Ryan McGowan,1989.08.15,ryanmcgowan
2014,Australia,Alex Wilkinson,1984.08.13,alexwilkinson
2014,Australia,Mark Milligan,1985.08.04,markmilligan
2014,Australia,Ben Halloran,1992.06.14,benhalloran
2014,Australia,Tommy Oar,1991.12.10,oartommy
2014,Australia,Oliver Bozanic,1989.01.08,oliverbozanic
2014,Australia,James Troisi,1988.07.03,jamestroisi
2014,Australia,Mile Jedinak,1984.08.03,milejedinak
2014,Australia,James Holland,1989.05.15,jamesholland
2014,Australia,Matt McKay,1983.01.11,mattmckay
2014,Australia,Dario Vidošić,1987.04.08,dariovidosic
2014,Australia,Massimo Luongo,1992.09.25,massimoluongo
2014,Australia,Mark Bresciano,1980.02.11,markbresciano
2014,Australia,Tim Cahill,1979.12.06,timcahill
2014,Australia,Mathew Leckie,1991.02.04,mathewleckie
2014,Australia,Adam Taggart,1993.06.02,adamtaggart
2014,Colombia,David Ospina,1988.08.31,davidospina
2014,Colombia,Camilo Vargas,1989.03.09,camilovargas
2014,Colombia,Faryd Mondragón,1971.06.21,farydmondragon
2014,Colombia,Cristián Zapata,1986.09.30,cristianzapata
2014,Colombia,Mario Yepes,1976.01.13,marioyepes
2014,Colombia,Santiago Arias,1992.01.13,santiagoarias
2014,Colombia,Pablo Armero,1986.11.02,pabloarmero
2014,Colombia,Éder Álvarez Balanta,1993.02.28,ederalvarezbalanta
2014,Colombia,Juan Camilo Zúñiga,1985.12.14,juancamilozuniga
2014,Colombia,Carlos Valdés,1985.05.22,carlosvaldes
2014,Colombia,Carlos Carbonero,1990.07.25,carloscarbonero
2014,Colombia,Carlos Sánchez,1986.02.06,carlossanchez
2014,Colombia,Abel Aguilar,1985.01.06,abelaguilar
2014,Colombia,James Rodríguez,1991.07.12,jamesrodriguez
2014,Colombia,Juan Cuadrado,1988.05.26,juancuadrado
2014,Colombia,Fredy Guarín,1986.06.30,fredyguarin
2014,Colombia,Alexander Mejía,1988.07.11,alexandermejia
2014,Colombia,Juan Quintero,1993.01.18,juanquintero
2014,Colombia,Teófilo Gutiérrez,1985.05.17,teofilogutierrez
2014,Colombia,Víctor Ibarbo,1990.05.19,victoribarbo
2014,Colombia,Carlos Bacca,1986.09.08,carlosbacca
2014,Colombia,Adrián Ramos,1986.01.22,adrianramos
2014,Colombia,Jackson Martínez,1986.10.03,jacksonmartinez
2014,Greece,Orestis Karnezis,1985.07.11,orestiskarnezis
2014,Greece,Panagiotis Glykos,1986.06.03,panagiotisglykos
2014,Greece,Stefanos Kapino,1994.03.18,stefanoskapino
2014,Greece,Giorgos Tzavellas,1987.11.26,giorgostzavellas
2014,Greece,Kostas Manolas,1991.06.14,kostasmanolas
2014,Greece,Vangelis Moras,1981.08.26,vangelismoras
2014,Greece,Loukas Vyntra,1981.02.05,loukasvyntra
2014,Greece,Vasilis Torosidis,1985.06.10,vasilistorosidis
2014,Greece,Sokratis Papastathopoulos,1988.06.09,sokratispapastathopoulos
2014,Greece,José Holebas,1984.06.27,joseholebas
2014,Greece,Giannis Maniatis,1986.10.12,giannismaniatis
2014,Greece,Alexandros Tziolis,1985.02.13,alexandrostziolis
2014,Greece,Panagiotis Kone,1987.07.26,panagiotiskone
2014,Greece,Giorgos Karagounis,1977.03.06,giorgoskaragounis
2014,Greece,Lazaros Christodoulopoulos,1986.12.19,lazaroschristodoulopoulos
2014,Greece,Giannis Fetfatzidis,1990.12.21,giannisfetfatzidis
2014,Greece,Kostas Katsouranis,1979.06.21,kostaskatsouranis
2014,Greece,Andreas Samaris,1989.06.13,andreassamaris
2014,Greece,Panagiotis Tachtsidis,1991.02.15,panagiotistachtsidis
2014,Greece,Georgios Samaras,1985.02.21,georgiossamaras
2014,Greece,Kostas Mitroglou,1988.03.12,kostasmitroglou
2014,Greece,Dimitris Salpingidis,1981.08.18,dimitrissalpingidis
2014,Greece,Theofanis Gekas,1980.05.23,theofanisgekas
2014,Côte d'Ivoire,Boubacar Barry,1979.12.30,boubacarbarry
2014,Côte d'Ivoire,Sylvain Gbohouo,1988.10.29,sylvaingbohouo
2014,Côte d'Ivoire,Sayouba Mandé,1993.06.15,sayoubamande
2014,Côte d'Ivoire,Ousmane Viera,1986.12.21,ousmaneviera
2014,Côte d'Ivoire,Arthur Boka,1983.04.02,arthurboka
2014,Côte d'Ivoire,Kolo Touré,1981.03.19,kolotoure
2014,Côte d'Ivoire,Didier Zokora,1980.12.14,didierzokora
2014,Côte d'Ivoire,Jean-Daniel Akpa Akpro,1992.10.11,jeandanielakpaakpro
2014,Côte d'Ivoire,Serge Aurier,1992.12.24,sergeaurier
2014,Côte d'Ivoire,Constant Djakpa,1986.10.17,constantdjakpa
2014,Côte d'Ivoire,Sol Bamba,1985.01.13,solbamba
2014,Côte d'Ivoire,Cheick Tioté,1986.06.21,cheicktiote
2014,Côte d'Ivoire,Ismaël Diomandé,1992.08.28,ismaeldiomande
2014,Côte d'Ivoire,Yaya Touré,1983.03.13,yayatoure
2014,Côte d'Ivoire,Serey Dié,1984.11.07,dieserey
2014,Côte d'Ivoire,Mathis Bolly,1990.11.14,mathisbolly
2014,Côte d'Ivoire,Salomon Kalou,1985.08.05,salomonkalou
2014,Côte d'Ivoire,Gervinho,1987.05.27,gervinho
2014,Côte d'Ivoire,Didier Drogba,1978.03.11,didierdrogba
2014,Côte d'Ivoire,Wilfried Bony,1988.12.10,wilfriedbony
2014,Côte d'Ivoire,Didier Ya Konan,1984.05.22,didieryakonan
2014,Côte d'Ivoire,Max Gradel,1987.11.30,maxgradel
2014,Côte d'Ivoire,Giovanni Sio,1989.03.31,siogiovanni
2014,Japan,Eiji Kawashima,1983.03.20,eijikawashima
2014,Japan,Shusaku Nishikawa,1986.06.18,shusakunishikawa
2014,Japan,Shūichi Gonda,1989.03.03,shuichigonda
2014,Japan,Atsuto Uchida,1988.03.27,atsutouchida
2014,Japan,Gōtoku Sakai,1991.03.14,gotokusakai
2014,Japan,Yuto Nagatomo,1986.09.12,yutonagatomo
2014,Japan,Masato Morishige,1987.05.21,masatomorishige
2014,Japan,Yasuyuki Konno,1983.01.25,yasuyukikonno
2014,Japan,Masahiko Inoha,1983.08.28,masahikoinoha
2014,Japan,Hiroki Sakai,1990.04.12,hirokisakai
2014,Japan,Maya Yoshida,1988.08.24,mayayoshida
2014,Japan,Keisuke Honda,1986.06.13,keisukehonda
2014,Japan,Yasuhito Endō,1980.01.28,yasuhitoendo
2014,Japan,Hiroshi Kiyotake,1989.11.12,hiroshikiyotake
2014,Japan,Shinji Kagawa,1989.03.17,shinjikagawa
2014,Japan,Toshihiro Aoyama,1986.02.22,toshihiroaoyama
2014,Japan,Hotaru Yamaguchi,1990.10.06,hotaruyamaguchi
2014,Japan,Makoto Hasebe,1984.01.18,makotohasebe
2014,Japan,Shinji Okazaki,1986.04.16,shinjiokazaki
2014,Japan,Yoichiro Kakitani,1990.01.03,yoichirokakitani
2014,Japan,Yoshito Ōkubo,1982.06.09,yoshitookubo
2014,Japan,Yuya Osako,1990.05.18,yuyaosako
2014,Japan,Manabu Saitō,1990.04.04,manabusaito
2014,Uruguay,Fernando Muslera,1986.06.16,fernandomuslera
2014,Uruguay,Rodrigo Muñoz,1982.01.22,rodrigomunoz
2014,Uruguay,Martín Silva,1983.03.25,martinsilva
2014,Uruguay,Diego Lugano,1980.11.02,diegolugano
2014,Uruguay,Diego Godín,1986.02.16,diegogodin
2014,Uruguay,Jorge Fucile,1984.11.19,jorgefucile
2014,Uruguay,José Giménez,1995.01.20,josegimenez
2014,Uruguay,Maxi Pereira,1984.06.08,maxipereira
2014,Uruguay,Sebastián Coates,1990.10.07,sebastiancoates
2014,Uruguay,Martín Cáceres,1987.04.07,martincaceres
2014,Uruguay,Walter Gargano,1984.07.23,waltergargano
2014,Uruguay,Álvaro Pereira,1985.11.28,alvaropereira
2014,Uruguay,Cristian Rodríguez,1985.09.30,cristianrodriguez
2014,Uruguay,Nicolás Lodeiro,1989.03.21,nicolaslodeiro
2014,Uruguay,Diego Pérez,1980.05.18,diegoperez
2014,Uruguay,Egidio Arévalo Ríos,1982.01.01,egidioarevalorios
2014,Uruguay,Gastón Ramírez,1990.12.02,gastonramirez
2014,Uruguay,Álvaro González,1984.10.29,alvarogonzalez
2014,Uruguay,Abel Hernández,1990.08.08,abelhernandez
2014,Uruguay,Luis Suárez,1987.01.24,luissuarez
2014,Uruguay,Diego Forlán,1979.05.19,diegoforlan
2014,Uruguay,Cristhian Stuani,1986.10.12,cristhianstuani
2014,Uruguay,Edinson Cavani,1987.02.14,edinsoncavani
2014,Costa Rica,Keylor Navas,1986.12.15,keylornavas
2014,Costa Rica,Patrick Pemberton,1982.04.24,patrickpemberton
2014,Costa Rica,Daniel Cambronero,1986.01.08,danielcambronero
2014,Costa Rica,Jhonny Acosta,1983.07.21,jhonnyacosta
2014,Costa Rica,Giancarlo González,1988.02.08,giancarlogonzalez
2014,Costa Rica,Michael Umaña,1982.07.16,michaelumana
2014,Costa Rica,Óscar Duarte,1989.06.03,oscarduarte
2014,Costa Rica,David Myrie,1988.06.01,davidmyrie
2014,Costa Rica,Waylon Francis,1990.09.20,waylonfrancis
2014,Costa Rica,Júnior Díaz,1983.09.12,juniordiaz
2014,Costa Rica,Cristian Gamboa,1989.10.24,cristiangamboa
2014,Costa Rica,Roy Miller,1984.11.24,roymiller
2014,Costa Rica,Celso Borges,1988.05.27,celsoborges
2014,Costa Rica,Christian Bolaños,1984.05.17,christianbolanos
2014,Costa Rica,Michael Barrantes,1983.10.04,michaelbarrantes
2014,Costa Rica,Óscar Granados,1985.10.25,oscargranados
2014,Costa Rica,Yeltsin Tejeda,1992.03.17,yeltsintejeda
2014,Costa Rica,Diego Calvo,1991.03.25,diegocalvo
2014,Costa Rica,José Miguel Cubero,1987.02.14,josemiguelcubero
2014,Costa Rica,Joel Campbell,1992.06.26,joelcampbell
2014,Costa Rica,Bryan Ruiz,1985.08.18,bryanruiz
2014,Costa Rica,Randall Brenes,1983.08.13,randallbrenes
2014,Costa Rica,Marco Ureña,1990.03.05,marcourena
2014,England,Joe Hart,1987.04.19,joehart
2014,England,Ben Foster,1983.04.03,benfoster
2014,England,Fraser Forster,1988.03.17,fraserforster
2014,England,Glen Johnson,1984.08.23,glenjohnson
2014,England,Leighton Baines,1984.12.11,leightonbaines
2014,England,Gary Cahill,1985.12.19,garycahill
2014,England,Phil Jagielka,1982.08.17,philjagielka
2014,England,Chris Smalling,1989.11.22,chrissmalling
2014,England,Phil Jones,1992.02.21,philjones
2014,England,Luke Shaw,1995.07.12,lukeshaw
2014,England,Steven Gerrard,1980.05.30,stevengerrard
2014,England,Jack Wilshere,1992.01.01,jackwilshere
2014,England,Frank Lampard,1978.06.20,franklampard
2014,England,Jordan Henderson,1990.06.17,jordanhenderson
2014,England,Alex Oxlade-Chamberlain,1993.08.15,alexoxladechamberlain
2014,England,James Milner,1986.01.04,jamesmilner
2014,England,Raheem Sterling,1994.12.08,raheemsterling
2014,England,Adam Lallana,1988.05.10,adamlallana
2014,England,Ross Barkley,1993.12.05,rossbarkley
2014,England,Daniel Sturridge,1989.09.01,danielsturridge
2014,England,Wayne Rooney,1985.10.24,waynerooney
2014,England,Danny Welbeck,1990.11.26,dannywelbeck
2014,England,Rickie Lambert,1982.02.16,rickielambert
2014,Italy,Gianluigi Buffon,1978.01.28,gianluigibuffon
2014,Italy,Salvatore Sirigu,1987.01.12,salvatoresirigu
2014,Italy,Mattia Perin,1992.11.10,mattiaperin
2014,Italy,Mattia De Sciglio,1992.10.20,mattiadesciglio
2014,Italy,Giorgio Chiellini,1984.08.14,giorgiochiellini
2014,Italy,Matteo Darmian,1989.12.02,matteodarmian
2014,Italy,Ignazio Abate,1986.11.12,ignazioabate
2014,Italy,Andrea Barzagli,1981.05.08,andreabarzagli
2014,Italy,Leonardo Bonucci,1987.05.01,leonardobonucci
2014,Italy,Gabriel Paletta,1986.02.15,gabrielpaletta
2014,Italy,Thiago Motta,1982.08.28,thiagomotta
2014,Italy,Antonio Candreva,1987.02.28,antoniocandreva
2014,Italy,Claudio Marchisio,1986.01.19,claudiomarchisio
2014,Italy,Alberto Aquilani,1984.07.07,albertoaquilani
2014,Italy,Daniele De Rossi,1983.07.24,danielederossi
2014,Italy,Marco Parolo,1985.01.25,marcoparolo
2014,Italy,Andrea Pirlo,1979.05.19,andreapirlo
2014,Italy,Marco Verratti,1992.11.05,marcoverratti
2014,Italy,Mario Balotelli,1990.08.12,mariobalotelli
2014,Italy,Antonio Cassano,1982.07.12,antoniocassano
2014,Italy,Alessio Cerci,1987.07.23,alessiocerci
2014,Italy,Ciro Immobile,1990.02.20,ciroimmobile
2014,Italy,Lorenzo Insigne,1991.06.04,lorenzoinsigne
2014,Switzerland,Diego Benaglio,1983.09.08,diegobenaglio
2014,Switzerland,Yann Sommer,1988.12.17,yannsommer
2014,Switzerland,Roman Bürki,1990.11.14,romanburki
2014,Switzerland,Stephan Lichtsteiner,1984.01.16,stephanlichtsteiner
2014,Switzerland,Reto Ziegler,1986.01.16,retoziegler
2014,Switzerland,Philippe Senderos,1985.02.14,philippesenderos
2014,Switzerland,Steve von Bergen,1983.06.10,stevevonbergen
2014,Switzerland,Michael Lang,1991.02.08,michaellang
2014,Switzerland,Ricardo Rodríguez,1992.08.25,ricardorodriguez
2014,Switzerland,Johan Djourou,1987.01.18,johandjourou
2014,Switzerland,Fabian Schär,1991.12.20,fabianschar
2014,Switzerland,Tranquillo Barnetta,1985.05.22,tranquillobarnetta
2014,Switzerland,Gökhan Inler,1984.06.27,gokhaninler
2014,Switzerland,Granit Xhaka,1992.09.27,granitxhaka
2014,Switzerland,Valon Behrami,1985.04.19,valonbehrami
2014,Switzerland,Valentin Stocker,1989.04.12,valentinstocker
2014,Switzerland,Blerim Džemaili,1986.04.12,blerimdzemaili
2014,Switzerland,Gelson Fernandes,1986.09.02,gelsonfernandes
2014,Switzerland,Xherdan Shaqiri,1991.10.10,xherdanshaqiri
2014,Switzerland,Haris Seferović,1992.02.22,harisseferovic
2014,Switzerland,Mario Gavranović,1989.11.24,mariogavranovic
2014,Switzerland,Admir Mehmedi,1991.03.16,admirmehmedi
2014,Switzerland,Josip Drmić,1992.08.08,josipdrmic
2014,Ecuador,Máximo Banguera,1985.12.16,maximobanguera
2014,Ecuador,Adrián Bone,1988.09.08,adrianbone
2014,Ecuador,Alexander Domínguez,1987.06.05,alexanderdominguez
2014,Ecuador,Jorge Guagua,1981.09.28,jorgeguagua
2014,Ecuador,Frickson Erazo,1988.05.05,fricksonerazo
2014,Ecuador,Juan Carlos Paredes,1987.07.08,juancarlosparedes
2014,Ecuador,Walter Ayoví,1979.08.11,walterayovi
2014,Ecuador,Óscar Bagüí,1982.12.10,oscarbagui
2014,Ecuador,Gabriel Achilier,1985.03.24,gabrielachilier
2014,Ecuador,Renato Ibarra,1991.01.20,renatoibarra
2014,Ecuador,Christian Noboa,1985.04.09,christiannoboa
2014,Ecuador,Jefferson Montero,1989.09.01,jeffersonmontero
2014,Ecuador,Édison Méndez,1979.03.16,edisonmendez
2014,Ecuador,Joao Rojas,1989.06.14,joaorojas
2014,Ecuador,Oswaldo Minda,1983.07.26,oswaldominda
2014,Ecuador,Michael Arroyo,1987.04.23,michaelarroyo
2014,Ecuador,Antonio Valencia,1985.08.04,antoniovalencia
2014,Ecuador,Luis Saritama,1983.10.20,luissaritama
2014,Ecuador,Fidel Martínez,1990.02.15,fidelmartinez
2014,Ecuador,Carlos Gruezo,1995.04.19,carlosgruezo
2014,Ecuador,Felipe Caicedo,1988.09.05,felipecaicedo
2014,Ecuador,Enner Valencia,1989.11.04,ennervalencia
2014,Ecuador,Jaime Ayoví,1988.02.21,jaimeayovi
2014,France,Hugo Lloris,1986.12.26,hugolloris
2014,France,Stéphane Ruffier,1986.09.27,stephaneruffier
2014,France,Mickaël Landreau,1979.05.14,mickaellandreau
2014,France,Mathieu Debuchy,1985.07.28,mathieudebuchy
2014,France,Patrice Evra,1981.05.15,patriceevra
2014,France,Raphaël Varane,1993.04.25,raphaelvarane
2014,France,Mamadou Sakho,1990.02.13,mamadousakho
2014,France,Eliaquim Mangala,1991.02.13,eliaquimmangala
2014,France,Bacary Sagna,1983.02.14,bacarysagna
2014,France,Lucas Digne,1993.07.20,lucasdigne
2014,France,Laurent Koscielny,1985.09.10,laurentkoscielny
2014,France,Yohan Cabaye,1986.01.14,yohancabaye
2014,France,Rémy Cabella,1990.03.08,remycabella
2014,France,Mathieu Valbuena,1984.09.28,mathieuvalbuena
2014,France,Rio Mavuba,1984.03.08,riomavuba
2014,France,Blaise Matuidi,1987.04.09,blaisematuidi
2014,France,Moussa Sissoko,1989.08.16,moussasissoko
2014,France,Paul Pogba,1993.03.15,paulpogba
2014,France,Morgan Schneiderlin,1989.11.08,morganschneiderlin
2014,France,Olivier Giroud,1986.09.30,oliviergiroud
2014,France,Karim Benzema,1987.12.19,karimbenzema
2014,France,Antoine Griezmann,1991.03.21,antoinegriezmann
2014,France,Loïc Rémy,1987.01.02,loicremy
2014,Honduras,Luis López,1993.09.13,luislopez
2014,Honduras,Noel Valladares,1977.05.03,noelvalladares
2014,Honduras,Donis Escober,1980.02.03,donisescober
2014,Honduras,Osman Chávez,1984.07.29,osmanchavez
2014,Honduras,Maynor Figueroa,1983.05.02,maynorfigueroa
2014,Honduras,Juan Pablo Montes,1985.10.26,juanpablomontes
2014,Honduras,Víctor Bernárdez,1982.05.24,victorbernardez
2014,Honduras,Juan Carlos García,1988.03.08,juancarlosgarcia
2014,Honduras,Emilio Izaguirre,1986.05.10,emilioizaguirre
2014,Honduras,Brayan Beckeles,1985.11.28,brayanbeckeles
2014,Honduras,Wilson Palacios,1984.07.29,wilsonpalacios
2014,Honduras,Mario Martínez,1989.07.30,mariomartinez
2014,Honduras,Edder Delgado,1986.11.20,edderdelgado
2014,Honduras,Boniek García,1984.09.04,boniekgarcia
2014,Honduras,Roger Espinoza,1986.10.25,rogerespinoza
2014,Honduras,Andy Najar,1993.03.16,andynajar
2014,Honduras,Luis Garrido,1990.11.05,luisgarrido
2014,Honduras,Jorge Claros,1986.01.08,jorgeclaros
2014,Honduras,Marvin Chávez,1983.11.03,marvinchavez
2014,Honduras,Jerry Palacios,1981.11.01,jerrypalacios
2014,Honduras,Jerry Bengtson,1987.04.08,jerrybengtson
2014,Honduras,Carlo Costly,1982.07.18,carlocostly
2014,Honduras,Rony Martínez,1987.10.16,ronymartinez
2014,Argentina,Sergio Romero,1987.02.22,sergioromero
2014,Argentina,Agustín Orión,1981.07.26,agustinorion
2014,Argentina,Mariano Andújar,1983.07.30,marianoandujar
2014,Argentina,Ezequiel Garay,1986.10.10,ezequielgaray
2014,Argentina,Hugo Campagnaro,1980.06.27,hugocampagnaro
2014,Argentina,Pablo Zabaleta,1985.01.16,pablozabaleta
2014,Argentina,Martín Demichelis,1980.12.20,martindemichelis
2014,Argentina,Marcos Rojo,1990.03.20,marcosrojo
2014,Argentina,Federico Fernández,1989.02.21,federicofernandez
2014,Argentina,José María Basanta,1984.04.03,josemariabasanta
2014,Argentina,Fernando Gago,1986.04.10,fernandogago
2014,Argentina,Lucas Biglia,1986.01.30,lucasbiglia
2014,Argentina,Ángel Di María,1988.02.14,angeldimaria
2014,Argentina,Enzo Pérez,1986.02.22,enzoperez
2014,Argentina,Maxi Rodríguez,1981.01.02,maxirodriguez
2014,Argentina,Augusto Fernández,1986.04.10,augustofernandez
2014,Argentina,Javier Mascherano,1984.06.08,javiermascherano
2014,Argentina,Ricky Álvarez,1988.04.12,rickyalvarez
2014,Argentina,Gonzalo Higuaín,1987.12.10,gonzalohiguain
2014,Argentina,Lionel Messi,1987.06.24,lionelmessi
2014,Argentina,Rodrigo Palacio,1982.02.05,rodrigopalacio
2014,Argentina,Sergio Agüero,1988.06.02,sergioaguero
2014,Argentina,Ezequiel Lavezzi,1985.05.03,ezequiellavezzi
2014,Bosnia and Herzegovina,Asmir Begović,1987.06.20,asmirbegovic
2014,Bosnia and Herzegovina,Jasmin Fejzić,1986.05.15,jasminfejzic
2014,Bosnia and Herzegovina,Asmir Avdukić,1981.05.13,asmiravdukic
2014,Bosnia and Herzegovina,Avdija Vršajević,1986.03.06,avdijavrsajevic
2014,Bosnia and Herzegovina,Ermin Bičakčić,1990.01.24,erminbicakcic
2014,Bosnia and Herzegovina,Emir Spahić,1980.08.18,emirspahic
2014,Bosnia and Herzegovina,Sead Kolašinac,1993.06.20,seadkolasinac
2014,Bosnia and Herzegovina,Ognjen Vranješ,1989.10.24,ognjenvranjes
2014,Bosnia and Herzegovina,Muhamed Bešić,1992.09.10,muhamedbesic
2014,Bosnia and Herzegovina,Mensur Mujdža,1984.03.28,mensurmujdza
2014,Bosnia and Herzegovina,Toni Šunjić,1988.12.15,tonisunjic
2014,Bosnia and Herzegovina,Miralem Pjanić,1990.04.02,miralempjanic
2014,Bosnia and Herzegovina,Zvjezdan Misimović,1982.06.05,zvjezdanmisimovic
2014,Bosnia and Herzegovina,Tino-Sven Sušić,1992.02.13,tinosvensusic
2014,Bosnia and Herzegovina,Senad Lulić,1986.01.18,senadlulic
2014,Bosnia and Herzegovina,Senijad Ibričić,1985.09.26,senijadibricic
2014,Bosnia and Herzegovina,Haris Medunjanin,1985.03.08,harismedunjanin
2014,Bosnia and Herzegovina,Izet Hajrović,1991.08.04,izethajrovic
2014,Bosnia and Herzegovina,Anel Hadžić,1989.08.16,anelhadzic
2014,Bosnia and Herzegovina,Sejad Salihović,1984.10.08,sejadsalihovic
2014,Bosnia and Herzegovina,Vedad Ibišević,1984.08.06,vedadibisevic
2014,Bosnia and Herzegovina,Edin Džeko,1986.03.17,edindzeko
2014,Bosnia and Herzegovina,Edin Višća,1990.02.17,edinvisca
2014,Iran,Rahman Ahmadi,1980.07.30,rahmanahmadi
2014,Iran,Alireza Haghighi,1988.05.02,alirezahaghighi
2014,Iran,Daniel Davari,1988.01.06,danieldavari
2014,Iran,Khosro Heydari,1983.09.14,khosroheydari
2014,Iran,Jalal Hosseini,1982.02.03,jalalhosseini
2014,Iran,Amir Hossein Sadeghi,1981.09.06,amirhosseinsadeghi
2014,Iran,Hossein Mahini,1986.09.16,hosseinmahini
2014,Iran,Pejman Montazeri,1983.09.06,pejmanmontazeri
2014,Iran,Ahmad Alenemeh,1982.10.10,ahmadalenemeh
2014,Iran,Hashem Beikzadeh,1984.01.22,hashembeikzadeh
2014,Iran,Steven Beitashour,1987.02.01,stevenbeitashour
2014,Iran,Mehrdad Pooladi,1987.02.26,mehrdadpooladi
2014,Iran,Ehsan Hajsafi,1990.02.25,ehsanhajsafi
2014,Iran,Javad Nekounam,1980.10.07,javadnekounam
2014,Iran,Masoud Shojaei,1984.06.09,masoudshojaei
2014,Iran,Reza Haghighi,1989.02.01,rezahaghighi
2014,Iran,Ghasem Haddadifar,1983.07.12,ghasemhaddadifar
2014,Iran,Andranik Teymourian,1983.03.06,andranikteymourian
