,년도,국가,포지션,등번호,한글 성명,로마자 성명,생년월일,소속팀
2208,2014,스페인,GK,1,이케르 카시야스,Iker Casillas,1981.05.20,레알 마드리드 CF
2209,2014,스페인,GK,12,다비드 데 헤아,David de Gea,1990.11.07,맨체스터 유나이티드 FC
2210,2014,스페인,GK,23,페페 레이나,Pepe Reina,1982.08.31,SSC 나폴리
2211,2014,스페인,DF,2,라울 알비올,Raúl Albiol,1985.09.04,SSC 나폴리
2212,2014,스페인,DF,3,제라르 피케,Gerard Piqué,1987.02.02,FC 바르셀로나
2213,2014,스페인,DF,5,후안프란,Juanfran,1985.01.09,아틀레티코 마드리드
2214,2014,스페인,DF,15,세르히오 라모스,Sergio Ramos,1986.03.30,레알 마드리드 CF
2215,2014,스페인,DF,18,조르디 알바,Jordi Alba,1989.03.21,FC 바르셀로나
2216,2014,스페인,DF,22,세사르 아스필리쿠에타,César Azpilicueta,1989.08.28,첼시 FC
2217,2014,스페인,MF,4,하비 마르티네스,Javi Martínez,1988.09.02,FC 바이에른 뮌헨
2218,2014,스페인,MF,6,안드레스 이니에스타,Andrés Iniesta,1984.05.11,FC 바르셀로나
2219,2014,스페인,MF,8,사비 에르난데스,Xavi,1980.01.25,FC 바르셀로나
2220,2014,스페인,MF,10,세스크 파브레가스,Cesc Fàbregas,1987.05.04,첼시 FC
2221,2014,스페인,MF,13,후안 마타,Juan Mata,1988.04.28,맨체스터 유나이티드 FC
2222,2014,스페인,MF,14,샤비 알론소,Xabi Alonso,1981.11.25,레알 마드리드 CF
2223,2014,스페인,MF,16,세르히오 부스케츠,Sergio Busquets,1988.07.16,FC 바르셀로나
2224,2014,스페인,MF,17,코케,Koke,1992.01.08,아틀레티코 마드리드
2225,2014,스페인,MF,20,산티 카솔라,Santi Cazorla,1984.12.13,아스날 FC
2226,2014,스페인,MF,21,다비드 실바,David Silva,1986.01.08,맨체스터 시티 FC
2227,2014,스페인,FW,7,다비드 비야,David Villa,1981.12.03,아틀레티코 마드리드
2228,2014,스페인,FW,9,페르난도 토레스,Fernando Torres,1984.03.20,첼시 FC
2229,2014,스페인,FW,11,페드로 로드리게스,Pedro,1987.07.28,FC 바르셀로나
2230,2014,스페인,FW,19,디에고 코스타,Diego Costa,1988.10.07,아틀레티코 마드리드
2231,2014,네덜란드,GK,1,야스퍼 실러선,Jasper Cillessen,1989.04.22,AFC 아약스
2232,2014,네덜란드,GK,22,미셸 포름,Michel Vorm,1983.10.20,스완지 시티 AFC
2233,2014,네덜란드,GK,23,팀 크룰,Tim Krul,1988.04.03,뉴캐슬 유나이티드 FC
2234,2014,네덜란드,DF,2,론 블라르,Ron Vlaar,1985.02.16,아스톤 빌라 FC
2235,2014,네덜란드,DF,3,스테판 더프레이,Stefan de Vrij,1992.02.05,페예노르트 로테르담
2236,2014,네덜란드,DF,4,브루노 마르틴스 인디,Bruno Martins Indi,1992.02.08,페예노르트 로테르담
2237,2014,네덜란드,DF,5,달레이 블린트,Daley Blind,1990.03.09,AFC 아약스
2238,2014,네덜란드,DF,7,다릴 얀마트,Daryl Janmaat,1989.07.22,페예노르트 로테르담
2239,2014,네덜란드,DF,12,파울 페르하흐,Paul Verhaegh,1983.09.01,FC 아우크스부르크
2240,2014,네덜란드,DF,13,요엘 펠트만,Joël Veltman,1992.01.15,AFC 아약스
2241,2014,네덜란드,DF,14,테렌스 콩골로,Terence Kongolo,1994.02.14,페예노르트 로테르담
2242,2014,네덜란드,MF,6,나이젤 더용,Nigel de Jong,1984.11.30,AC 밀란
2243,2014,네덜란드,MF,8,요나탄 더구즈만,Jonathan de Guzmán,1987.09.13,스완지 시티 AFC
2244,2014,네덜란드,MF,10,베슬리 스네이더르,Wesley Sneijder,1984.06.09,갈라타사라이 SK
2245,2014,네덜란드,MF,16,요르디 클라시,Jordy Clasie,1991.06.27,페예노르트 로테르담
2246,2014,네덜란드,MF,18,리로이 페르,Leroy Fer,1990.01.05,노리치 시티 FC
2247,2014,네덜란드,MF,20,조르지뇨 바이날둠,Georginio Wijnaldum,1990.11.11,PSV 에인트호번
2248,2014,네덜란드,FW,9,로빈 반 페르시,Robin van Persie,1983.08.06,맨체스터 유나이티드 FC
2249,2014,네덜란드,FW,11,아르연 로번,Arjen Robben,1984.01.23,FC 바이에른 뮌헨
2250,2014,네덜란드,FW,15,디르크 카윗,Dirk Kuyt,1980.07.22,페네르바흐체 SK
2251,2014,네덜란드,FW,17,예레마인 렌스,Jeremain Lens,1987.11.24,FC 디나모 키이우
2252,2014,네덜란드,FW,19,클라스얀 휜텔라르,Klaas-Jan Huntelaar,1983.08.12,FC 샬케 04
2253,2014,네덜란드,FW,21,멤피스 데파이,Memphis Depay,1994.02.13,PSV 에인트호번
2254,2014,칠레,GK,1,클라우디오 브라보,Claudio Bravo,1983.04.13,레알 소시에다드
2255,2014,칠레,GK,12,크리스토페르 토셰이,Cristopher Toselli,1988.06.22,CD 우니베르시다드 카톨리카
2256,2014,칠레,GK,23,죠니 에레라,Johnny Herrera,1981.05.09,클루브 우니베르시다드 데 칠레
2257,2014,칠레,DF,2,에우헤니오 메나,Eugenio Mena,1988.07.18,산투스 FC
2258,2014,칠레,DF,3,미이코 알보르노스,Miiko Albornoz,1990.11.30,말뫼 FF
2259,2014,칠레,DF,13,호세 로하스,José Manuel Rojas,1983.06.03,클루브 우니베르시다드 데 칠레
2260,2014,칠레,DF,17,가리 메델,Gary Medel,1987.08.03,카디프 시티 FC
2261,2014,칠레,DF,18,곤살로 하라,Gonzalo Jara,1985.08.29,노팅엄 포레스트 FC
2262,2014,칠레,MF,4,마우리시오 이슬라,Mauricio Isla,1988.06.12,유벤투스 FC
2263,2014,칠레,MF,5,프란시스코 실바,Francisco Silva,1986.02.11,CA 오사수나
2264,2014,칠레,MF,6,카를로스 카르모나,Carlos Carmona,1987.02.21,아탈란타 BC
2265,2014,칠레,MF,8,아르투로 비달,Arturo Vidal,1987.05.22,유벤투스 FC
2266,2014,칠레,MF,10,호르헤 발디비아,Jorge Valdivia,1983.10.03,SE 파우메이라스
2267,2014,칠레,MF,14,파비안 오레야나,Fabián Orellana,1986.01.27,RC 셀타 데 비고
2268,2014,칠레,MF,15,장 보세주르,Jean Beausejour,1984.06.03,위건 애슬레틱 FC
2269,2014,칠레,MF,16,펠리페 구티에레스,Felipe Gutiérrez,1990.10.08,FC 트벤터
2270,2014,칠레,MF,19,호세 푸엔살리다,José Pedro Fuenzalida,1985.02.22,콜로-콜로
2271,2014,칠레,MF,20,차를레스 아랑기스,Charles Aránguiz,1989.04.17,SC 인테르나시오나우
2272,2014,칠레,MF,21,마르셀로 디아스,Marcelo Díaz,1986.12.30,FC 바젤
2273,2014,칠레,FW,7,알렉시스 산체스,Alexis Sánchez,1988.12.19,FC 바르셀로나
2274,2014,칠레,FW,9,마우리시오 피니야,Mauricio Pinilla,1984.02.04,칼리아리 칼초
2275,2014,칠레,FW,11,에두아르도 바르가스,Eduardo Vargas,1989.11.20,발렌시아 CF
2276,2014,칠레,FW,22,에스테반 파레데스,Esteban Paredes,1980.08.01,콜로-콜로
2277,2014,호주,GK,1,매튜 라이언,Mathew Ryan,1992.04.08,클뤼프 브뤼허 KV
2278,2014,호주,GK,12,미첼 랑거락,Mitchell Langerak,1988.08.22,보루시아 도르트문트
2279,2014,호주,GK,18,유진 갈레코비치,Eugene Galekovic,1981.06.12,애들레이드 유나이티드
2280,2014,호주,DF,2,이반 프라니치,Ivan Franjic,1987.09.10,브리즈번 로어
2281,2014,호주,DF,3,제이슨 데이비슨,Jason Davidson,1991.06.29,헤라클레스 알멜로
2282,2014,호주,DF,6,매슈 슈피라노비치,Matthew Spiranovic,1988.06.27,웨스턴 시드니 원더러스 FC
2283,2014,호주,DF,8,베일리 라이트,Bailey Wright,1992.07.28,프레스턴 노스 엔드 FC
2284,2014,호주,DF,19,라이언 맥가원,Ryan McGowan,1989.08.15,산둥 루넝
2285,2014,호주,DF,22,알렉스 윌킨슨,Alex Wilkinson,1984.08.13,전북 현대 모터스
2286,2014,호주,MF,5,마크 밀리건,Mark Milligan,1985.08.04,멜버른 빅토리
2287,2014,호주,MF,10,벤 할로란,Ben Halloran,1992.06.14,포르투나 뒤셀도르프
2288,2014,호주,MF,11,토미 오어,Tommy Oar,1991.12.10,FC 위트레흐트
2289,2014,호주,MF,13,올리버 보자니츠,Oliver Bozanic,1989.01.08,FC 루체른
2290,2014,호주,MF,14,제임스 트로이시,James Troisi,1988.07.03,멜버른 빅토리
2291,2014,호주,MF,15,밀레 예디낙,Mile Jedinak,1984.08.03,크리스털 팰리스 FC
2292,2014,호주,MF,16,제임스 홀랜드,James Holland,1989.05.15,FK 아우스트리아 빈
2293,2014,호주,MF,17,매트 맥케이,Matt McKay,1983.01.11,브리즈번 로어
2294,2014,호주,MF,20,다리오 비도시치,Dario Vidošić,1987.04.08,FC 시옹
2295,2014,호주,MF,21,마시모 루옹고,Massimo Luongo,1992.09.25,스윈던 타운 FC
2296,2014,호주,MF,23,마크 브레시아노,Mark Bresciano,1980.02.11,알 가라파 SC
2297,2014,호주,FW,4,팀 케이힐,Tim Cahill,1979.12.06,뉴욕 레드불스
2298,2014,호주,FW,7,매튜 레키,Mathew Leckie,1991.02.04,FSV 프랑크푸르트
2299,2014,호주,FW,9,아담 타가트,Adam Taggart,1993.06.02,뉴캐슬 유나이티드 제츠
2300,2014,콜롬비아,GK,1,다비드 오스피나,David Ospina,1988.08.31,OGC 니스
2301,2014,콜롬비아,GK,12,카밀로 바르가스,Camilo Vargas,1989.03.09,인데펜디엔테 산타페
2302,2014,콜롬비아,GK,22,파리드 몬드라곤,Faryd Mondragón,1971.06.21,데포르티보 칼리
2303,2014,콜롬비아,DF,2,크리스티안 사파타,Cristián Zapata,1986.09.30,AC 밀란
2304,2014,콜롬비아,DF,3,마리오 예페스,Mario Yepes,1976.01.13,아탈란타 BC
2305,2014,콜롬비아,DF,4,산티아고 아리아스,Santiago Arias,1992.01.13,PSV 에인트호번
2306,2014,콜롬비아,DF,7,파블로 아르메로,Pablo Armero,1986.11.02,웨스트햄 유나이티드 FC
2307,2014,콜롬비아,DF,16,에데르 발란타,Éder Álvarez Balanta,1993.02.28,CA 리버 플레이트
2308,2014,콜롬비아,DF,18,후안 카밀로 수니가,Juan Camilo Zúñiga,1985.12.14,SSC 나폴리
2309,2014,콜롬비아,DF,23,카를로스 발데스,Carlos Valdés,1985.05.22,CA 산 로렌소
2310,2014,콜롬비아,MF,5,카를로스 카르보네로[A],Carlos Carbonero,1990.07.25,CA 리버 플레이트
2311,2014,콜롬비아,MF,6,카를로스 산체스 모레노,Carlos Sánchez,1986.02.06,엘체 CF
2312,2014,콜롬비아,MF,8,아벨 아길라르,Abel Aguilar,1985.01.06,툴루즈 FC
2313,2014,콜롬비아,MF,10,하메스 로드리게스,James Rodríguez,1991.07.12,AS 모나코 FC
2314,2014,콜롬비아,MF,11,후안 콰드라도,Juan Cuadrado,1988.05.26,ACF 피오렌티나
2315,2014,콜롬비아,MF,13,프레디 과린,Fredy Guarín,1986.06.30,FC 인테르나치오날레 밀라노
2316,2014,콜롬비아,MF,15,알렉산데르 메히아,Alexander Mejía,1988.07.11,아틀레티코 나시오날
2317,2014,콜롬비아,MF,20,후안 킨테로,Juan Quintero,1993.01.18,FC 포르투
2318,2014,콜롬비아,FW,9,테오필로 구티에레스,Teófilo Gutiérrez,1985.05.17,CA 리버 플레이트
2319,2014,콜롬비아,FW,14,빅토르 이바르보,Víctor Ibarbo,1990.05.19,칼리아리 칼초
2320,2014,콜롬비아,FW,17,카를로스 바카,Carlos Bacca,1986.09.08,세비야 FC
2321,2014,콜롬비아,FW,19,아드리안 라모스,Adrián Ramos,1986.01.22,보루시아 도르트문트
2322,2014,콜롬비아,FW,21,학손 마르티네스,Jackson Martínez,1986.10.03,FC 포르투
2323,2014,그리스,GK,1,오레스티스 카르네지스,Orestis Karnezis,1985.07.11,그라나다 CF
2324,2014,그리스,GK,12,파나요티스 글리코스,Panagiotis Glykos,1986.06.03,PAOK FC
2325,2014,그리스,GK,13,스테파노스 카피노,Stefanos Kapino,1994.03.18,파나시나이코스 FC
2326,2014,그리스,DF,3,요르고스 차벨라스,Giorgos Tzavellas,1987.11.26,PAOK FC
2327,2014,그리스,DF,4,코스타스 마놀라스,Kostas Manolas,1991.06.14,올림피아코스 FC
2328,2014,그리스,DF,5,방겔리스 모라스,Vangelis Moras,1981.08.26,엘라스 베로나 FC
2329,2014,그리스,DF,11,루카스 빈트라,Loukas Vyntra,1981.02.05,레반테 UD
2330,2014,그리스,DF,15,바실리스 토로시디스,Vasilis Torosidis,1985.06.10,AS 로마
2331,2014,그리스,DF,19,소크라티스 파파스타토풀로스,Sokratis Papastathopoulos,1988.06.09,보루시아 도르트문트
2332,2014,그리스,DF,20,호세 홀레바스,José Holebas,1984.06.27,올림피아코스 FC
2333,2014,그리스,MF,2,야니스 마니아티스,Giannis Maniatis,1986.10.12,올림피아코스 FC
2334,2014,그리스,MF,6,알렉산드로스 치올리스,Alexandros Tziolis,1985.02.13,카이세리스포르
2335,2014,그리스,MF,8,파나요티스 코네,Panagiotis Kone,1987.07.26,볼로냐 FC 1909
2336,2014,그리스,MF,10,요르고스 카라구니스,Giorgos Karagounis,1977.03.06,풀럼 FC
2337,2014,그리스,MF,16,라자로스 흐리스토둘로풀로스,Lazaros Christodoulopoulos,1986.12.19,볼로냐 FC 1909
2338,2014,그리스,MF,18,야니스 페트파지디스,Giannis Fetfatzidis,1990.12.21,제노아 CFC
2339,2014,그리스,MF,21,코스타스 카추라니스,Kostas Katsouranis,1979.06.21,PAOK FC
2340,2014,그리스,MF,22,안드레아스 사마리스,Andreas Samaris,1989.06.13,올림피아코스 FC
2341,2014,그리스,MF,23,파나요티스 타흐치디스,Panagiotis Tachtsidis,1991.02.15,토리노 FC
2342,2014,그리스,FW,7,요르기오스 사마라스,Georgios Samaras,1985.02.21,셀틱 FC
2343,2014,그리스,FW,9,코스타스 미트로글루,Kostas Mitroglou,1988.03.12,풀럼 FC
2344,2014,그리스,FW,14,디미트리스 살핑기디스,Dimitris Salpingidis,1981.08.18,PAOK FC
2345,2014,그리스,FW,17,테오파니스 게카스,Theofanis Gekas,1980.05.23,콘야스포르
2346,2014,코트디부아르,GK,1,부바카르 바리,Boubacar Barry,1979.12.30,KSC 로케런
2347,2014,코트디부아르,GK,16,실뱅 그보우오,Sylvain Gbohouo,1988.10.29,세웨 스포르트
2348,2014,코트디부아르,GK,23,사유바 망데,Sayouba Mandé,1993.06.15,스타베크 포트발
2349,2014,코트디부아르,DF,2,우스망 비에라,Ousmane Viera,1986.12.21,차이쿠르 리제스포르
2350,2014,코트디부아르,DF,3,아르튀르 보카,Arthur Boka,1983.04.02,VfB 슈투트가르트
2351,2014,코트디부아르,DF,4,콜로 투레,Kolo Touré,1981.03.19,리버풀 FC
2352,2014,코트디부아르,DF,5,디디에 조코라,Didier Zokora,1980.12.14,트라브존스포르
2353,2014,코트디부아르,DF,7,장다니엘 아크파 아크프로,Jean-Daniel Akpa Akpro,1992.10.11,툴루즈 FC
2354,2014,코트디부아르,DF,17,세르주 오리에,Serge Aurier,1992.12.24,툴루즈 FC
2355,2014,코트디부아르,DF,18,콩스탕 작파,Constant Djakpa,1986.10.17,아인트라흐트 프랑크푸르트
2356,2014,코트디부아르,DF,22,솔 밤바,Sol Bamba,1985.01.13,트라브존스포르
2357,2014,코트디부아르,MF,9,셰이크 티오테,Cheick Tioté,1986.06.21,뉴캐슬 유나이티드 FC
2358,2014,코트디부아르,MF,14,이스마엘 디오망데,Ismaël Diomandé,1992.08.28,AS 생테티엔
2359,2014,코트디부아르,MF,19,야야 투레,Yaya Touré,1983.03.13,맨체스터 시티 FC
2360,2014,코트디부아르,MF,20,세레이 디에,Serey Dié,1984.11.07,FC 바젤
2361,2014,코트디부아르,FW,6,마티스 볼리,Mathis Bolly,1990.11.14,포르투나 뒤셀도르프
2362,2014,코트디부아르,FW,8,살로몬 칼루,Salomon Kalou,1985.08.05,LOSC 릴
2363,2014,코트디부아르,FW,10,제르비뉴,Gervinho,1987.05.27,AS 로마
2364,2014,코트디부아르,FW,11,디디에 드록바,Didier Drogba,1978.03.11,갈라타사라이 SK
2365,2014,코트디부아르,FW,12,윌프리드 보니,Wilfried Bony,1988.12.10,스완지 시티 AFC
2366,2014,코트디부아르,FW,13,디디에 야 코난,Didier Ya Konan,1984.05.22,하노버 96
2367,2014,코트디부아르,FW,15,막스 그라델,Max Gradel,1987.11.30,AS 생테티엔
2368,2014,코트디부아르,FW,21,지오바니 시오,Giovanni Sio,1989.03.31,FC 바젤
2369,2014,일본,GK,1,가와시마 에이지,Eiji Kawashima,1983.03.20,스탕다르 리에주
2370,2014,일본,GK,12,니시카와 슈사쿠,Shusaku Nishikawa,1986.06.18,우라와 레드 다이아몬즈
2371,2014,일본,GK,23,곤다 슈이치,Shūichi Gonda,1989.03.03,FC 도쿄
2372,2014,일본,DF,2,우치다 아쓰토,Atsuto Uchida,1988.03.27,FC 샬케 04
2373,2014,일본,DF,3,사카이 고토쿠,Gōtoku Sakai,1991.03.14,VfB 슈투트가르트
2374,2014,일본,DF,5,나가토모 유토,Yuto Nagatomo,1986.09.12,FC 인테르나치오날레 밀라노
2375,2014,일본,DF,6,모리시게 마사토,Masato Morishige,1987.05.21,FC 도쿄
2376,2014,일본,DF,15,콘노 야스유키,Yasuyuki Konno,1983.01.25,감바 오사카
2377,2014,일본,DF,19,이노하 마사히코,Masahiko Inoha,1983.08.28,주빌로 이와타
2378,2014,일본,DF,21,사카이 히로키,Hiroki Sakai,1990.04.12,하노버 96
2379,2014,일본,DF,22,요시다 마야,Maya Yoshida,1988.08.24,사우스햄튼 FC
2380,2014,일본,MF,4,혼다 케이스케,Keisuke Honda,1986.06.13,AC 밀란
2381,2014,일본,MF,7,엔도 야스히토,Yasuhito Endō,1980.01.28,감바 오사카
2382,2014,일본,MF,8,기요타케 히로시,Hiroshi Kiyotake,1989.11.12,1. FC 뉘른베르크
2383,2014,일본,MF,10,카가와 신지,Shinji Kagawa,1989.03.17,맨체스터 유나이티드 FC
2384,2014,일본,MF,14,아오야마 토시히로,Toshihiro Aoyama,1986.02.22,산프레체 히로시마
2385,2014,일본,MF,16,야마구치 호타루,Hotaru Yamaguchi,1990.10.06,세레소 오사카
2386,2014,일본,MF,17,하세베 마코토,Makoto Hasebe,1984.01.18,아인트라흐트 프랑크푸르트
2387,2014,일본,FW,9,오카자키 신지,Shinji Okazaki,1986.04.16,1. FSV 마인츠 05
2388,2014,일본,FW,11,가키타니 요이치로,Yoichiro Kakitani,1990.01.03,세레소 오사카
2389,2014,일본,FW,13,오쿠보 요시토,Yoshito Ōkubo,1982.06.09,가와사키 프론탈레
2390,2014,일본,FW,18,오사코 유야,Yuya Osako,1990.05.18,TSV 1860 뮌헨
2391,2014,일본,FW,20,사이토 마나부,Manabu Saitō,1990.04.04,요코하마 F. 마리노스
2392,2014,우루과이,GK,1,페르난도 무슬레라,Fernando Muslera,1986.06.16,갈라타사라이 SK
2393,2014,우루과이,GK,12,로드리고 무뇨스,Rodrigo Muñoz,1982.01.22,클루브 리베르타드
2394,2014,우루과이,GK,23,마르틴 실바,Martín Silva,1983.03.25,CR 바스쿠 다 가마
2395,2014,우루과이,DF,2,디에고 루가노,Diego Lugano,1980.11.02,웨스트 브롬위치 알비온 FC
2396,2014,우루과이,DF,3,디에고 고딘,Diego Godín,1986.02.16,아틀레티코 마드리드
2397,2014,우루과이,DF,4,호르헤 푸실레,Jorge Fucile,1984.11.19,FC 포르투
2398,2014,우루과이,DF,13,호세 히메네스,José Giménez,1995.01.20,아틀레티코 마드리드
2399,2014,우루과이,DF,16,막시 페레이라,Maxi Pereira,1984.06.08,SL 벤피카
2400,2014,우루과이,DF,19,세바스티안 코아테스,Sebastián Coates,1990.10.07,클루브 나시오날 데 푸트볼
2401,2014,우루과이,DF,22,마르틴 카세레스,Martín Cáceres,1987.04.07,유벤투스 FC
2402,2014,우루과이,MF,5,왈테르 가르가노,Walter Gargano,1984.07.23,파르마 FC
2403,2014,우루과이,MF,6,알바로 페레이라,Álvaro Pereira,1985.11.28,상파울루 FC
2404,2014,우루과이,MF,7,크리스티안 로드리게스,Cristian Rodríguez,1985.09.30,아틀레티코 마드리드
2405,2014,우루과이,MF,14,니콜라스 로데이로,Nicolás Lodeiro,1989.03.21,보타포구 FR
2406,2014,우루과이,MF,15,디에고 페레스,Diego Pérez,1980.05.18,볼로냐 FC 1909
2407,2014,우루과이,MF,17,에지디오 아레발로,Egidio Arévalo Ríos,1982.01.01,CA 모나르카스 모렐리아
2408,2014,우루과이,MF,18,가스톤 라미레스,Gastón Ramírez,1990.12.02,사우스햄튼 FC
2409,2014,우루과이,MF,20,알바로 곤살레스,Álvaro González,1984.10.29,SS 라치오
2410,2014,우루과이,FW,8,아벨 에르난데스,Abel Hernández,1990.08.08,US 팔레르모
2411,2014,우루과이,FW,9,루이스 수아레스,Luis Suárez,1987.01.24,리버풀 FC
2412,2014,우루과이,FW,10,디에고 포를란,Diego Forlán,1979.05.19,세레소 오사카
2413,2014,우루과이,FW,11,크리스티안 스투아니,Cristhian Stuani,1986.10.12,RCD 에스파뇰
2414,2014,우루과이,FW,21,에딘손 카바니,Edinson Cavani,1987.02.14,파리 생제르맹 FC
2415,2014,코스타리카,GK,1,케일로르 나바스,Keylor Navas,1986.12.15,레반테 UD
2416,2014,코스타리카,GK,18,파트릭 펨베르톤,Patrick Pemberton,1982.04.24,LD 알라후엘렌세
2417,2014,코스타리카,GK,23,다니엘 캄브로네로,Daniel Cambronero,1986.01.08,CS 에레디아노
2418,2014,코스타리카,DF,2,죠니 아코스타,Jhonny Acosta,1983.07.21,LD 알라후엘렌세
2419,2014,코스타리카,DF,3,지안카를로 곤살레스,Giancarlo González,1988.02.08,콜럼버스 크루
2420,2014,코스타리카,DF,4,마이클 우마냐,Michael Umaña,1982.07.16,데포르티보 사프리사
2421,2014,코스타리카,DF,6,오스카르 두아르테,Óscar Duarte,1989.06.03,클뤼프 브뤼허 KV
2422,2014,코스타리카,DF,8,다비드 미리에[A],David Myrie,1988.06.01,CS 에레디아노
2423,2014,코스타리카,DF,12,웨일론 프란시스,Waylon Francis,1990.09.20,콜럼버스 크루
2424,2014,코스타리카,DF,15,후니오르 디아스,Júnior Díaz,1983.09.12,1. FSV 마인츠 05
2425,2014,코스타리카,DF,16,크리스티안 감보아,Cristian Gamboa,1989.10.24,로센보르그 BK
2426,2014,코스타리카,DF,19,로이 밀러,Roy Miller,1984.11.24,뉴욕 레드불스
2427,2014,코스타리카,MF,5,셀소 보르헤스,Celso Borges,1988.05.27,AIK 포트볼
2428,2014,코스타리카,MF,7,크리스티안 볼라뇨스,Christian Bolaños,1984.05.17,FC 코펜하겐
2429,2014,코스타리카,MF,11,미카엘 바란테스,Michael Barrantes,1983.10.04,올레순 FK
2430,2014,코스타리카,MF,13,오스카 그라나도스,Óscar Granados,1985.10.25,CS 에레디아노
2431,2014,코스타리카,MF,17,옐친 테헤다,Yeltsin Tejeda,1992.03.17,데포르티보 사프리사
2432,2014,코스타리카,MF,20,디에고 칼보,Diego Calvo,1991.03.25,볼레렝아 포트발
2433,2014,코스타리카,MF,22,호세 미겔 쿠베로,José Miguel Cubero,1987.02.14,CS 에레디아노
2434,2014,코스타리카,FW,9,요엘 캄벨,Joel Campbell,1992.06.26,올림피아코스 FC
2435,2014,코스타리카,FW,10,브라이언 루이스,Bryan Ruiz,1985.08.18,PSV 에인트호번
2436,2014,코스타리카,FW,14,란달 브레네스,Randall Brenes,1983.08.13,CS 카르타히네스
2437,2014,코스타리카,FW,21,마르코 우레냐,Marco Ureña,1990.03.05,FC 쿠반 크라스노다르
2438,2014,잉글랜드,GK,1,조 하트,Joe Hart,1987.04.19,맨체스터 시티 FC
2439,2014,잉글랜드,GK,13,벤 포스터,Ben Foster,1983.04.03,웨스트 브롬위치 알비온 FC
2440,2014,잉글랜드,GK,22,프레이저 포스터,Fraser Forster,1988.03.17,셀틱 FC
2441,2014,잉글랜드,DF,2,글렌 존슨,Glen Johnson,1984.08.23,리버풀 FC
2442,2014,잉글랜드,DF,3,레이턴 베인스,Leighton Baines,1984.12.11,에버튼 FC
2443,2014,잉글랜드,DF,5,게리 케이힐,Gary Cahill,1985.12.19,첼시 FC
2444,2014,잉글랜드,DF,6,필 자기엘카,Phil Jagielka,1982.08.17,에버튼 FC
2445,2014,잉글랜드,DF,12,크리스 스몰링,Chris Smalling,1989.11.22,맨체스터 유나이티드 FC
2446,2014,잉글랜드,DF,16,필 존스,Phil Jones,1992.02.21,맨체스터 유나이티드 FC
2447,2014,잉글랜드,DF,23,루크 쇼,Luke Shaw,1995.07.12,사우스햄튼 FC
2448,2014,잉글랜드,MF,4,스티븐 제라드,Steven Gerrard,1980.05.30,리버풀 FC
2449,2014,잉글랜드,MF,7,잭 윌셔,Jack Wilshere,1992.01.01,아스날 FC
2450,2014,잉글랜드,MF,8,프랭크 램파드,Frank Lampard,1978.06.20,첼시 FC
2451,2014,잉글랜드,MF,14,조던 헨더슨,Jordan Henderson,1990.06.17,리버풀 FC
2452,2014,잉글랜드,MF,15,알렉스 옥슬레이드체임벌린,Alex Oxlade-Chamberlain,1993.08.15,아스날 FC
2453,2014,잉글랜드,MF,17,제임스 밀너,James Milner,1986.01.04,맨체스터 시티 FC
2454,2014,잉글랜드,MF,19,라힘 스털링,Raheem Sterling,1994.12.08,리버풀 FC
2455,2014,잉글랜드,MF,20,아담 랄라나,Adam Lallana,1988.05.10,사우스햄튼 FC
2456,2014,잉글랜드,MF,21,로스 바클리,Ross Barkley,1993.12.05,에버튼 FC
2457,2014,잉글랜드,FW,9,다니엘 스터리지,Daniel Sturridge,1989.09.01,리버풀 FC
2458,2014,잉글랜드,FW,10,웨인 루니,Wayne Rooney,1985.10.24,맨체스터 유나이티드 FC
2459,2014,잉글랜드,FW,11,대니 웰벡,Danny Welbeck,1990.11.26,맨체스터 유나이티드 FC
2460,2014,잉글랜드,FW,18,리키 램버트,Rickie Lambert,1982.02.16,리버풀 FC
2461,2014,이탈리아,GK,1,잔루이지 부폰,Gianluigi Buffon,1978.01.28,유벤투스 FC
2462,2014,이탈리아,GK,12,살바토레 시리구,Salvatore Sirigu,1987.01.12,파리 생제르맹 FC
2463,2014,이탈리아,GK,13,마티아 페린,Mattia Perin,1992.11.10,제노아 CFC
2464,2014,이탈리아,DF,2,마티아 데실리오,Mattia De Sciglio,1992.10.20,AC 밀란
2465,2014,이탈리아,DF,3,조르조 키엘리니,Giorgio Chiellini,1984.08.14,유벤투스 FC
2466,2014,이탈리아,DF,4,마테오 다르미안,Matteo Darmian,1989.12.02,토리노 FC
2467,2014,이탈리아,DF,7,이냐치오 아바테,Ignazio Abate,1986.11.12,AC 밀란
2468,2014,이탈리아,DF,15,안드레아 바르잘리,Andrea Barzagli,1981.05.08,유벤투스 FC
2469,2014,이탈리아,DF,19,레오나르도 보누치,Leonardo Bonucci,1987.05.01,유벤투스 FC
2470,2014,이탈리아,DF,20,가브리엘 팔레타,Gabriel Paletta,1986.02.15,파르마 FC
2471,2014,이탈리아,MF,5,티아구 모타,Thiago Motta,1982.08.28,파리 생제르맹 FC
2472,2014,이탈리아,MF,6,안토니오 칸드레바,Antonio Candreva,1987.02.28,SS 라치오
2473,2014,이탈리아,MF,8,클라우디오 마르키시오,Claudio Marchisio,1986.01.19,유벤투스 FC
2474,2014,이탈리아,MF,14,알베르토 아퀼라니,Alberto Aquilani,1984.07.07,ACF 피오렌티나
2475,2014,이탈리아,MF,16,다니엘레 데 로시,Daniele De Rossi,1983.07.24,AS 로마
