년도,국가,포지션,등번호,한글 성명,로마자 성명,생년월일,소속팀
2014,스위스,MF,8,괴칸 인러,Gökhan Inler,1984.06.27,SSC 나폴리
2014,스위스,MF,10,그라니트 자카,Granit Xhaka,1992.09.27,보루시아 묀헨글라트바흐
2014,스위스,MF,11,발론 베라미,Valon Behrami,1985.04.19,SSC 나폴리
2014,스위스,MF,14,발렌틴 슈토커,Valentin Stocker,1989.04.12,FC 바젤
2014,스위스,MF,15,블레림 제마일리,Blerim Džemaili,1986.04.12,SSC 나폴리
2014,스위스,MF,16,젤손 페르난지스,Gelson Fernandes,1986.09.02,SC 프라이부르크
2014,스위스,MF,23,제르단 샤키리,Xherdan Shaqiri,1991.10.10,FC 바이에른 뮌헨
2014,스위스,FW,9,하리스 세페로비치,Haris Seferović,1992.02.22,레알 소시에다드
2014,스위스,FW,17,마리오 가브라노비치,Mario Gavranović,1989.11.24,FC 취리히
2014,스위스,FW,18,아드미르 메흐메디,Admir Mehmedi,1991.03.16,SC 프라이부르크
2014,스위스,FW,19,요시프 드르미치,Josip Drmić,1992.08.08,1. FC 뉘른베르크
2014,에콰도르,GK,1,막시모 방게라,Máximo Banguera,1985.12.16,바르셀로나 SC
2014,에콰도르,GK,12,아드리안 보네,Adrián Bone,1988.09.08,CD 엘 나시오날
2014,에콰도르,GK,22,알렉산데르 도밍게스,Alexander Domínguez,1987.06.05,LDU 키토
2014,에콰도르,DF,2,호르헤 구아구아,Jorge Guagua,1981.09.28,CS 에멜레크
2014,에콰도르,DF,3,프릭손 에라소,Frickson Erazo,1988.05.05,CR 플라멩구
2014,에콰도르,DF,4,후안 카를로스 파레데스,Juan Carlos Paredes,1987.07.08,바르셀로나 SC
2014,에콰도르,DF,10,왈테르 아요비,Walter Ayoví,1979.08.11,CF 파추카
2014,에콰도르,DF,18,오스카르 바귀,Óscar Bagüí,1982.12.10,CS 에멜레크
2014,에콰도르,DF,21,가브리엘 아칠리에르,Gabriel Achilier,1985.03.24,CS 에멜레크
2014,에콰도르,MF,5,레나토 이바라,Renato Ibarra,1991.01.20,SBV 피테서
2014,에콰도르,MF,6,크리스티안 노보아,Christian Noboa,1985.04.09,FC 디나모 모스크바
2014,에콰도르,MF,7,예페르손 몬테로,Jefferson Montero,1989.09.01,모나르카스 모렐리아
2014,에콰도르,MF,8,에디손 멘데스,Édison Méndez,1979.03.16,인디펜디엔테 산타페
2014,에콰도르,MF,9,호앙 로하스,Joao Rojas,1989.06.14,CD 크루스 아술
2014,에콰도르,MF,14,오스왈도 민다[A],Oswaldo Minda,1983.07.26,CD 치바스 USA
2014,에콰도르,MF,15,미카엘 아로요,Michael Arroyo,1987.04.23,CF 아틀란테
2014,에콰도르,MF,16,안토니오 발렌시아,Antonio Valencia,1985.08.04,맨체스터 유나이티드 FC
2014,에콰도르,MF,19,루이스 사리타마,Luis Saritama,1983.10.20,바르셀로나 SC
2014,에콰도르,MF,20,피델 마르티네스,Fidel Martínez,1990.02.15,클루브 티후아나
2014,에콰도르,MF,23,카를로스 그루에소,Carlos Gruezo,1995.04.19,VfB 슈투트가르트
2014,에콰도르,FW,11,펠리페 카이세도,Felipe Caicedo,1988.09.05,알 자지라 클럽
2014,에콰도르,FW,13,에네르 발렌시아,Enner Valencia,1989.11.04,CF 파추카
2014,에콰도르,FW,17,하이메 아요비,Jaime Ayoví,1988.02.21,클루브 티후아나
2014,프랑스,GK,1,위고 요리스,Hugo Lloris,1986.12.26,토트넘 홋스퍼 FC
2014,프랑스,GK,16,스테판 뤼피에[A],Stéphane Ruffier,1986.09.27,AS 생테티엔
2014,프랑스,GK,23,미카엘 랑드로,Mickaël Landreau,1979.05.14,SC 바스티아
2014,프랑스,DF,2,마티유 드뷔시,Mathieu Debuchy,1985.07.28,뉴캐슬 유나이티드 FC
2014,프랑스,DF,3,파트리스 에브라,Patrice Evra,1981.05.15,맨체스터 유나이티드 FC
2014,프랑스,DF,4,라파엘 바란,Raphaël Varane,1993.04.25,레알 마드리드 CF
2014,프랑스,DF,5,마마두 사코,Mamadou Sakho,1990.02.13,리버풀 FC
2014,프랑스,DF,13,엘리아큄 망갈라,Eliaquim Mangala,1991.02.13,FC 포르투
2014,프랑스,DF,15,바카리 사냐,Bacary Sagna,1983.02.14,아스날 FC
2014,프랑스,DF,17,뤼카 디뉴,Lucas Digne,1993.07.20,파리 생제르맹 FC
2014,프랑스,DF,21,로랑 코시엘니,Laurent Koscielny,1985.09.10,아스날 FC
2014,프랑스,MF,6,요앙 카바예,Yohan Cabaye,1986.01.14,파리 생제르맹 FC
2014,프랑스,MF,7,레미 카벨라[A],Rémy Cabella,1990.03.08,몽펠리에 HSC
2014,프랑스,MF,8,마티유 발부에나,Mathieu Valbuena,1984.09.28,올랭피크 드 마르세유
2014,프랑스,MF,12,리오 마부바,Rio Mavuba,1984.03.08,LOSC 릴
2014,프랑스,MF,14,블레즈 마튀이디,Blaise Matuidi,1987.04.09,파리 생제르맹 FC
2014,프랑스,MF,18,무사 시소코,Moussa Sissoko,1989.08.16,뉴캐슬 유나이티드 FC
2014,프랑스,MF,19,폴 포그바,Paul Pogba,1993.03.15,유벤투스 FC
2014,프랑스,MF,22,모르간 슈네데를랭[A],Morgan Schneiderlin,1989.11.08,사우스햄튼 FC
2014,프랑스,FW,9,올리비에 지루,Olivier Giroud,1986.09.30,아스날 FC
2014,프랑스,FW,10,카림 벤제마,Karim Benzema,1987.12.19,레알 마드리드 CF
2014,프랑스,FW,11,앙투안 그리즈만,Antoine Griezmann,1991.03.21,레알 소시에다드
2014,프랑스,FW,20,로익 레미,Loïc Rémy,1987.01.02,뉴캐슬 유나이티드 FC
2014,온두라스,GK,1,루이스 로페스,Luis López,1993.09.13,레알 에스파냐
2014,온두라스,GK,18,노엘 바야다레스,Noel Valladares,1977.05.03,CD 올림피아
2014,온두라스,GK,22,도니스 에스코베르,Donis Escober,1980.02.03,CD 올림피아
2014,온두라스,DF,2,오스만 차베스,Osman Chávez,1984.07.29,칭다오 중넝
2014,온두라스,DF,3,마이노르 피게로아,Maynor Figueroa,1983.05.02,헐 시티 AFC
2014,온두라스,DF,4,후안 파블로 몬테스,Juan Pablo Montes,1985.10.26,CD 모타구아
2014,온두라스,DF,5,빅토르 베르날데스,Víctor Bernárdez,1982.05.24,산호세 어스퀘이크스
2014,온두라스,DF,6,후안 카를로스 가르시아,Juan Carlos García,1988.03.08,위건 애슬레틱 FC
2014,온두라스,DF,7,에밀리오 이사기레,Emilio Izaguirre,1986.05.10,셀틱 FC
2014,온두라스,DF,21,브라얀 베켈레스,Brayan Beckeles,1985.11.28,CD 올림피아
2014,온두라스,MF,8,윌슨 팔라시오스,Wilson Palacios,1984.07.29,스토크 시티 FC
2014,온두라스,MF,10,마리오 마르티네스,Mario Martínez,1989.07.30,레알 에스파냐
2014,온두라스,MF,12,에데르 델가도[A],Edder Delgado,1986.11.20,레알 에스파냐
2014,온두라스,MF,14,보니에크 가르시아,Boniek García,1984.09.04,휴스턴 다이너모
2014,온두라스,MF,15,로헤르 에스피노사,Roger Espinoza,1986.10.25,위건 애슬레틱 FC
2014,온두라스,MF,17,안디 나하르,Andy Najar,1993.03.16,RSC 안데를레흐트
2014,온두라스,MF,19,루이스 가리도,Luis Garrido,1990.11.05,CD 올림피아
2014,온두라스,MF,20,호르헤 클라로스,Jorge Claros,1986.01.08,CD 모타구아
2014,온두라스,MF,23,마르빈 차베스,Marvin Chávez,1983.11.03,치바스 USA
2014,온두라스,FW,9,제리 팔라시오스,Jerry Palacios,1981.11.01,LD 알라후엘렌세
2014,온두라스,FW,11,제리 벵트손,Jerry Bengtson,1987.04.08,뉴잉글랜드 레볼루션
2014,온두라스,FW,13,카를로 코스틀리,Carlo Costly,1982.07.18,레알 에스파냐
2014,온두라스,FW,16,로니 마르티네스,Rony Martínez,1987.10.16,CD 레알 소시에다드
2014,아르헨티나,GK,1,세르히오 로메로,Sergio Romero,1987.02.22,AS 모나코 FC
2014,아르헨티나,GK,12,아구스틴 오리온,Agustín Orión,1981.07.26,CA 보카 주니어스
2014,아르헨티나,GK,21,마리아노 안두하르,Mariano Andújar,1983.07.30,칼초 카타니아
2014,아르헨티나,DF,2,에세키엘 가라이,Ezequiel Garay,1986.10.10,SL 벤피카
2014,아르헨티나,DF,3,우고 캄파냐로,Hugo Campagnaro,1980.06.27,FC 인테르나치오날레 밀라노
2014,아르헨티나,DF,4,파블로 사발레타,Pablo Zabaleta,1985.01.16,맨체스터 시티 FC
2014,아르헨티나,DF,15,마르틴 데미첼리스,Martín Demichelis,1980.12.20,맨체스터 시티 FC
2014,아르헨티나,DF,16,마르코스 로호,Marcos Rojo,1990.03.20,스포르팅 CP
2014,아르헨티나,DF,17,페데리코 페르난데스,Federico Fernández,1989.02.21,SSC 나폴리
2014,아르헨티나,DF,23,호세 마리아 바산타,José María Basanta,1984.04.03,CF 몬테레이
2014,아르헨티나,MF,5,페르난도 가고,Fernando Gago,1986.04.10,CA 보카 주니어스
2014,아르헨티나,MF,6,루카스 빌리아,Lucas Biglia,1986.01.30,SS 라치오
2014,아르헨티나,MF,7,앙헬 디 마리아,Ángel Di María,1988.02.14,레알 마드리드 CF
2014,아르헨티나,MF,8,엔소 페레스,Enzo Pérez,1986.02.22,SL 벤피카
2014,아르헨티나,MF,11,막시 로드리게스,Maxi Rodríguez,1981.01.02,CA 뉴웰스 올드 보이스
2014,아르헨티나,MF,13,아우구스토 페르난데스,Augusto Fernández,1986.04.10,RC 셀타 데 비고
2014,아르헨티나,MF,14,하비에르 마스체라노,Javier Mascherano,1984.06.08,FC 바르셀로나
2014,아르헨티나,MF,19,리키 알바레스,Ricky Álvarez,1988.04.12,FC 인테르나치오날레 밀라노
2014,아르헨티나,FW,9,곤살로 이과인,Gonzalo Higuaín,1987.12.10,SSC 나폴리
2014,아르헨티나,FW,10,리오넬 메시,Lionel Messi,1987.06.24,FC 바르셀로나
2014,아르헨티나,FW,18,로드리고 팔라시오,Rodrigo Palacio,1982.02.05,FC 인테르나치오날레 밀라노
2014,아르헨티나,FW,20,세르히오 아구에로,Sergio Agüero,1988.06.02,맨체스터 시티 FC
2014,아르헨티나,FW,22,에세키엘 라베시,Ezequiel Lavezzi,1985.05.03,파리 생제르맹 FC
2014,헤르체고비나,GK,1,아스미르 베고비치,Asmir Begović,1987.06.20,스토크 시티 FC
2014,헤르체고비나,GK,12,야스민 페이지치,Jasmin Fejzić,1986.05.15,VfR 알렌
2014,헤르체고비나,GK,22,아스미르 아브두키치,Asmir Avdukić,1981.05.13,FK 보라츠 바냐루카
2014,헤르체고비나,DF,2,아브디야 브르사예비치,Avdija Vršajević,1986.03.06,HNK 하이두크 스플리트
2014,헤르체고비나,DF,3,에르민 비차크치치,Ermin Bičakčić,1990.01.24,아인트라흐트 브라운슈바이크
2014,헤르체고비나,DF,4,에미르 스파히치,Emir Spahić,1980.08.18,바이어 04 레버쿠젠
2014,헤르체고비나,DF,5,세아드 콜라시나츠,Sead Kolašinac,1993.06.20,FC 샬케 04
2014,헤르체고비나,DF,6,오그녠 브라녜시,Ognjen Vranješ,1989.10.24,엘라지그스포르
2014,헤르체고비나,DF,7,무하메드 베시치,Muhamed Bešić,1992.09.10,페렌츠바로시 TC
2014,헤르체고비나,DF,13,멘수르 무이자,Mensur Mujdža,1984.03.28,SC 프라이부르크
2014,헤르체고비나,DF,15,토니 슈니치,Toni Šunjić,1988.12.15,FC 조랴 루한스크
2014,헤르체고비나,MF,8,미랄렘 퍄니치,Miralem Pjanić,1990.04.02,AS 로마
2014,헤르체고비나,MF,10,즈베즈단 미시모비치,Zvjezdan Misimović,1982.06.05,구이저우 런허
2014,헤르체고비나,MF,14,티노스벤 수시치,Tino-Sven Sušić,1992.02.13,HNK 하이두크 스플리트
2014,헤르체고비나,MF,16,세냐드 룰리치,Senad Lulić,1986.01.18,SS 라치오
2014,헤르체고비나,MF,17,세니야드 이브리치치,Senijad Ibričić,1985.09.26,카이세리 에르지예스포르
2014,헤르체고비나,MF,18,하리스 메두냐닌,Haris Medunjanin,1985.03.08,가지안테프스포르
2014,헤르체고비나,MF,20,이제트 하이로비치,Izet Hajrović,1991.08.04,갈라타사라이 SK
2014,헤르체고비나,MF,21,아넬 하지치,Anel Hadžić,1989.08.16,SK 슈투름 그라츠
2014,헤르체고비나,MF,23,세야드 살리호비치,Sejad Salihović,1984.10.08,TSG 1899 호펜하임
2014,헤르체고비나,FW,9,베다드 이비세비치,Vedad Ibišević,1984.08.06,VfB 슈투트가르트
2014,헤르체고비나,FW,11,에딘 제코,Edin Džeko,1986.03.17,맨체스터 시티 FC
2014,헤르체고비나,FW,19,에딘 비슈차,Edin Višća,1990.02.17,이스탄불 바샥셰히르 FK
2014,이란,GK,1,라만 아마디,Rahman Ahmadi,1980.07.30,세파한 이스파한 FC
2014,이란,GK,12,알리레자 하기기,Alireza Haghighi,1988.05.02,SC 코빌량
2014,이란,GK,22,다니엘 다바리,Daniel Davari,1988.01.06,그라스호퍼 클럽 취리히
2014,이란,DF,2,호스로 헤이다리,Khosro Heydari,1983.09.14,에스테그랄 테헤란 FC
2014,이란,DF,4,잘랄 호세이니,Jalal Hosseini,1982.02.03,페르세폴리스 FC
2014,이란,DF,5,아미르 호세인 사데기,Amir Hossein Sadeghi,1981.09.06,에스테그랄 테헤란 FC
2014,이란,DF,13,호세인 마히니,Hossein Mahini,1986.09.16,페르세폴리스 FC
2014,이란,DF,15,페즈만 몬타제리,Pejman Montazeri,1983.09.06,움살랄 SC
2014,이란,DF,17,아마드 알레네메흐,Ahmad Alenemeh,1982.10.10,나프트 테헤란 FC
2014,이란,DF,19,하솀 베이크자데,Hashem Beikzadeh,1984.01.22,에스테그랄 테헤란 FC
2014,이란,DF,20,스티븐 베이타슈르,Steven Beitashour,1987.02.01,밴쿠버 화이트캡스 FC
2014,이란,DF,23,메르다드 풀라디,Mehrdad Pooladi,1987.02.26,페르세폴리스 FC
2014,이란,MF,3,에산 하지사피,Ehsan Hajsafi,1990.02.25,세파한 이스파한 FC
2014,이란,MF,6,자바드 네쿠남,Javad Nekounam,1980.10.07,쿠웨이트 SC
2014,이란,MF,7,마수드 쇼자에이,Masoud Shojaei,1984.06.09,UD 라스팔마스
2014,이란,MF,8,레자 하기기,Reza Haghighi,1989.02.01,페르세폴리스 FC
2014,이란,MF,11,가솀 하다디파르,Ghasem Haddadifar,1983.07.12,조브 아한 이스파한 FC
2014,이란,MF,14,안드라니크 테이무리안,Andranik Teymourian,1983.03.06,에스테그랄 테헤란 FC
2014,이란,MF,18,바흐티아르 라흐마니,Bakhtiar Rahmani,1991.09.23,풀라드 FC
2014,이란,MF,21,아슈칸 데자가,Ashkan Dejagah,1986.07.05,풀럼 FC
2014,이란,FW,9,알리레자 자한바크슈,Alireza Jahanbakhsh,1993.08.11,NEC 네이메헌
2014,이란,FW,10,카림 안사리파드,Karim Ansarifard,1990.04.03,트락토르 사지 FC
2014,이란,FW,16,레자 구차네자드,Reza Ghoochannejhad,1987.09.20,찰턴 애슬레틱 FC
2014,나이지리아,GK,1,빈센트 엔예아마,Vincent Enyeama,1982.08.29,LOSC 릴
2014,나이지리아,GK,16,오스틴 에지데,Austin Ejide,1984.04.08,하포엘 베르셰바 FC
2014,나이지리아,GK,21,치고지에 아그빔,Chigozie Agbim,1984.11.28,곰베 유나이티드 FC
2014,나이지리아,DF,2,조셉 요보,Joseph Yobo,1980.09.06,노리치 시티 FC
2014,나이지리아,DF,5,에페 암브로스,Efe Ambrose,1988.10.18,셀틱 FC
2014,나이지리아,DF,6,아주부이케 에구에퀘,Azubuike Egwuekwe,1989.07.16,와리 울브즈 FC
2014,나이지리아,DF,12,쿤레 오둔라미,Kunle Odunlami,1991.04.30,선샤인 스타즈 FC
2014,나이지리아,DF,13,주원 오샤니와,Juwon Oshaniwa,1990.09.14,FC 아슈도드
2014,나이지리아,DF,14,고드프리 오보아보나,Godfrey Oboabona,1990.08.16,차이쿠르 리제스포르
2014,나이지리아,DF,22,케네스 오메루오,Kenneth Omeruo,1993.10.17,미들즈브러 FC
2014,나이지리아,MF,3,에지케 우조에니[A],Ejike Uzoenyi,1988.03.23,에누구 레인저스
2014,나이지리아,MF,4,루벤 가브리엘,Reuben Gabriel,1990.09.25,바슬란트베베런
2014,나이지리아,MF,10,존 오비 미켈,John Obi Mikel,1987.04.22,첼시 FC
2014,나이지리아,MF,11,빅터 모지스,Victor Moses,1990.12.12,리버풀 FC
2014,나이지리아,MF,15,라몬 아지즈,Ramon Azeez,1992.12.12,UD 알메리아
2014,나이지리아,MF,17,오게니 오나지,Ogenyi Onazi,1992.12.25,SS 라치오
2014,나이지리아,MF,18,마이클 바바툰데,Michael Babatunde,1992.12.24,FC 볼린 루츠크
2014,나이지리아,FW,7,아메드 무사,Ahmed Musa,1992.10.14,PFC CSKA 모스크바
2014,나이지리아,FW,8,피터 오뎀윙기,Peter Odemwingie,1981.07.15,스토크 시티 FC
2014,나이지리아,FW,9,에마누엘 에메니케,Emmanuel Emenike,1987.05.10,페네르바흐체 SK
2014,나이지리아,FW,19,우체 은워포,Uche Nwofor,1991.09.17,SC 헤이렌베인
2014,나이지리아,FW,20,마이클 우체보,Michael Uchebo,1990.02.02,세르클러 브뤼허 KSV
2014,나이지리아,FW,23,숄라 아메오비,Shola Ameobi,1981.10.12,뉴캐슬 유나이티드 FC
2014,독일,GK,1,마누엘 노이어,Manuel Neuer,1986.03.27,FC 바이에른 뮌헨
2014,독일,GK,12,론로베르트 칠러,Ron-Robert Zieler,1989.02.12,하노버 96
2014,독일,GK,22,로만 바이덴펠러,Roman Weidenfeller,1980.08.06,보루시아 도르트문트
2014,독일,DF,2,케빈 그로스크로이츠,Kevin Großkreutz,1988.07.19,보루시아 도르트문트
2014,독일,DF,3,마티아스 긴터,Matthias Ginter,1994.01.19,SC 프라이부르크
2014,독일,DF,4,베네딕트 회베데스,Benedikt Höwedes,1988.02.29,FC 샬케 04
2014,독일,DF,5,마츠 후멜스,Mats Hummels,1988.12.16,보루시아 도르트문트
2014,독일,DF,15,에리크 두름,Erik Durm,1992.05.12,보루시아 도르트문트
2014,독일,DF,16,필립 람,Philipp Lahm,1983.11.11,FC 바이에른 뮌헨
2014,독일,DF,17,페어 메르테사커,Per Mertesacker,1984.09.29,아스날 FC
2014,독일,DF,20,제롬 보아텡,Jérôme Boateng,1988.09.03,FC 바이에른 뮌헨
2014,독일,DF,21,슈코드란 무스타피[A],Shkodran Mustafi,1992.04.17,UC 삼프도리아
2014,독일,MF,6,사미 케디라,Sami Khedira,1987.04.04,레알 마드리드 CF
2014,독일,MF,7,바스티안 슈바인슈타이거,Bastian Schweinsteiger,1984.08.01,FC 바이에른 뮌헨
2014,독일,MF,8,메수트 외질,Mesut Özil,1988.10.15,아스날 FC
2014,독일,MF,14,율리안 드락슬러,Julian Draxler,1993.09.20,FC 샬케 04
2014,독일,MF,18,토니 크로스,Toni Kroos,1990.01.04,FC 바이에른 뮌헨
2014,독일,MF,19,마리오 괴체,Mario Götze,1992.06.03,FC 바이에른 뮌헨
2014,독일,MF,23,크리스토프 크라머,Christoph Kramer,1991.02.19,보루시아 묀헨글라트바흐
2014,독일,FW,9,안드레 쉬를레,André Schürrle,1990.11.06,첼시 FC
2014,독일,FW,10,루카스 포돌스키,Lukas Podolski,1985.06.04,아스날 FC
2014,독일,FW,11,미로슬라프 클로제,Miroslav Klose,1978.06.09,SS 라치오
2014,독일,FW,13,토마스 뮐러,Thomas Müller,1989.09.13,FC 바이에른 뮌헨
2014,포르투갈,GK,1,에두아르두 카르발류,Eduardo Carvalho,1982.09.19,SC 브라가
2014,포르투갈,GK,12,후이 파트리시우,Rui Patrício,1988.02.15,스포르팅 CP
2014,포르투갈,GK,22,베투,Beto,1982.05.01,세비야 FC
2014,포르투갈,DF,2,브루노 알베스,Bruno Alves,1981.11.27,페네르바흐체 SK
2014,포르투갈,DF,3,페페,Pepe,1983.02.26,레알 마드리드 CF
2014,포르투갈,DF,5,파비우 코엔트랑,Fábio Coentrão,1988.03.11,레알 마드리드 CF
2014,포르투갈,DF,13,히카르두 코스타,Ricardo Costa,1981.05.16,발렌시아 CF
2014,포르투갈,DF,14,루이스 네투,Luís Neto,1988.05.26,FC 제니트 상트페테르부르크
2014,포르투갈,DF,19,안드레 알메이다,André Almeida,1990.09.10,SL 벤피카
2014,포르투갈,DF,21,주앙 페레이라,João Pereira,1984.02.25,발렌시아 CF
2014,포르투갈,MF,4,미겔 벨로주,Miguel Veloso,1986.05.11,FC 디나모 키이우
2014,포르투갈,MF,6,윌리암 카르발류,William Carvalho,1992.04.07,스포르팅 CP
2014,포르투갈,MF,8,주앙 무티뉴,João Moutinho,1986.09.08,AS 모나코 FC
2014,포르투갈,MF,10,비에이리냐,Vieirinha,1986.01.24,VfL 볼프스부르크
2014,포르투갈,MF,15,하파 실바,Rafa Silva,1993.05.17,SC 브라가
2014,포르투갈,MF,16,하울 메이렐레스,Raul Meireles,1983.03.17,페네르바흐체 SK
2014,포르투갈,MF,17,나니,Nani,1986.11.17,맨체스터 유나이티드 FC
2014,포르투갈,MF,18,실베스트르 바렐라,Silvestre Varela,1985.02.02,FC 포르투
2014,포르투갈,MF,20,후벵 아모링,Rúben Amorim,1985.01.27,SL 벤피카
2014,포르투갈,FW,7,크리스티아누 호날두,Cristiano Ronaldo,1985.02.05,레알 마드리드 CF
2014,포르투갈,FW,9,우구 알메이다,Hugo Almeida,1984.05.23,베식타스 JK
2014,포르투갈,FW,11,에데르,Eder,1987.12.22,SC 브라가
2014,포르투갈,FW,23,엘데르 포스티가,Hélder Postiga,1982.08.02,SS 라치오
2014,가나,GK,1,스티븐 아담스,Stephen Adams,1989.09.28,아두아나 스타즈 FC
2014,가나,GK,12,아담 콰라시,Adam Larsen Kwarasey,1987.12.12,스트룀스고세 IF
2014,가나,GK,16,파타우 다우다,Fatau Dauda,1985.04.06,올랜도 파이리츠 FC
2014,가나,DF,2,새뮤얼 인쿰,Samuel Inkoom,1989.06.01,플라타니아스 FC
2014,가나,DF,4,대니얼 오파레,Daniel Opare,1990.10.18,스탕다르 리에주
2014,가나,DF,15,라시드 수마일라,Rashid Sumaila,1992.12.18,마멜로디 선다운즈 FC
2014,가나,DF,19,조너선 멘사,Jonathan Mensah,1990.07.13,에비앙 토농 가야르 FC
2014,가나,DF,21,존 보예,John Boye,1987.04.23,스타드 렌 FC
2014,가나,DF,23,해리슨 아풀,Harrison Afful,1986.06.24,에스페랑스 튀니스
2014,가나,MF,5,마이클 에시엔,Michael Essien,1982.12.03,AC 밀란
2014,가나,MF,6,애프리이 아콰,Afriyie Acquah,1992.06.05,파르마 FC
2014,가나,MF,7,크리스찬 아추,Christian Atsu,1992.01.10,SBV 피테서
2014,가나,MF,8,엠마누엘 바두,Emmanuel Agyemang-Badu,1990.12.02,우디네세 칼초
2014,가나,MF,10,안드레 아이유,André Ayew,1989.12.17,올랭피크 드 마르세유
2014,가나,MF,11,설리 문타리,Sulley Muntari,1984.08.27,AC 밀란
2014,가나,MF,14,알버트 아도마,Albert Adomah,1987.12.13,미들즈브러 FC
2014,가나,MF,17,모하메드 라비우,Mohammed Rabiu,1989.12.31,FC 쿠반 크라스노다르
2014,가나,MF,20,쿼조 아사모아,Kwadwo Asamoah,1988.12.09,유벤투스 FC
2014,가나,MF,22,무바라크 와카소,Mubarak Wakaso,1990.07.25,FC 루빈 카잔
2014,가나,FW,3,아사모아 기안,Asamoah Gyan,1985.11.22,알 아인 FC
2014,가나,FW,9,케빈프린스 보아텡,Kevin-Prince Boateng,1987.03.06,FC 샬케 04
2014,가나,FW,13,조던 아이유,Jordan Ayew,1991.09.11,FC 소쇼몽벨리아르
2014,가나,FW,18,압둘마지드 와리스,Abdul Majeed Waris,1991.09.19,발랑시엔 FC
2014,미국,GK,1,팀 하워드,Tim Howard,1979.03.06,에버튼 FC
2014,미국,GK,12,브래드 구잔,Brad Guzan,1984.09.09,아스톤 빌라 FC
2014,미국,GK,22,닉 리만도,Nick Rimando,1979.06.17,레알 솔트레이크
2014,미국,DF,2,디안드레 예들린,DeAndre Yedlin,1993.07.09,시애틀 사운더스 FC
2014,미국,DF,3,오마 곤잘레스,Omar Gonzalez,1988.10.11,로스앤젤레스 갤럭시
2014,미국,DF,5,맷 베슬러,Matt Besler,1987.02.11,스포팅 캔자스시티
2014,미국,DF,6,존 브룩스,John Brooks,1993.01.28,헤르타 BSC
2014,미국,DF,7,다마커스 비즐리,DaMarcus Beasley,1982.05.24,클루브 푸에블라
2014,미국,DF,20,제프 캐머런,Geoff Cameron,1985.07.11,스토크 시티 FC
2014,미국,DF,21,티모시 챈들러,Timothy Chandler,1990.03.29,1. FC 뉘른베르크
2014,미국,DF,23,파비안 존슨,Fabian Johnson,1987.12.11,보루시아 묀헨글라트바흐
2014,미국,MF,4,마이클 브래들리,Michael Bradley,1987.07.31,토론토 FC
2014,미국,MF,10,믹스 디스커루드,Mix Diskerud,1990.10.02,로센보르그 BK
2014,미국,MF,11,알레한드로 베도야,Alejandro Bedoya,1987.04.29,FC 낭트
2014,미국,MF,13,저메인 존스,Jermaine Jones,1981.11.03,베식타스 JK
2014,미국,MF,14,브래드 데이비스,Brad Davis,1981.11.08,휴스턴 다이너모
2014,미국,MF,15,카일 베커먼,Kyle Beckerman,1982.04.23,레알 솔트레이크
2014,미국,MF,16,줄리언 그린,Julian Green,1995.06.06,FC 바이에른 뮌헨
2014,미국,MF,19,그레이엄 주시,Graham Zusi,1986.08.18,스포팅 캔자스시티
2014,미국,FW,8,클린트 뎀프시,Clint Dempsey,1983.03.09,시애틀 사운더스 FC
2014,미국,FW,9,아론 요한슨,Aron Jóhannsson,1990.11.10,AZ 알크마르
2014,미국,FW,17,조지 알티도어,Jozy Altidore,1989.11.06,선덜랜드 AFC
2014,미국,FW,18,크리스 원돌로프스키,Chris Wondolowski,1983.01.28,산호세 어스퀘이크스
2014,벨기에,GK,1,티보 쿠르투아,Thibaut Courtois,1992.05.11,아틀레티코 마드리드
2014,벨기에,GK,12,시몬 미뇰레,Simon Mignolet,1988.08.06,리버풀 FC
2014,벨기에,GK,13,사미 보쉿[A],Sammy Bossut,1985.08.11,SV 쥘터 바레험
2014,벨기에,DF,2,토비 알데르베이럴트,Toby Alderweireld,1989.03.02,아틀레티코 마드리드
2014,벨기에,DF,3,토마스 베르마엘렌,Thomas Vermaelen,1985.11.14,아스날 FC
2014,벨기에,DF,4,뱅상 콤파니,Vincent Kompany,1986.04.10,맨체스터 시티 FC
2014,벨기에,DF,5,얀 베르통언,Jan Vertonghen,1987.04.24,토트넘 홋스퍼 FC
2014,벨기에,DF,15,다니엘 반 바이텐,Daniel Van Buyten,1978.02.07,FC 바이에른 뮌헨
2014,벨기에,DF,18,니콜라스 롬바르츠,Nicolas Lombaerts,1985.03.20,FC 제니트 상트페테르부르크
2014,벨기에,DF,21,앙토니 반덴 보르,Anthony Vanden Borre,1987.10.24,RSC 안데를레흐트
2014,벨기에,DF,23,로랑 시망,Laurent Ciman,1985.08.05,스탕다르 리에주
2014,벨기에,MF,6,악셀 비첼,Axel Witsel,1989.01.12,FC 제니트 상트페테르부르크
2014,벨기에,MF,7,케빈 더 브라위너,Kevin De Bruyne,1991.06.28,VfL 볼프스부르크
2014,벨기에,MF,8,마루앙 펠라이니,Marouane Fellaini,1987.11.22,맨체스터 유나이티드 FC
2014,벨기에,MF,10,에덴 아자르,Eden Hazard,1991.01.07,첼시 FC
2014,벨기에,MF,11,케빈 미랄라스,Kevin Mirallas,1987.10.05,에버튼 FC
2014,벨기에,MF,16,스티븐 드푸르,Steven Defour,1988.04.15,FC 포르투
