,Nation,이름,소속/국가,나이,Eng_Nation,Name,Age,FS_0,FS_1,FS_2,FS_3,FS_4,FS_5,FS_6,FS_7,FS_8,FS_9,FS_10,FS_11,FS_12,FS_13,FS_14
693,호주,jasondavidson,오스트레일리아,,Australia,jagoleahy,37.0,58.0,54.0,48.0,47.0,53.0,57.0,63.0,58.0,65.0,44.0,71.0,9.0,57.5,56.67,32.0
694,호주,jasongeria,Albirex Niigata,32.0,Australia,ryanstrain,28.0,68.0,65.0,64.0,62.0,62.0,68.0,81.0,80.0,71.0,68.0,76.0,10.67,62.5,61.67,46.0
695,호주,kaitrewin,Melbourne City FC,24.0,Australia,boskasey,21.0,65.0,65.0,52.0,50.0,61.0,62.0,74.0,37.0,65.0,51.0,72.0,8.0,54.0,65.67,48.0
696,호주,boskasey,Mainz 05,21.0,Australia,alexnunes,18.0,50.0,53.0,56.0,51.0,48.0,35.0,43.0,33.0,38.0,54.0,69.0,5.33,48.5,32.67,39.0
697,호주,kyerowles,DC United,27.0,Australia,lewismiller,24.0,66.0,62.0,61.0,57.0,60.0,59.0,62.0,74.0,73.0,64.0,70.0,8.33,60.0,64.0,41.0
698,호주,lewismiller,Blackburn Rovers,25.0,Australia,williamfreney,19.0,52.0,52.0,54.0,40.0,49.0,40.0,63.0,54.0,50.0,44.0,62.0,10.67,55.5,47.0,34.0
699,호주,milosdegenek,TSC Backa Topola,31.0,Australia,sebastianesposito,20.0,50.0,39.0,35.0,41.0,47.0,22.0,56.0,54.0,64.0,38.0,58.0,10.67,41.0,50.33,21.0
700,호주,sebastianesposito,Melbourne Victory,20.0,Australia,brandono'neill,31.0,61.0,61.0,60.0,62.0,60.0,59.0,61.0,68.0,67.0,63.0,52.0,11.33,62.0,59.33,55.0
701,호주,aideno'neill,New York City FC,27.0,Australia,anthonykalik,27.0,68.0,71.0,65.0,60.0,65.0,65.0,72.0,80.0,70.0,71.0,74.0,11.67,67.5,62.33,60.0
702,호주,anthonycaceres,Macarthur FC,32.0,Australia,connorisaacmetcalfe,25.0,69.0,70.0,69.0,69.0,71.0,61.0,75.0,78.0,75.0,63.0,69.0,9.67,69.5,60.33,61.0
703,호주,connormetcalfe,St. Pauli,25.0,Australia,keanukolebaccus,27.0,66.0,66.0,63.0,63.0,62.0,59.0,76.0,88.0,55.0,65.0,77.0,7.33,65.5,62.67,53.0
704,호주,keanubaccus,St. Mirren,27.0,Australia,maximilienbalard,24.0,67.0,70.0,62.0,68.0,69.0,46.0,65.0,74.0,71.0,55.0,69.0,7.33,70.0,60.33,51.0
705,호주,maximilienbalard,NAC Breda,24.0,Australia,nicolaspetarmilanovic,23.0,71.0,72.0,74.0,59.0,62.0,58.0,86.0,91.0,70.0,63.0,89.0,9.67,57.5,33.33,74.0
706,호주,nicolasmilanovic,Aberdeen,23.0,Australia,patrickyazbek,23.0,66.0,63.0,59.0,61.0,62.0,60.0,67.0,81.0,70.0,55.0,69.0,12.33,64.5,61.67,56.0
707,호주,patrickyazbek,Nashville SC,23.0,Australia,ryanstrain,28.0,68.0,65.0,64.0,62.0,62.0,68.0,81.0,80.0,71.0,68.0,76.0,10.67,62.5,61.67,46.0
708,호주,ryanteague,KV Mechelen,23.0,Australia,adamjaketaggart,32.0,69.0,69.0,64.0,73.0,66.0,56.0,80.0,80.0,73.0,69.0,80.0,12.67,63.5,32.0,71.0
709,호주,adamtaggart,Perth Glory,32.0,Australia,brandono'neill,31.0,61.0,61.0,60.0,62.0,60.0,59.0,61.0,68.0,67.0,63.0,52.0,11.33,62.0,59.33,55.0
710,호주,brandonborrello,Western Sydney Wanderers FC,30.0,Australia,danielianbennie,19.0,62.0,63.0,65.0,55.0,56.0,61.0,74.0,53.0,63.0,59.0,71.0,8.0,51.5,19.0,62.0
711,호주,danielarzani,Ferencvaros,26.0,Australia,kusinibojayengi,26.0,65.0,61.0,67.0,64.0,58.0,53.0,76.0,63.0,85.0,73.0,80.0,10.33,52.0,26.33,65.0
712,호주,kusiniyengi,Aberdeen,26.0,Australia,marcotilio,23.0,68.0,68.0,68.0,63.0,61.0,61.0,85.0,75.0,47.0,66.0,82.0,13.33,58.0,39.67,61.0
713,호주,marcotilio,Rapid Wien,24.0,Australia,martincallieboyle,32.0,71.0,73.0,74.0,68.0,72.0,67.0,91.0,74.0,50.0,75.0,87.0,12.0,64.5,40.67,73.0
714,호주,martinboyle,Hibernian,32.0,Australia,mohamedtoure,21.0,68.0,66.0,65.0,65.0,66.0,56.0,85.0,54.0,83.0,67.0,86.0,10.67,55.5,30.33,68.0
715,호주,mitchellduke,Machida Zelvia,34.0,Australia,mohamedtoure,21.0,68.0,66.0,65.0,65.0,66.0,56.0,85.0,54.0,83.0,67.0,86.0,10.67,55.5,30.33,68.0
716,호주,mohamedtoure,Randers FC,21.0,Australia,nestoryirankunda,19.0,67.0,64.0,68.0,63.0,65.0,63.0,90.0,59.0,78.0,88.0,86.0,7.67,59.0,43.0,67.0
717,호주,nestoryirankunda,Watford,19.0,Australia,rileypatrickmcgree,26.0,72.0,71.0,72.0,74.0,71.0,67.0,80.0,77.0,74.0,68.0,76.0,11.0,67.0,62.0,66.0
718,캐나다,rileymcgree,Middlesbrough,26.0,Canada,daynetristanstclair,28.0,73.0,19.0,9.0,39.0,72.0,14.0,27.0,26.0,57.0,45.0,26.0,73.67,21.0,10.0,5.0
719,캐나다,daynestclair,Minnesota United,28.0,Canada,jaydennelson,22.0,68.0,68.0,75.0,70.0,59.0,57.0,93.0,69.0,56.0,61.0,92.0,11.0,57.5,45.67,59.0
720,캐나다,jaydenhibbert,Atlanta United,21.0,Canada,maximecrepeau,31.0,69.0,40.0,19.0,58.0,62.0,19.0,46.0,33.0,68.0,48.0,44.0,69.67,40.0,14.67,17.0
721,캐나다,maximecrepeau,Portland Timbers,31.0,Canada,thomashasal,25.0,63.0,12.0,8.0,23.0,63.0,14.0,27.0,23.0,63.0,44.0,26.0,63.33,19.0,10.67,7.0
722,캐나다,thomasmcgill,Brighton & Hove Albion Academy,25.0,Canada,derekaustincornelius,27.0,74.0,61.0,52.0,65.0,70.0,34.0,61.0,70.0,91.0,76.0,71.0,8.67,65.0,68.67,27.0
723,캐나다,derekcornelius,Rangers,27.0,Canada,jahkeelestanfordjackmarshallrutty,21.0,63.0,66.0,68.0,63.0,59.0,55.0,84.0,62.0,32.0,55.0,79.0,10.33,56.5,56.0,51.0
724,캐나다,jahkeelemarshallrutty,Charlotte FC,21.0,Canada,jamiemathieuknightlebel,20.0,61.0,48.0,43.0,52.0,57.0,30.0,59.0,72.0,74.0,34.0,61.0,12.67,47.5,60.0,24.0
725,캐나다,jamieknightlebel,Swindon Town,20.0,Canada,joelrobertwaterman,29.0,68.0,58.0,49.0,54.0,69.0,39.0,34.0,68.0,78.0,59.0,50.0,9.33,72.0,66.67,45.0
726,캐나다,joelwaterman,Chicago Fire FC,29.0,Canada,lucrolletdefougerolles,19.0,60.0,46.0,45.0,51.0,64.0,33.0,65.0,63.0,57.0,46.0,63.0,9.33,55.5,62.33,27.0
727,캐나다,lucdefougerolles,FCV Dender EH,19.0,Canada,nikokristiansigur,21.0,70.0,72.0,72.0,75.0,75.0,63.0,69.0,81.0,56.0,74.0,72.0,11.67,72.5,63.67,54.0
728,캐나다,nikosigur,Hajduk Split,22.0,Canada,aliahmed,24.0,68.0,72.0,72.0,71.0,65.0,61.0,78.0,75.0,62.0,61.0,78.0,10.33,68.0,62.33,60.0
729,캐나다,richielaryea,Toronto FC,30.0,Canada,liammackenzie,18.0,55.0,59.0,52.0,50.0,50.0,38.0,53.0,46.0,56.0,48.0,69.0,11.0,58.5,38.67,50.0
730,캐나다,ismaelkone,Sassuolo,23.0,Canada,jacobeverettshaffelburg,25.0,67.0,62.0,65.0,55.0,54.0,68.0,91.0,69.0,60.0,75.0,91.0,10.33,57.5,51.67,62.0
731,캐나다,jacobshaffelburg,Nashville SC,25.0,Canada,lukaboiteau,19.0,57.0,60.0,60.0,57.0,53.0,53.0,64.0,46.0,38.0,47.0,59.0,10.0,56.5,30.33,50.0
732,캐나다,juniorhoilett,Hibernian,35.0,Canada,mathieuchoiniere,26.0,67.0,66.0,66.0,72.0,66.0,64.0,68.0,74.0,62.0,60.0,54.0,13.67,67.5,64.33,58.0
733,캐나다,mathieuchoiniere,Los Angeles FC,26.0,Canada,nathandylansaliba,21.0,68.0,73.0,73.0,73.0,64.0,58.0,72.0,77.0,60.0,69.0,63.0,11.0,71.5,58.0,59.0
734,캐나다,nathansaliba,Anderlecht,21.0,Canada,stephenantuneseustaquio,28.0,77.0,77.0,71.0,76.0,75.0,72.0,67.0,79.0,70.0,72.0,65.0,8.0,77.5,73.67,64.0
735,캐나다,stepheneustaquio,FC Porto,28.0,Canada,tajontrevorbuchanan,26.0,74.0,74.0,75.0,66.0,73.0,67.0,91.0,73.0,69.0,75.0,90.0,9.33,65.5,66.0,65.0
736,캐나다,tajonbuchanan,Villarreal,26.0,Canada,zorhanludovicbassong,26.0,63.0,62.0,64.0,50.0,52.0,57.0,78.0,62.0,64.0,43.0,71.0,10.33,56.0,59.33,28.0
737,캐나다,zorhanbassong,Sporting Kansas City,26.0,Canada,aliahmed,24.0,68.0,72.0,72.0,71.0,65.0,61.0,78.0,75.0,62.0,61.0,78.0,10.33,68.0,62.33,60.0
738,캐나다,aliahmed,Vancouver Whitecaps,24.0,Canada,jaydennelson,22.0,68.0,68.0,75.0,70.0,59.0,57.0,93.0,69.0,56.0,61.0,92.0,11.0,57.5,45.67,59.0
739,캐나다,jaydennelson,Vancouver Whitecaps,23.0,Canada,jonathansirois,24.0,67.0,19.0,12.0,34.0,64.0,13.0,35.0,33.0,50.0,41.0,32.0,67.67,27.5,10.0,9.0
740,캐나다,jonathandavid,Juventus,25.0,Canada,thomashasal,25.0,63.0,12.0,8.0,23.0,63.0,14.0,27.0,23.0,63.0,44.0,26.0,63.33,19.0,10.67,7.0
741,캐나다,promisedavid,Union St.Gilloise,24.0,Canada,antoniklukowski,18.0,59.0,60.0,60.0,54.0,55.0,55.0,54.0,54.0,57.0,58.0,58.0,8.0,53.5,23.33,62.0
742,캐나다,tanioluwaseyi,Villarreal,25.0,Canada,thomashasal,25.0,63.0,12.0,8.0,23.0,63.0,14.0,27.0,23.0,63.0,44.0,26.0,63.33,19.0,10.67,7.0
743,노르웨이,theloniusbair,Lausanne,26.0,Norway,egilselvik,27.0,70.0,17.0,7.0,45.0,64.0,10.0,20.0,22.0,52.0,50.0,18.0,69.67,40.0,10.0,5.0
744,노르웨이,egilselvik,Watford,28.0,Norway,mathiaslønnedyngeland,29.0,70.0,30.0,18.0,58.0,65.0,18.0,44.0,35.0,59.0,51.0,42.0,69.67,51.0,17.0,13.0
745,노르웨이,mathiasdyngeland,Brann,29.0,Norway,ørjanhaskjoldnyland,34.0,76.0,23.0,21.0,39.0,73.0,12.0,47.0,33.0,70.0,58.0,48.0,75.0,32.0,13.33,11.0
746,노르웨이,ørjanhaskjoldnyland,Sevilla,35.0,Norway,sandersvendsen,27.0,69.0,67.0,67.0,68.0,65.0,63.0,85.0,80.0,60.0,70.0,81.0,9.33,60.0,33.67,66.0
747,노르웨이,andreashancheolsen,Mainz 05,28.0,Norway,davidmøllerwolfe,23.0,73.0,70.0,68.0,66.0,71.0,71.0,77.0,82.0,76.0,59.0,79.0,9.67,64.5,68.0,52.0
748,노르웨이,davidmøllerwolfe,Wolverhampton Wanderers,23.0,Norway,fredrikandrebjørkan,26.0,74.0,71.0,73.0,67.0,70.0,68.0,81.0,91.0,70.0,58.0,81.0,10.0,65.0,68.0,53.0
749,노르웨이,fredrikandrebjørkan,Bodø/Glimt,27.0,Norway,julianryerson,27.0,79.0,76.0,76.0,74.0,77.0,79.0,77.0,83.0,80.0,73.0,72.0,7.0,72.5,79.33,62.0
750,노르웨이,julianryerson,Borussia Dortmund,27.0,Norway,kristoffervassbakkkoppajer,27.0,75.0,74.0,71.0,77.0,75.0,69.0,63.0,69.0,89.0,64.0,70.0,8.67,67.5,75.33,58.0
751,노르웨이,kristoffervassbakkajer,Brentford,27.0,Norway,leoskiriøstigard,25.0,73.0,61.0,58.0,58.0,71.0,48.0,63.0,65.0,82.0,52.0,58.0,9.0,58.5,70.33,33.0
752,노르웨이,leoøstigard,Genoa,25.0,Norway,tobiasheintz,26.0,69.0,68.0,67.0,64.0,67.0,67.0,75.0,77.0,66.0,59.0,72.0,11.67,65.5,35.67,66.0
753,노르웨이,tobiasguddal,Tromsø,23.0,Norway,torbjørnlysakerheggem,26.0,73.0,67.0,66.0,68.0,71.0,58.0,70.0,79.0,82.0,54.0,75.0,9.33,64.5,72.33,44.0
754,노르웨이,torbjoernlysakerheggem,Bologna,26.0,Norway,martinlinnes,33.0,72.0,70.0,68.0,64.0,70.0,67.0,81.0,86.0,64.0,62.0,83.0,13.33,63.0,66.33,56.0
755,노르웨이,antonionusa,RB Leipzig,20.0,Norway,arildøstbø,34.0,64.0,13.0,7.0,46.0,64.0,15.0,30.0,29.0,68.0,47.0,32.0,62.67,17.0,15.67,8.0
756,노르웨이,arondønnum,Toulouse,27.0,Norway,felixhornmyhre,26.0,74.0,74.0,73.0,75.0,73.0,68.0,74.0,84.0,65.0,66.0,70.0,11.67,74.0,69.67,68.0
757,노르웨이,felixhornmyhre,Brann,26.0,Norway,marcusholmgrenpedersen,24.0,72.0,68.0,72.0,63.0,64.0,74.0,88.0,78.0,62.0,51.0,89.0,12.0,68.5,67.67,48.0
758,노르웨이,marcusholmgrenpedersen,Torino,25.0,Norway,martinødegaard,26.0,87.0,88.0,87.0,87.0,88.0,86.0,68.0,88.0,55.0,82.0,68.0,10.67,89.0,65.67,79.0
759,노르웨이,martinødegaard,Arsenal,26.0,Norway,mortenthorsby,29.0,72.0,74.0,70.0,73.0,74.0,68.0,62.0,78.0,70.0,69.0,50.0,11.0,72.5,69.0,62.0
760,노르웨이,mortenthorsby,Genoa,29.0,Norway,patrickberg,27.0,77.0,75.0,72.0,78.0,76.0,72.0,72.0,92.0,75.0,69.0,74.0,10.67,77.0,71.33,64.0
761,노르웨이,patrickberg,Bodø/Glimt,27.0,Norway,oliverberg,31.0,67.0,68.0,65.0,68.0,68.0,62.0,60.0,91.0,71.0,69.0,66.0,12.67,62.0,49.33,69.0
762,노르웨이,sanderberge,Fulham,27.0,Norway,axelkryger,27.0,65.0,62.0,57.0,48.0,64.0,45.0,59.0,69.0,68.0,54.0,66.0,9.0,64.5,62.67,28.0
763,노르웨이,theloaasgaard,Rangers,23.0,Norway,alexandersørloth,29.0,84.0,82.0,77.0,83.0,83.0,66.0,72.0,84.0,90.0,86.0,81.0,12.67,68.5,27.67,85.0
764,노르웨이,alexandersørloth,Atletico Madrid,29.0,Norway,danielschneider,23.0,62.0,58.0,53.0,57.0,59.0,38.0,54.0,58.0,73.0,45.0,57.0,6.33,54.5,61.0,30.0
765,노르웨이,andreasschjelderup,Benfica,21.0,Norway,aunesellandheggebø,23.0,68.0,68.0,66.0,62.0,65.0,42.0,67.0,70.0,82.0,66.0,68.0,6.67,53.5,18.33,67.0
766,노르웨이,aunesellandheggebø,West Bromwich Albion,24.0,Norway,erlingbrauthaland,24.0,90.0,82.0,79.0,86.0,93.0,58.0,79.0,76.0,93.0,94.0,92.0,8.33,71.5,38.0,94.0
767,노르웨이,erlinghaaland,Manchester City,25.0,Norway,jørgenstrandlarsen,25.0,78.0,78.0,69.0,73.0,79.0,45.0,72.0,84.0,86.0,76.0,78.0,8.0,63.5,26.33,82.0
768,노르웨이,jørgenstrandlarsen,Wolverhampton Wanderers,25.0,Norway,oscarbobb,21.0,72.0,76.0,79.0,73.0,63.0,66.0,84.0,50.0,34.0,66.0,74.0,11.33,73.0,32.33,66.0
769,스웨덴,oscarbobb,Manchester City,22.0,Sweden,bokristoffernordfeldt,36.0,72.0,24.0,14.0,50.0,74.0,11.0,51.0,32.0,73.0,54.0,48.0,70.33,39.5,15.0,13.0
770,스웨덴,kristoffernordfeldt,AIK,36.0,Sweden,kevinholmen,23.0,65.0,64.0,63.0,58.0,66.0,47.0,56.0,58.0,61.0,58.0,60.0,9.33,65.5,56.0,64.0
771,스웨덴,robinolsen,Malmö FF,35.0,Sweden,piotrjohansson,30.0,67.0,61.0,60.0,62.0,60.0,61.0,80.0,90.0,79.0,59.0,84.0,7.67,56.0,62.0,50.0
772,스웨덴,viktorjohansson,Stoke City,27.0,Sweden,axelnoren,26.0,71.0,62.0,58.0,52.0,69.0,25.0,67.0,70.0,82.0,39.0,66.0,10.67,65.5,70.0,28.0
773,스웨덴,axelnoren,Mjällby,26.0,Sweden,theokrantz,19.0,56.0,17.0,6.0,34.0,52.0,13.0,28.0,17.0,45.0,40.0,28.0,55.33,22.0,10.33,6.0
774,스웨덴,emilkrafth,Newcastle United,31.0,Sweden,gabrielgudmundsson,26.0,77.0,75.0,76.0,72.0,74.0,77.0,85.0,79.0,73.0,75.0,88.0,8.67,71.0,72.67,59.0
775,스웨덴,gabrielgudmundsson,Leeds United,26.0,Sweden,hjalmarekdal,26.0,72.0,64.0,59.0,72.0,70.0,29.0,49.0,67.0,81.0,43.0,56.0,7.67,65.5,72.0,30.0
776,스웨덴,hjalmarekdal,Burnley,26.0,Sweden,noaheile,22.0,67.0,66.0,40.0,51.0,58.0,21.0,66.0,62.0,80.0,39.0,78.0,13.0,66.0,62.0,22.0
777,스웨덴,isakhien,Atalanta,26.0,Sweden,samueleliasdahl,22.0,73.0,76.0,75.0,68.0,73.0,70.0,81.0,83.0,61.0,60.0,85.0,11.0,68.5,67.0,48.0
778,스웨덴,samueldahl,Benfica,22.0,Sweden,alexanderolofbernhardsson,26.0,72.0,74.0,76.0,58.0,70.0,61.0,87.0,75.0,67.0,76.0,76.0,9.33,65.0,48.0,72.0
779,스웨덴,alexanderbernhardsson,Holstein Kiel,27.0,Sweden,antonekeroth,23.0,63.0,56.0,54.0,52.0,54.0,59.0,77.0,75.0,57.0,41.0,80.0,11.33,52.0,56.33,36.0
780,스웨덴,antonsaletros,AIK,29.0,Sweden,danielsvensson,23.0,77.0,77.0,74.0,76.0,75.0,72.0,78.0,89.0,68.0,62.0,76.0,11.0,77.0,76.33,51.0
781,스웨덴,danielsvensson,Borussia Dortmund,23.0,Sweden,victorlarsson,25.0,65.0,60.0,58.0,60.0,62.0,60.0,67.0,80.0,69.0,55.0,72.0,10.0,54.5,61.33,41.0
782,스웨덴,hugolarsson,Eintracht Frankfurt,21.0,Sweden,jesperkarlstrom,30.0,75.0,74.0,70.0,76.0,72.0,64.0,66.0,84.0,76.0,69.0,62.0,12.67,75.0,71.33,52.0
783,스웨덴,jesperkarlstrom,Udinese,30.0,Sweden,kennlatasema,31.0,70.0,69.0,71.0,63.0,65.0,70.0,73.0,67.0,71.0,76.0,75.0,10.0,65.5,61.67,65.0
784,스웨덴,kensema,Pafos FC,31.0,Sweden,theobergvall,20.0,64.0,60.0,59.0,58.0,59.0,59.0,85.0,64.0,67.0,43.0,85.0,8.67,62.0,58.33,42.0
785,스웨덴,lucasbergvall,Tottenham Hotspur,19.0,Sweden,tahaayari,20.0,62.0,63.0,63.0,53.0,56.0,58.0,76.0,47.0,35.0,48.0,74.0,10.33,59.0,29.0,59.0
786,스웨덴,yasinayari,Brighton & Hove Albion,21.0,Sweden,alexanderisak,25.0,88.0,87.0,88.0,88.0,87.0,68.0,86.0,82.0,79.0,91.0,80.0,8.33,69.5,32.67,91.0
787,스웨덴,alexanderisak,Liverpool,26.0,Sweden,nahirbesara,34.0,73.0,72.0,71.0,71.0,74.0,69.0,57.0,75.0,72.0,72.0,55.0,10.67,74.0,41.0,74.0
788,스웨덴,anthonyelanga,Newcastle United,23.0,Sweden,erikbenjaminnygren,23.0,73.0,71.0,73.0,72.0,69.0,69.0,73.0,81.0,68.0,74.0,70.0,8.67,75.0,61.67,75.0
789,스웨덴,benjaminnygren,Celtic,24.0,Sweden,julianlarsson,24.0,59.0,58.0,57.0,54.0,58.0,46.0,74.0,54.0,55.0,59.0,71.0,9.33,45.5,17.67,60.0
790,스웨덴,jordanlarsson,FC København,28.0,Sweden,victoreriksson,24.0,73.0,61.0,56.0,60.0,68.0,38.0,62.0,72.0,89.0,58.0,75.0,8.67,65.0,71.33,28.0
791,스웨덴,niclaseliasson,AEK Athens,29.0,Sweden,algotsebastiannanasi,23.0,76.0,79.0,79.0,75.0,74.0,66.0,77.0,77.0,61.0,62.0,64.0,8.67,76.5,32.0,67.0
792,스웨덴,sebastiannanasi,Strasbourg,23.0,Sweden,viktoreinargyokeres,27.0,87.0,83.0,80.0,85.0,87.0,72.0,88.0,93.0,91.0,88.0,92.0,10.67,68.0,28.0,88.0
793,세르비아,viktorgyokeres,Arsenal,27.0,Serbia,matijamitrovic,20.0,65.0,69.0,66.0,55.0,68.0,45.0,61.0,63.0,60.0,64.0,58.0,8.67,68.0,58.67,55.0
794,세르비아,djordjepetrovic,AFC Bournemouth,25.0,Serbia,milanrodic,34.0,68.0,65.0,64.0,51.0,66.0,69.0,70.0,73.0,59.0,62.0,69.0,13.33,52.0,66.0,51.0
795,세르비아,draganrosic,Vojvodina,29.0,Serbia,nikolamilenkovic,27.0,83.0,70.0,60.0,78.0,83.0,66.0,62.0,77.0,90.0,60.0,53.0,9.67,70.0,84.0,38.0
796,세르비아,vanjamilinkovicsavic,Napoli,28.0,Serbia,veljkoilic,21.0,68.0,15.0,7.0,40.0,65.0,15.0,31.0,22.0,65.0,45.0,35.0,66.67,33.5,11.33,6.0
797,세르비아,veljkoilic,Widzew Łódź,22.0,Serbia,stefanvisic,27.0,59.0,56.0,51.0,44.0,56.0,32.0,63.0,56.0,66.0,50.0,56.0,11.0,49.0,13.0,63.0
798,세르비아,aleksaterzic,Salzburg,26.0,Serbia,veljkoilic,21.0,68.0,15.0,7.0,40.0,65.0,15.0,31.0,22.0,65.0,45.0,35.0,66.67,33.5,11.33,6.0
799,세르비아,jancarlosimic,Al Ittihad,20.0,Serbia,nikolamilenkovic,27.0,83.0,70.0,60.0,78.0,83.0,66.0,62.0,77.0,90.0,60.0,53.0,9.67,70.0,84.0,38.0
800,세르비아,kostanedeljkovic,RB Leipzig,19.0,Serbia,milospantovic,22.0,71.0,71.0,71.0,74.0,70.0,53.0,74.0,72.0,67.0,69.0,75.0,8.67,57.0,28.0,74.0
801,세르비아,milosveljkovic,FK Crvena Zvezda,30.0,Serbia,stefanvisic,27.0,59.0,56.0,51.0,44.0,56.0,32.0,63.0,56.0,66.0,50.0,56.0,11.0,49.0,13.0,63.0
802,세르비아,nemanjastojic,PFC Sochi,27.0,Serbia,nikolamilenkovic,27.0,83.0,70.0,60.0,78.0,83.0,66.0,62.0,77.0,90.0,60.0,53.0,9.67,70.0,84.0,38.0
803,세르비아,nikolamilenkovic,Nottingham Forest,27.0,Serbia,stefanvisic,27.0,59.0,56.0,51.0,44.0,56.0,32.0,63.0,56.0,66.0,50.0,56.0,11.0,49.0,13.0,63.0
804,세르비아,srdjanbabic,Spartak Moscow,29.0,Serbia,strahinjastojkovic,18.0,57.0,49.0,54.0,42.0,42.0,52.0,65.0,63.0,79.0,29.0,59.0,8.33,51.5,56.0,26.0
805,세르비아,strahinjaerakovic,Zenit St. Petersburg,24.0,Serbia,strahinjastojkovic,18.0,57.0,49.0,54.0,42.0,42.0,52.0,65.0,63.0,79.0,29.0,59.0,8.33,51.5,56.0,26.0
806,세르비아,strahinjapavlovic,Milan,24.0,Serbia,aleksandarjovanovic,32.0,66.0,16.0,7.0,49.0,63.0,14.0,22.0,27.0,69.0,47.0,22.0,67.33,18.5,13.33,8.0
807,세르비아,aleksandarkatai,FK Crvena Zvezda,34.0,Serbia,veljkoilic,21.0,68.0,15.0,7.0,40.0,65.0,15.0,31.0,22.0,65.0,45.0,35.0,66.67,33.5,11.33,6.0
808,세르비아,filipkostic,Juventus,32.0,Serbia,milanrodic,34.0,68.0,65.0,64.0,51.0,66.0,69.0,70.0,73.0,59.0,62.0,69.0,13.33,52.0,66.0,51.0
809,세르비아,ivanilic,Torino,24.0,Serbia,mirzacatovic,18.0,60.0,61.0,59.0,52.0,60.0,41.0,56.0,50.0,71.0,60.0,60.0,13.67,60.5,57.0,44.0
810,세르비아,lazarsamardzic,Atalanta,23.0,Serbia,milanrodic,34.0,68.0,65.0,64.0,51.0,66.0,69.0,70.0,73.0,59.0,62.0,69.0,13.33,52.0,66.0,51.0
811,세르비아,nemanjagudelj,Sevilla,33.0,Serbia,andrijamaksimovic,18.0,71.0,70.0,70.0,70.0,70.0,73.0,70.0,71.0,65.0,68.0,71.0,7.33,71.5,34.0,72.0
812,세르비아,nemanjamaksimovic,Shabab Al-Ahli Dubai FC,30.0,Serbia,bogdanmircetic,19.0,66.0,70.0,68.0,65.0,60.0,60.0,75.0,65.0,48.0,60.0,72.0,12.33,61.5,31.67,66.0
813,세르비아,ognjenugresic,Partizan Beograd,19.0,Serbia,stefanvisic,27.0,59.0,56.0,51.0,44.0,56.0,32.0,63.0,56.0,66.0,50.0,56.0,11.0,49.0,13.0,63.0
814,세르비아,sasalukic,Fulham,29.0,Serbia,milanrodic,34.0,68.0,65.0,64.0,51.0,66.0,69.0,70.0,73.0,59.0,62.0,69.0,13.33,52.0,66.0,51.0
815,세르비아,urosracic,Aris Thessaloniki FC,27.0,Serbia,aleksandarjovanovic,32.0,66.0,16.0,7.0,49.0,63.0,14.0,22.0,27.0,69.0,47.0,22.0,67.33,18.5,13.33,8.0
816,세르비아,aleksandarmitrovic,Al-Rayyan,31.0,Serbia,andrijamaksimovic,18.0,71.0,70.0,70.0,70.0,70.0,73.0,70.0,71.0,65.0,68.0,71.0,7.33,71.5,34.0,72.0
817,세르비아,andrijazivkovic,PAOK Thessaloniki FC,29.0,Serbia,milanrodic,34.0,68.0,65.0,64.0,51.0,66.0,69.0,70.0,73.0,59.0,62.0,69.0,13.33,52.0,66.0,51.0
818,세르비아,dusanvlahovic,Juventus,25.0,Serbia,milanrodic,34.0,68.0,65.0,64.0,51.0,66.0,69.0,70.0,73.0,59.0,62.0,69.0,13.33,52.0,66.0,51.0
819,세르비아,lukajovic,AEK Athens,27.0,Serbia,nikolamituljikic,22.0,65.0,67.0,69.0,65.0,59.0,57.0,77.0,57.0,59.0,61.0,74.0,8.67,59.0,34.67,62.0
820,세르비아,nikolastulic,Lecce,24.0,Serbia,stefanvisic,27.0,59.0,56.0,51.0,44.0,56.0,32.0,63.0,56.0,66.0,50.0,56.0,11.0,49.0,13.0,63.0
821,세르비아,stefanmitrovic,Excelsior,23.0,Serbia,veljkomilosavljevic,18.0,70.0,59.0,55.0,63.0,67.0,41.0,52.0,64.0,83.0,65.0,54.0,8.33,61.5,69.33,30.0
822,이집트,veljkobirmancevic,Sparta Prague,27.0,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
823,이집트,abdelazizelbalouti,National Bank,,Egypt,omarfayedعمرفايد,21.0,65.0,56.0,58.0,60.0,56.0,44.0,60.0,59.0,75.0,59.0,59.0,10.67,59.0,65.33,25.0
824,이집트,mohamedelshenawy,Al Ahly SC,36.0,Egypt,omarfayedعمرفايد,21.0,65.0,56.0,58.0,60.0,56.0,44.0,60.0,59.0,75.0,59.0,59.0,10.67,59.0,65.33,25.0
825,이집트,mohamedsobhi,Zamalek SC,,Egypt,omarfayedعمرفايد,21.0,65.0,56.0,58.0,60.0,56.0,44.0,60.0,59.0,75.0,59.0,59.0,10.67,59.0,65.33,25.0
826,이집트,mostafaahmedshobeir,Al Ahly SC,25.0,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
