,Nation,Eng_Nation,Name,Club,Position,Age,FS_0,FS_1,FS_2,FS_3,FS_4,FS_5,FS_6,FS_7,FS_8,FS_9,FS_10,FS_11,FS_12,FS_13,FS_14,Position_Class
351,브라질,Brazil,Gabriel Teodoro Martinelli Silva,Arsenal,LW,24,81,82,85,79,78,77,92,82,63,77,89,7.33,71.0,43.67,79,FW
352,브라질,Brazil,David Neres Campos,Napoli,LW,28,81,85,86,85,80,74,87,69,59,79,85,11.0,73.5,43.67,76,FW
353,브라질,Brazil,Antony Matheus dos Santos,Real Betis Balompié,RW,25,81,83,82,78,78,80,85,75,61,83,83,10.0,75.5,37.67,77,FW
354,사우디아라비아,Saudi Arabia,Nawaf Dhahi Faisal Al Suwaiti Al Aqidiنواف العقيدي,Al Nassr,GK,25,72,30,12,45,69,15,46,29,64,50,49,71.67,37.5,10.33,7,GK
355,사우디아라비아,Saudi Arabia,Abdulquddus Atiah Mohammed Qawodعبدالقدوس عطيه محمد قاعود,Al Taawoun FC,GK,28,65,11,10,53,61,12,47,18,61,44,48,67.0,23.5,9.67,6,GK
356,사우디아라비아,Saudi Arabia,Mustafa Reda Malayekah,NEOM SC,GK,39,64,15,12,55,59,13,46,30,62,47,48,63.33,23.0,15.0,17,GK
357,사우디아라비아,Saudi Arabia,Saud Abdullah Abdul Hamidسعود عبدالحميد,RC Lens,RB,25,75,66,72,64,70,75,86,80,64,53,86,10.33,67.5,70.0,41,DF
358,사우디아라비아,Saudi Arabia,Hassan Mohammed Tambaktiحسان محمد تمبكتي,Al Hilal,CB,26,72,65,60,71,71,42,80,72,80,40,85,12.33,70.5,73.67,33,DF
359,사우디아라비아,Saudi Arabia,Sultan Abdullah Salem Al Ghannamسلطان بن عبد الله بن سالم الغنام,Al Nassr,RB,31,72,71,74,71,71,78,82,84,63,65,82,9.67,70.0,61.33,59,DF
360,사우디아라비아,Saudi Arabia,Ahmed Mohammed Sharahiliاحمد شراحيلي,Al Ittihad,CB,31,71,66,58,68,68,62,71,73,77,42,73,11.67,67.0,69.0,31,DF
361,사우디아라비아,Saudi Arabia,Hassan Kadesh Mahboobحسن كادش محبوب,Al Ittihad,LB,32,71,64,62,55,66,62,74,87,81,61,76,13.33,67.0,67.0,43,DF
362,사우디아라비아,Saudi Arabia,Ali Mohammed Ali Lajamiعلي محمد لاجامي,Al Hilal,CB,29,70,62,53,58,66,47,78,78,74,56,74,11.67,69.0,68.33,48,DF
363,사우디아라비아,Saudi Arabia,Abdulelah Ali Awadh Al Amriعبد الإله علي عوض العمري,Al Nassr,CB,28,70,40,47,50,65,50,63,76,80,49,73,10.67,58.0,67.67,20,DF
364,사우디아라비아,Saudi Arabia,Ali Hadi Mohammed Al Bulaihiعلي هادي محمد البليهي,Al Hilal,CB,35,70,50,34,56,66,30,34,77,83,43,46,12.33,53.0,68.33,49,DF
365,사우디아라비아,Saudi Arabia,Mohammed Ibrahim Mohammed Al Buraykمحمد البريك,NEOM SC,LB,32,70,74,68,68,65,75,66,75,63,64,75,8.67,71.5,64.67,54,DF
366,사우디아라비아,Saudi Arabia,Salem Al Dawsariسالم الدوسري,Al Hilal,LM,33,82,82,86,83,81,71,88,90,77,77,87,10.33,75.5,57.0,75,MF
367,사우디아라비아,Saudi Arabia,Musab Fahd Al Juwayrمصعب فهد الجوير,Al Qadsiah FC,CM,22,75,77,73,76,75,79,69,71,71,66,67,11.33,80.0,59.0,67,MF
368,사우디아라비아,Saudi Arabia,Firas Tariq Nasser Al Buraikanفراس طارق ناصر البريكان,Al Ahli SFC,LM,25,75,76,74,75,79,65,71,87,75,70,83,6.33,63.5,33.33,79,MF
369,사우디아라비아,Saudi Arabia,Mohamed Ibrahim Abdullah Kannoمحمد كنو,Al Hilal,CM,30,72,73,72,65,62,64,61,81,76,80,81,11.33,76.0,65.33,64,MF
370,사우디아라비아,Saudi Arabia,Abdulrahman Abdullah Ghareebعبد الرحمن غريب,Al Nassr,LM,28,70,69,74,64,67,63,86,73,57,64,82,10.0,61.5,21.67,64,MF
371,사우디아라비아,Saudi Arabia,Abdulrahman Ali Hassan Al Aboudعبد الرحمن علي حسان العبود,Al Ittihad,RM,30,70,70,74,58,62,59,89,65,60,65,88,12.0,59.5,42.33,68,MF
372,사우디아라비아,Saudi Arabia,Salman Al Farajسلمان الفرج,NEOM SC,CM,35,69,72,70,81,58,75,37,33,66,73,39,13.0,78.5,60.67,58,MF
373,사우디아라비아,Saudi Arabia,Saleh Al Jamaan Al Amriصالح جمعان العمري,Al Khaleej,LM,31,69,67,68,63,66,67,80,79,63,68,78,10.0,65.5,31.0,66,MF
374,사우디아라비아,Saudi Arabia,Saleh Khalid Mohammed Al Shehriصالح خالد الشهري,Al Ittihad,ST,31,69,64,64,65,72,38,67,60,81,66,66,11.67,52.5,26.0,71,FW
375,사우디아라비아,Saudi Arabia,Sultan Ahmed Mohammed Mandashسلطان مندش,Al Taawoun FC,RW,30,67,68,71,59,62,63,81,76,61,60,82,8.0,58.5,25.33,58,FW
376,사우디아라비아,Saudi Arabia,Abdullah Al Salemعبدالله السالم,Al Qadsiah FC,ST,32,67,72,64,65,63,46,68,74,82,70,63,13.33,62.5,51.0,69,FW
377,사우디아라비아,Saudi Arabia,Abdulfattah Mohamed Adamعبدالفتاح محمد آدم,Al Taawoun FC,ST,30,66,65,66,58,57,42,79,60,67,66,75,10.0,48.5,21.33,67,FW
378,사우디아라비아,Saudi Arabia,Ahmed Abdu Jaber,NEOM SC,ST,28,64,64,61,52,64,39,54,64,72,62,55,8.33,47.5,25.0,67,FW
379,사우디아라비아,Saudi Arabia,Abdullah Abdulrahman Al Hamdanعبدالله الحمدان,Al Hilal,ST,25,64,64,60,54,55,64,70,64,74,64,75,9.33,63.5,40.33,62,FW
380,세네갈,Senegal,Édouard Osoque Mendy,Al Ahli SFC,GK,33,80,31,18,57,80,10,33,36,72,56,36,79.33,54.0,11.33,5,GK
381,세네갈,Senegal,Yehvann Diouf,OGC Nice,GK,25,78,21,13,46,75,13,52,44,62,57,48,78.0,32.5,13.33,8,GK
382,세네갈,Senegal,Mory Diaw,Le Havre AC,GK,32,70,24,19,33,59,17,44,29,72,53,42,70.67,28.0,19.67,19,GK
383,세네갈,Senegal,Kalidou Koulibaly,Al Hilal,CB,34,82,70,69,75,81,50,61,74,89,67,84,8.33,67.5,81.67,43,DF
384,세네갈,Senegal,Moussa Niakhaté,Olympique Lyonnais,CB,29,77,64,65,75,76,63,55,75,83,49,78,8.0,68.5,77.33,49,DF
385,세네갈,Senegal,Abdoulaye Niakhate Ndiaye,Parma,CB,23,75,59,43,66,70,28,60,63,80,56,72,10.67,60.5,75.33,24,DF
386,세네갈,Senegal,El Hadji Malick Diouf,West Ham United,LB,20,75,74,76,70,72,75,78,78,80,73,82,12.0,69.5,69.0,67,DF
387,세네갈,Senegal,Ismail Joshua Jakobs,Galatasaray SK,LB,25,75,73,74,68,70,74,90,74,65,65,90,11.0,62.5,71.0,64,DF
388,세네갈,Senegal,Ousseynou Ba,Medipol Başakşehir FK,CB,29,74,66,44,55,64,34,68,72,83,45,69,10.67,58.5,73.33,26,DF
389,세네갈,Senegal,Arouna Sangante,Le Havre AC,CB,23,73,65,54,69,72,56,51,70,78,50,56,11.0,63.0,73.0,27,DF
390,세네갈,Senegal,Adama Boiro Boiro,Athletic Club,LB,23,73,71,70,57,68,69,76,76,75,70,75,10.33,66.0,70.0,57,DF
391,세네갈,Senegal,Ousmane Diao,FC Midtjylland,CB,21,72,67,64,67,68,49,74,80,83,69,80,11.33,68.0,69.0,57,DF
392,세네갈,Senegal,Sadio Mané,Al Nassr,LM,33,83,85,84,83,84,77,81,80,72,85,83,10.33,76.0,40.67,81,MF
393,세네갈,Senegal,Ismaïla Sarr,Crystal Palace,CAM,27,79,79,77,82,78,75,89,72,72,83,93,9.67,74.5,25.0,79,MF
394,세네갈,Senegal,Idrissa Gana Gueye,Everton,CDM,35,79,76,68,75,81,65,66,82,58,76,55,11.0,74.5,81.0,52,MF
395,세네갈,Senegal,Pape Matar Sarr,Tottenham Hotspur,CM,22,79,79,79,79,82,72,71,85,71,69,66,10.0,80.0,76.67,65,MF
396,세네갈,Senegal,Iliman Cheikh Baroy Ndiaye,Everton,LM,25,79,83,86,82,79,70,83,71,65,76,85,10.0,66.5,32.67,78,MF
397,세네갈,Senegal,Pape Alassane Gueye,Villarreal CF,CM,26,78,78,76,76,77,67,66,80,78,81,68,12.67,80.0,76.0,56,MF
398,세네갈,Senegal,Pathé Ismaël Ciss,Rayo Vallecano,CDM,31,77,72,62,65,76,52,64,87,88,73,62,13.33,74.5,75.0,55,MF
399,세네갈,Senegal,Mouhamadou Habib Diarra,Sunderland,CM,21,77,78,78,77,76,56,74,77,69,78,67,7.67,77.5,70.67,66,MF
400,세네갈,Senegal,Nicolas Jackson,FC Bayern München,ST,24,80,79,81,77,80,62,81,81,77,79,83,8.67,69.5,33.33,81,FW
401,세네갈,Senegal,Boulaye Dia,Lazio,ST,28,80,79,79,78,78,55,81,74,74,84,87,11.67,69.5,39.0,83,FW
402,세네갈,Senegal,Mame Baba Thiam,Eyüpspor,ST,32,75,75,73,71,69,65,72,66,77,76,76,13.33,62.5,22.67,77,FW
403,세네갈,Senegal,Habibou Mouhamadou Diallo,FC Metz,ST,30,72,71,67,61,66,51,69,71,81,76,73,13.33,58.5,15.67,70,FW
404,세네갈,Senegal,Cheikh Tidiane Sabaly,FC Metz,ST,26,72,73,74,68,69,66,84,66,49,73,88,13.67,67.0,22.33,75,FW
405,세네갈,Senegal,Cheikh Ahmadou Bamba Mbacké Dieng,FC Lorient,ST,25,71,68,68,69,69,62,79,60,65,83,78,11.0,55.0,27.33,69,FW
406,세르비아,Serbia,Mile SvilarМиле Свилар,Roma,GK,25,82,28,26,48,79,18,60,32,61,58,55,82.33,42.0,18.33,14,GK
407,세르비아,Serbia,Đorđe PetrovićЂорђе Петровић,AFC Bournemouth,GK,25,80,45,20,62,79,11,40,37,73,55,43,80.0,48.5,17.33,11,GK
408,세르비아,Serbia,Predrag RajkovićПредраг Рајковић,Al Ittihad,GK,29,80,18,8,32,73,13,33,26,66,57,22,80.33,36.5,10.33,9,GK
409,세르비아,Serbia,Nikola Milenković,Nottingham Forest,CB,27,83,70,60,78,83,66,62,77,90,60,53,9.67,70.0,84.0,38,DF
410,세르비아,Serbia,Nemanja GudeljНемања Гудељ,Sevilla FC,CB,33,77,76,66,78,78,74,44,79,87,89,48,11.33,80.0,75.67,62,DF
411,세르비아,Serbia,Strahinja PavlovićСтрахиња Павловић,AC Milan,CB,24,76,68,63,68,76,53,64,83,83,56,74,11.67,60.5,75.33,43,DF
412,세르비아,Serbia,Svetozar MarkovićСветозар Марковић,Viktoria Plzeň,CB,25,73,66,51,68,68,34,70,75,78,65,73,9.0,68.5,72.67,36,DF
413,세르비아,Serbia,Mihailo RistićМихаило Ристић,RC Celta,LB,29,73,75,74,67,69,74,72,77,66,84,73,8.67,66.0,68.33,58,DF
414,세르비아,Serbia,Rade DugalićРаде Дугалић,Shenzhen Peng City,CB,32,72,53,36,62,75,35,48,75,90,75,43,8.33,65.5,69.0,30,DF
415,세르비아,Serbia,Filip MladenovićФилип Mлaдeнoвић,Panathinaikos FC,LB,33,72,69,67,66,70,70,82,82,58,69,83,13.33,68.0,65.0,67,DF
416,세르비아,Serbia,Aleksa TerzićАлекса Терзић,FC Red Bull Salzburg,LB,25,72,73,70,61,67,72,84,75,59,45,80,10.0,60.0,69.33,46,DF
417,세르비아,Serbia,Kosta NedeljkovicКоста Недељковић,RB Leipzig,RB,19,72,71,69,64,67,69,82,70,64,45,80,10.67,64.5,67.67,42,DF
418,세르비아,Serbia,Sergej Milinković-SavićСергеј Милинковић-Савић,Al Hilal,CM,30,84,87,84,84,80,71,60,92,90,82,64,10.0,84.0,77.67,81,MF
419,세르비아,Serbia,Filip KostićФилип Костић,Juventus,LM,32,81,81,81,82,77,87,79,78,77,85,84,12.67,79.5,72.0,71,MF
420,세르비아,Serbia,Saša LukićСаша Лукић,Fulham FC,CDM,28,78,77,74,75,72,77,63,84,75,75,58,8.0,76.5,76.0,65,MF
421,세르비아,Serbia,Andrija ŽivkovićАндрија Живковић,PAOK,RM,28,78,81,82,78,74,75,84,74,58,78,80,7.0,72.0,56.0,74,MF
422,세르비아,Serbia,Nemanja MatićНемања Матић,Sassuolo,CDM,36,77,78,75,85,79,68,34,54,82,83,33,10.0,78.5,74.67,59,MF
423,세르비아,Serbia,Ivan IlićИван Илић,Torino,CM,24,76,81,78,72,72,72,69,65,66,81,66,11.67,80.0,69.67,69,MF
424,세르비아,Serbia,Filip DjuricicФилип Ђуричић,Panathinaikos FC,CAM,33,75,80,75,72,72,65,73,56,67,75,70,10.33,76.0,41.0,73,MF
425,세르비아,Serbia,Lazar SamardžićЛазар Самарџић,Atalanta,CM,23,75,81,80,70,72,64,75,59,64,77,64,12.33,78.5,60.33,72,MF
426,세르비아,Serbia,Dušan VlahovićДушан Влаховић,Juventus,ST,25,82,81,79,78,84,57,76,74,86,84,79,8.67,67.5,23.0,84,FW
427,세르비아,Serbia,Veljko BirmančevićВељко Бирманчевић,Sparta Praha,RW,27,76,78,80,80,75,74,81,73,57,70,76,11.67,71.5,36.33,72,FW
428,세르비아,Serbia,Luka JovićЛука Јовић,AEK Athens,ST,27,76,74,72,81,77,67,76,57,77,80,74,10.0,66.5,22.33,76,FW
429,세르비아,Serbia,Dejan JoveljićДејан Јовељић,Sporting Kansas City,ST,25,75,71,68,67,71,54,76,71,78,75,76,7.0,63.0,27.33,81,FW
430,세르비아,Serbia,Andrej IlićАндреј Илић,1. FC Union Berlin,ST,25,72,69,65,65,71,38,70,65,83,74,71,9.0,53.5,24.33,73,FW
431,세르비아,Serbia,Nikola ŠtulićНикола Штулић,Lecce,ST,23,72,70,65,68,72,58,41,63,76,77,64,10.0,54.5,19.67,80,FW
432,스웨덴,Sweden,Viktor Tobias Johansson,Stoke City,GK,26,74,11,13,32,70,11,42,27,54,53,38,75.0,37.0,10.33,6,GK
433,스웨덴,Sweden,Robin Patrick Olsen,Malmö FF,GK,35,73,18,11,45,68,20,31,37,75,55,40,73.67,41.0,16.67,11,GK
434,스웨덴,Sweden,Bo Kristoffer Nordfeldt,AIK,GK,36,72,24,14,50,74,11,51,32,73,54,48,70.33,39.5,15.0,13,GK
435,스웨덴,Sweden,Carl Anders Theodor Starfelt,RC Celta,CB,30,78,69,68,67,77,27,68,74,80,52,78,7.67,71.0,77.67,25,DF
436,스웨덴,Sweden,Isak Malcolm Kwaku Hien,Atalanta,CB,26,78,64,54,60,77,28,63,66,89,49,74,12.0,60.0,79.0,30,DF
437,스웨덴,Sweden,Daniel Svensson,Borussia Dortmund,LB,23,77,77,74,76,75,72,78,89,68,62,76,11.0,77.0,76.33,51,DF
438,스웨덴,Sweden,Gabriel Gudmundsson,Leeds United,LB,26,77,75,76,72,74,77,85,79,73,75,88,8.67,71.0,72.67,59,DF
439,스웨덴,Sweden,Victor Jörgen Nilsson Lindelöf,Aston Villa,CB,30,75,70,66,78,76,62,51,47,76,72,50,9.33,77.5,76.0,42,DF
440,스웨덴,Sweden,Emil Alfons Holm,Bologna,RB,25,74,74,74,64,72,74,80,78,82,71,85,7.0,67.0,68.0,57,DF
441,스웨덴,Sweden,Pontus Sven Gustav Jansson,Malmö FF,CB,34,73,65,58,75,72,29,45,71,89,68,66,7.33,60.5,72.0,36,DF
442,스웨덴,Sweden,Victor Eriksson,Hammarby Fotboll,CB,24,73,61,56,60,68,38,62,72,89,58,75,8.67,65.0,71.33,28,DF
443,스웨덴,Sweden,Emil Henry ­Kristoffer Krafth,Newcastle United,CB,30,73,73,69,72,74,70,53,55,72,70,53,9.67,72.5,75.0,56,DF
444,스웨덴,Sweden,Dejan KulusevskiДејан Кулушевски,Tottenham Hotspur,CM,25,83,86,88,85,87,84,77,91,80,78,72,9.67,82.0,62.0,82,MF
445,스웨덴,Sweden,Emil Peter Forsberg,New York Red Bulls,CAM,33,79,84,81,77,78,81,65,65,59,71,63,13.0,80.0,31.67,73,MF
446,스웨덴,Sweden,Hugo Emanuel Larsson,Eintracht Frankfurt,CM,21,78,80,75,85,79,47,72,83,74,74,81,11.33,80.0,68.67,77,MF
447,스웨덴,Sweden,Lucas Erik Holger Bergvall,Tottenham Hotspur,CM,19,77,77,78,80,76,68,77,78,70,66,73,8.67,79.0,72.0,63,MF
448,스웨덴,Sweden,Algot Sebastian Nanasi,RC Strasbourg Alsace,CAM,23,76,79,79,75,74,66,77,77,61,62,64,8.67,76.5,32.0,67,MF
449,스웨덴,Sweden,Mattias Olof Svanberg,VfL Wolfsburg,CM,26,76,79,76,75,77,68,77,76,75,74,70,9.0,76.5,67.67,68,MF
450,스웨덴,Sweden,Niclas Eliasson Santana,AEK Athens,RM,29,76,76,76,75,73,80,90,75,62,66,85,13.67,69.0,41.67,69,MF
451,스웨덴,Sweden,Jesper Karlström,Udinese,CDM,30,75,74,70,76,72,64,66,84,76,69,62,12.67,75.0,71.33,52,MF
452,스웨덴,Sweden,Alexander Isak,Liverpool,ST,25,88,87,88,88,87,68,86,82,79,91,80,8.33,69.5,32.67,91,FW
453,스웨덴,Sweden,Viktor Einar Gyökeres,Arsenal,ST,27,87,83,80,85,87,72,88,93,91,88,92,10.67,68.0,28.0,88,FW
454,스웨덴,Sweden,Anthony David Junior Elanga,Newcastle United,RW,23,81,81,83,79,79,80,93,75,72,72,91,10.33,71.0,36.33,77,FW
455,스웨덴,Sweden,Håkan Gustaf Nilsson,Club Brugge KV,ST,28,75,73,65,75,73,54,64,75,84,80,76,12.0,59.5,27.0,76,FW
456,스웨덴,Sweden,Williot Theo Swedberg,RC Celta,LW,21,74,76,76,73,71,67,75,78,56,66,73,8.33,73.5,56.33,72,FW
457,스웨덴,Sweden,Mikael Ishak,Lech Poznań,ST,32,74,71,65,75,72,57,68,81,91,78,72,12.0,65.0,50.0,75,FW
458,스위스,Switzerland,Yann Sommer,Inter,GK,36,87,30,22,54,83,13,48,45,68,64,54,86.33,42.0,14.33,13,GK
459,스위스,Switzerland,Gregor Kobel,Borussia Dortmund,GK,27,86,34,24,66,84,13,38,30,81,48,52,86.67,36.0,15.0,10,GK
460,스위스,Switzerland,Roman Bürki,St. Louis CITY SC,GK,34,77,23,12,64,75,15,44,40,78,45,50,77.0,30.5,14.67,8,GK
461,스위스,Switzerland,Fabian Lukas Schär,Newcastle United,CB,33,82,78,74,82,83,67,50,78,80,80,51,11.0,81.5,83.0,60,DF
462,스위스,Switzerland,Manuel Obafemi Akanji,Inter,CB,29,82,75,74,80,82,55,71,71,85,75,76,8.33,78.0,82.67,38,DF
463,스위스,Switzerland,Nico Elvedi,Borussia Mönchengladbach,CB,28,77,68,62,70,73,65,68,70,79,50,71,10.0,66.0,77.67,30,DF
464,스위스,Switzerland,Cédric Zesiger,FC Augsburg,CB,27,76,65,60,69,75,42,56,72,90,64,74,6.67,69.0,73.0,37,DF
465,스위스,Switzerland,Miro Max Maria Muheim,Hamburger SV,LB,27,75,74,74,69,69,74,77,86,68,75,70,8.67,73.5,72.33,62,DF
466,스위스,Switzerland,Ulisses Alexandre Garcia Lopes,Olympique de Marseille,LB,29,75,69,71,68,75,73,78,79,76,53,79,11.33,65.5,72.33,45,DF
467,스위스,Switzerland,Jordan Mvula Lotomba,Feyenoord,RB,26,75,73,71,65,74,72,78,77,70,58,73,11.33,65.5,72.0,44,DF
468,스위스,Switzerland,Bećir Omeragić,Montpellier HSC,CB,23,74,70,65,74,72,57,71,68,74,47,78,11.0,73.0,74.33,28,DF
469,스위스,Switzerland,Ricardo Iván Rodríguez Araya,Real Betis Balompié,LB,32,74,76,76,77,74,82,67,74,71,84,66,13.0,76.5,71.33,58,DF
470,스위스,Switzerland,Granit Xhaka,Sunderland,CDM,32,85,82,73,84,86,77,40,84,78,89,53,9.0,89.5,78.0,67,MF
471,스위스,Switzerland,Denis Lemi Zakaria Lako Lado,AS Monaco,CDM,28,82,80,78,82,80,68,72,80,87,80,86,12.0,80.5,80.33,64,MF
472,스위스,Switzerland,Remo Marco Freuler,Bologna,CDM,33,81,83,76,83,82,65,63,91,67,75,53,13.0,80.5,79.67,70,MF
473,스위스,Switzerland,Dan Assane Ndoye,Nottingham Forest,LM,24,79,81,83,74,75,76,86,81,65,75,92,12.33,67.0,63.67,74,MF
474,스위스,Switzerland,Xherdan Shaqiri,FC Basel 1893,CAM,33,78,83,80,80,68,79,69,73,80,87,66,11.67,79.5,39.67,79,MF
475,스위스,Switzerland,Ardon Jashari,AC Milan,CDM,22,77,75,70,76,74,68,77,91,80,76,74,8.67,78.0,72.0,64,MF
476,스위스,Switzerland,Mohameth Djibril Ibrahima Sow,Sevilla FC,CM,28,76,80,73,80,77,70,75,87,74,71,81,7.0,76.5,75.0,69,MF
477,스위스,Switzerland,Filip Ugrinić,Valencia CF,CM,26,75,76,75,71,69,72,76,90,87,82,78,9.67,75.5,69.67,70,MF
478,스위스,Switzerland,Breel Donald Embolo,Stade Rennais FC,ST,28,77,77,76,75,75,63,73,68,85,83,82,10.67,72.5,47.0,75,FW
479,스위스,Switzerland,Noah Arinzechukwu Okafor,Leeds United,ST,25,76,80,82,76,73,74,87,57,79,75,85,8.33,68.0,27.67,78,FW
480,스위스,Switzerland,Renato Steffen,FC Lugano,RW,33,75,75,73,76,70,76,84,75,59,74,82,10.0,72.0,50.33,70,FW
481,스위스,Switzerland,Mohamed Zeki Amdouni,Burnley,ST,24,75,78,77,72,76,60,70,72,73,79,72,11.33,70.5,43.33,76,FW
482,스위스,Switzerland,Steven Zuber,FC Zürich,ST,33,74,75,75,71,75,74,74,74,78,79,75,12.67,73.0,58.67,74,FW
483,스위스,Switzerland,Andi Avdi Zeqiri,Widzew Łódź,ST,26,72,75,75,64,71,63,73,78,77,76,61,14.0,53.5,17.33,76,FW
484,스페인,Spain,David Raya Martín,Arsenal,GK,29,87,43,19,68,84,12,64,31,38,65,59,86.0,64.5,18.33,19,GK
485,스페인,Spain,Unai Simón Mendibil,Athletic Club,GK,28,85,16,12,40,82,16,48,44,76,57,50,84.33,36.0,13.67,14,GK
486,스페인,Spain,David de Gea Quintana,Fiorentina,GK,34,85,32,18,45,85,17,47,30,38,53,45,85.33,39.5,16.67,13,GK
487,스페인,Spain,Íñigo Martínez Berridi,Al Nassr,CB,34,85,78,60,76,84,53,70,69,82,82,72,12.0,83.0,85.33,42,DF
488,스페인,Spain,Daniel Carvajal Ramos,Real Madrid,RB,33,85,84,78,83,83,84,81,84,74,68,80,12.33,79.0,82.33,56,DF
489,스페인,Spain,Daniel Vivian Moreno,Athletic Club,CB,25,84,76,70,72,84,46,76,77,83,62,81,9.0,77.0,83.67,52,DF
490,스페인,Spain,Marc Cucurella Saseta,Chelsea,LB,26,84,80,78,79,84,81,77,89,70,73,74,11.33,80.5,83.0,61,DF
491,스페인,Spain,Marcos Llorente Moreno,Atlético Madrid,RB,30,84,82,81,79,81,76,87,92,77,84,91,13.0,80.5,77.67,80,DF
492,스페인,Spain,Robin Le Normand,Atlético Madrid,CB,28,83,74,55,73,83,35,60,70,86,45,69,11.33,77.5,84.0,22,DF
493,스페인,Spain,Alejandro Balde Martínez,FC Barcelona,LB,21,83,81,80,64,80,82,90,77,68,55,91,9.33,77.0,79.0,51,DF
494,스페인,Spain,Dean Donny Huijsen,Real Madrid,CB,20,82,82,76,78,81,50,68,68,78,71,74,11.33,84.0,82.0,44,DF
495,스페인,Spain,Aymeric Jean Louis Gerard Alphonse Laporte,Athletic Club,CB,31,82,81,64,84,81,58,46,68,83,68,55,9.67,82.5,83.0,45,DF
496,스페인,Spain,Rodrigo Hernández Cascante,Manchester City,CDM,29,90,90,84,93,93,76,65,91,83,92,65,10.67,92.0,85.67,74,MF
497,스페인,Spain,Pedro González López,FC Barcelona,CM,22,89,91,91,90,87,76,79,90,73,68,76,9.33,89.0,79.33,77,MF
498,스페인,Spain,Lamine Yamal Nasraoui Ebanaلامين يامال نصراوي إبانا,FC Barcelona,RM,17,89,90,92,84,88,89,88,73,45,83,83,8.67,86.0,23.67,83,MF
499,스페인,Spain,Nicholas Williams Arthuer,Athletic Club,LM,22,86,85,88,78,82,83,94,81,61,78,92,11.67,78.0,29.67,79,MF
500,스페인,Spain,Daniel Olmo Carvajal,FC Barcelona,CAM,27,85,87,87,82,86,78,78,65,54,79,69,12.67,84.0,48.0,80,MF
501,스페인,Spain,Fabián Ruiz Peña,Paris Saint-Germain,CM,29,85,86,82,82,85,72,61,84,67,78,61,14.0,84.0,75.0,76,MF
502,스페인,Spain,Oihan Sancet Tirapu,Athletic Club,CAM,25,84,85,85,85,84,75,74,86,80,83,77,12.33,82.0,65.67,85,MF
503,스페인,Spain,Francisco Román Alarcón Suárez,Real Betis Balompié,CAM,33,84,86,86,87,80,84,67,67,55,78,65,10.33,84.5,57.0,80,MF
504,스페인,Spain,Ferran Torres García,FC Barcelona,LW,25,83,83,84,82,81,81,86,72,69,79,80,13.0,79.5,29.0,84,FW
505,스페인,Spain,Iago Aspas Juncal,RC Celta,RW,37,83,85,85,84,82,80,78,57,61,83,76,12.33,78.5,26.0,85,FW
506,스페인,Spain,Ayoze Pérez Gutiérrez,Villarreal CF,ST,31,83,83,84,81,83,80,87,70,60,81,86,11.33,79.5,54.67,86,FW
507,스페인,Spain,Mikel Oyarzabal Ugarte,Real Sociedad,ST,28,82,84,83,83,82,80,78,79,57,84,76,11.33,79.5,39.0,83,FW
508,스페인,Spain,Álvaro Borja Morata Martín,Como,ST,32,81,83,80,79,81,72,79,79,79,82,78,4.33,74.5,23.67,82,FW
509,스페인,Spain,Gerard Moreno Balagueró,Villarreal CF,ST,33,81,81,81,78,80,77,77,76,72,82,77,12.33,77.0,42.0,83,FW
510,슬로베니아,Slovenia,Jan Oblak,Atlético Madrid,GK,32,88,30,12,68,85,13,42,42,78,59,53,86.0,41.5,19.67,11,GK
511,슬로베니아,Slovenia,Vid Belec,APOEL FC,GK,35,73,23,13,70,70,11,52,20,59,52,42,73.33,31.5,13.33,10,GK
512,슬로베니아,Slovenia,Igor Vekič,Vejle Boldklub,GK,27,67,15,11,33,61,14,26,35,60,51,37,66.0,33.5,13.0,15,GK
513,슬로베니아,Slovenia,Jaka Bijol,Leeds United,CB,26,77,67,60,70,74,50,63,79,81,71,64,12.0,74.5,76.0,57,DF
514,슬로베니아,Slovenia,David Zec,Holstein Kiel,CB,25,71,59,56,65,68,37,56,68,78,51,73,12.0,60.0,68.0,33,DF
515,슬로베니아,Slovenia,Jure Balkovec,Fatih Karagümrük,LB,30,71,68,65,68,66,74,66,70,75,81,66,11.0,68.5,71.33,40,DF
516,슬로베니아,Slovenia,David Brekalo,Orlando City SC,CB,26,70,64,61,69,65,56,74,83,85,35,73,12.33,61.0,68.67,25,DF
517,슬로베니아,Slovenia,Erik Janža,Górnik Zabrze,LB,32,69,67,61,61,62,68,60,81,60,62,64,8.67,64.5,68.33,40,DF
518,슬로베니아,Slovenia,Petar Stojanović,Legia Warszawa,RB,29,69,66,63,60,62,65,76,83,58,68,77,8.33,62.5,63.33,41,DF
519,슬로베니아,Slovenia,Žan Zaletel,Viborg FF,CB,25,67,61,46,55,64,32,45,66,75,37,43,9.67,59.0,67.33,28,DF
520,슬로베니아,Slovenia,Dušan Stojinović,Jagiellonia Białystok,CB,24,67,62,55,61,66,32,63,70,79,48,62,11.33,61.5,66.0,22,DF
521,슬로베니아,Slovenia,Žan Rogelj,Wisła Płock,RB,25,67,66,66,63,63,67,80,80,59,54,73,12.67,63.5,61.0,51,DF
522,슬로베니아,Slovenia,Kevin Kampl,RB Leipzig,CM,34,77,81,80,79,80,72,72,69,47,72,61,11.67,82.0,64.0,62,MF
