Year,Nation,Eng_Nation,Q_WR,Q_GR,F_Rank,F_Point,F_Rd,F_Pd
2013,코스타리카,Costa Rica,0.5909090909090909,17,33.0,733.0,33.0,246.0
2013,크로아티아,Croatia,0.5,6,10.0,1051.0,-1.0,31.0
2013,체코,Czech Republic,0.5,6,32.0,738.0,-13.0,-131.0
2013,덴마크,Denmark,0.5454545454545454,5,23.0,825.0,-13.0,-181.0
2013,에콰도르,Ecuador,0.3076923076923077,3,20.0,851.0,-3.0,-39.0
2013,이집트,Egypt,0.6,11,50.0,611.0,-12.0,-23.0
2013,잉글랜드,England,0.5,16,17.0,947.0,-14.0,-327.0
2013,프랑스,France,0.4166666666666667,8,25.0,812.0,-10.0,-153.0
2013,독일,Germany,0.75,20,3.0,1261.0,-1.0,-176.0
2013,가나,Ghana,0.5789473684210527,20,24.0,815.0,7.0,101.0
2013,그리스,Greece,0.7,8,12.0,1016.0,-1.0,15.0
2013,온두라스,Honduras,0.3636363636363636,-6,40.0,680.0,32.0,220.0
2013,이란,Iran,0.7777777777777778,16,48.0,633.0,6.0,60.0
2013,이탈리아,Italy,0.3333333333333333,7,4.0,1199.0,2.0,25.0
2013,코트디부아르,Ivory Coast,0.5,11,19.0,902.0,-3.0,-10.0
2013,일본,Japan,0.4210526315789473,0,42.0,671.0,-19.0,-122.0
2013,멕시코,Mexico,0.391304347826087,8,21.0,837.0,0.0,-8.0
2013,모로코,Morocco,0.2727272727272727,1,74.0,492.0,-6.0,14.0
2013,네덜란드,Netherlands,0.5833333333333334,23,9.0,1058.0,-1.0,14.0
2013,나이지리아,Nigeria,0.5,18,36.0,707.0,22.0,184.0
2013,북한,North Korea,0.2,0,113.0,297.0,-32.0,-132.0
2013,파라과이,Paraguay,0.125,-4,41.0,673.0,-12.0,-55.0
2013,폴란드,Poland,0.3333333333333333,3,65.0,539.0,-9.0,-8.0
2013,포르투갈,Portugal,0.5833333333333334,8,11.0,1029.0,-7.0,-203.0
2013,카타르,Qatar,0.5416666666666666,17,108.0,309.0,-16.0,-71.0
2013,러시아,Russia,0.5,10,15.0,968.0,-2.0,-22.0
2013,사우디아라비아,Saudi Arabia,0.4615384615384615,1,109.0,307.0,-4.0,-21.0
2013,세네갈,Senegal,0.25,-3,66.0,534.0,-4.0,26.0
2013,세르비아,Serbia,0.5,9,43.0,666.0,-1.0,42.0
2013,슬로베니아,Slovenia,0.6,4,29.0,754.0,-5.0,-30.0
2013,남아프리카 공화국,South Africa,0.5,15,68.0,528.0,6.0,80.0
2013,대한민국,South Korea,0.3333333333333333,-2,58.0,574.0,-31.0,-189.0
2013,스페인,Spain,0.7058823529411765,24,1.0,1514.0,0.0,-103.0
2013,스웨덴,Sweden,0.4666666666666667,5,22.0,836.0,-4.0,-39.0
2013,스위스,Switzerland,0.5555555555555556,5,14.0,992.0,6.0,145.0
2013,튀니지,Tunisia,0.3076923076923077,0,46.0,643.0,-5.0,18.0
2013,미국,United States,0.6818181818181818,22,13.0,996.0,20.0,299.0
2013,우루과이,Uruguay,0.5294117647058824,15,7.0,1126.0,-2.0,-91.0
2014,알제리,Algeria,0.6923076923076923,12,20.0,926.0,8.0,164.0
2014,앙골라,Angola,0.2,2,101.0,312.0,-12.0,-88.0
2014,아르헨티나,Argentina,0.6666666666666666,16,2.0,1631.0,0.0,368.0
2014,호주,Australia,0.0909090909090909,-11,84.0,390.0,-31.0,-213.0
2014,벨기에,Belgium,0.7142857142857143,20,5.0,1444.0,1.0,285.0
2014,브라질,Brazil,0.7333333333333333,19,6.0,1291.0,2.0,224.0
2014,카메룬,Cameroon,0.4285714285714285,-2,42.0,601.0,19.0,43.0
2014,캐나다,Canada,0.0,0,120.0,265.0,-14.0,-59.0
2014,칠레,Chile,0.5,8,12.0,1100.0,4.0,133.0
2014,콜롬비아,Colombia,0.6363636363636364,12,3.0,1488.0,2.0,308.0
2014,코스타리카,Costa Rica,0.3571428571428571,2,15.0,988.0,18.0,255.0
2014,크로아티아,Croatia,0.5833333333333334,12,19.0,928.0,-9.0,-123.0
2014,체코,Czech Republic,0.5,3,28.0,812.0,4.0,74.0
2014,덴마크,Denmark,0.3333333333333333,-1,27.0,833.0,-4.0,8.0
2014,에콰도르,Ecuador,0.2857142857142857,-1,21.0,889.0,-1.0,38.0
2014,이집트,Egypt,0.4444444444444444,2,61.0,513.0,-11.0,-98.0
2014,잉글랜드,England,0.6153846153846154,15,18.0,935.0,-1.0,-12.0
2014,프랑스,France,0.6666666666666666,27,9.0,1202.0,16.0,390.0
2014,독일,Germany,0.6470588235294118,22,1.0,1765.0,2.0,504.0
2014,가나,Ghana,0.3846153846153846,5,33.0,661.0,-9.0,-154.0
2014,그리스,Greece,0.1538461538461538,-9,14.0,1052.0,-2.0,36.0
2014,온두라스,Honduras,0.0,-15,56.0,535.0,-16.0,-145.0
2014,이란,Iran,0.3,0,44.0,572.0,4.0,-61.0
2014,이탈리아,Italy,0.5,5,13.0,1068.0,-9.0,-131.0
2014,코트디부아르,Ivory Coast,0.3571428571428571,-1,22.0,879.0,-3.0,-23.0
2014,일본,Japan,0.5384615384615384,4,48.0,557.0,-6.0,-114.0
2014,멕시코,Mexico,0.5384615384615384,8,16.0,963.0,5.0,126.0
2014,모로코,Morocco,0.5555555555555556,12,87.0,371.0,-13.0,-121.0
2014,네덜란드,Netherlands,0.5294117647058824,14,4.0,1456.0,5.0,398.0
2014,나이지리아,Nigeria,0.2857142857142857,0,37.0,642.0,-1.0,-65.0
2014,북한,North Korea,0.3333333333333333,0,150.0,160.0,-37.0,-137.0
2014,파라과이,Paraguay,0.2857142857142857,-2,60.0,514.0,-19.0,-159.0
2014,폴란드,Poland,0.6,17,70.0,436.0,-5.0,-103.0
2014,포르투갈,Portugal,0.5833333333333334,7,11.0,1150.0,0.0,121.0
2014,카타르,Qatar,0.5,20,96.0,342.0,12.0,33.0
2014,러시아,Russia,0.4615384615384615,12,23.0,875.0,-8.0,-93.0
2014,사우디아라비아,Saudi Arabia,0.3846153846153846,-3,82.0,402.0,27.0,95.0
2014,세네갈,Senegal,0.5,9,36.0,645.0,30.0,111.0
2014,세르비아,Serbia,0.375,-2,34.0,646.0,9.0,-20.0
2014,슬로베니아,Slovenia,0.2857142857142857,-5,53.0,555.0,-24.0,-199.0
2014,남아프리카 공화국,South Africa,0.4,3,67.0,458.0,1.0,-70.0
2014,대한민국,South Korea,0.3333333333333333,-10,63.0,501.0,-5.0,-73.0
2014,스페인,Spain,0.5833333333333334,10,8.0,1228.0,-7.0,-286.0
2014,스웨덴,Sweden,0.3636363636363636,2,32.0,662.0,-10.0,-174.0
2014,스위스,Switzerland,0.5,8,10.0,1175.0,4.0,183.0
2014,튀니지,Tunisia,0.5555555555555556,4,31.0,701.0,15.0,58.0
2014,미국,United States,0.4166666666666667,-2,17.0,936.0,-4.0,-60.0
2014,우루과이,Uruguay,0.5833333333333334,6,7.0,1243.0,0.0,117.0
2015,알제리,Algeria,0.5384615384615384,16,19.0,955.0,1.0,29.0
2015,앙골라,Angola,0.375,0,88.0,381.0,13.0,69.0
2015,아르헨티나,Argentina,0.5333333333333333,21,1.0,1442.0,1.0,-189.0
2015,호주,Australia,0.7142857142857143,25,61.0,548.0,23.0,158.0
2015,벨기에,Belgium,0.8888888888888888,16,2.0,1269.0,3.0,-175.0
2015,브라질,Brazil,0.7142857142857143,14,5.0,1209.0,1.0,-82.0
2015,카메룬,Cameroon,0.4285714285714285,4,42.0,671.0,0.0,70.0
2015,캐나다,Canada,0.4545454545454545,9,102.0,319.0,18.0,54.0
2015,칠레,Chile,0.5714285714285714,8,8.0,1149.0,4.0,49.0
2015,콜롬비아,Colombia,0.4166666666666667,7,4.0,1224.0,-1.0,-264.0
2015,코스타리카,Costa Rica,0.1818181818181818,-3,39.0,731.0,-24.0,-257.0
2015,크로아티아,Croatia,0.625,12,14.0,1037.0,5.0,109.0
2015,체코,Czech Republic,0.4444444444444444,0,20.0,940.0,8.0,128.0
2015,덴마크,Denmark,0.3,-1,22.0,901.0,5.0,68.0
2015,에콰도르,Ecuador,0.6363636363636364,10,34.0,764.0,-13.0,-125.0
2015,이집트,Egypt,0.8333333333333334,12,49.0,619.0,12.0,106.0
2015,잉글랜드,England,0.7,18,10.0,1143.0,8.0,208.0
2015,프랑스,France,0.6,5,24.0,893.0,-15.0,-309.0
2015,독일,Germany,0.5555555555555556,9,3.0,1248.0,-2.0,-517.0
2015,가나,Ghana,0.5625,13,27.0,827.0,6.0,166.0
2015,그리스,Greece,0.1111111111111111,-4,44.0,657.0,-30.0,-395.0
2015,온두라스,Honduras,0.2666666666666666,-1,81.0,404.0,-25.0,-131.0
2015,이란,Iran,0.6666666666666666,23,40.0,716.0,4.0,144.0
2015,이탈리아,Italy,0.4,2,16.0,1012.0,-3.0,-56.0
2015,코트디부아르,Ivory Coast,0.5333333333333333,11,21.0,924.0,1.0,45.0
2015,일본,Japan,0.6470588235294118,33,58.0,570.0,-10.0,13.0
2015,멕시코,Mexico,0.4210526315789473,14,26.0,848.0,-10.0,-115.0
2015,모로코,Morocco,0.4285714285714285,3,85.0,391.0,2.0,20.0
2015,네덜란드,Netherlands,0.4444444444444444,0,12.0,1054.0,-8.0,-402.0
2015,나이지리아,Nigeria,0.4,5,53.0,599.0,-16.0,-43.0
2015,북한,North Korea,0.4666666666666667,2,126.0,237.0,24.0,77.0
2015,파라과이,Paraguay,0.25,-6,55.0,592.0,5.0,78.0
2015,폴란드,Poland,0.5555555555555556,14,34.0,764.0,36.0,328.0
2015,포르투갈,Portugal,0.7,4,6.0,1186.0,5.0,36.0
2015,카타르,Qatar,0.6,24,94.0,347.0,2.0,5.0
2015,러시아,Russia,0.6666666666666666,11,32.0,780.0,-9.0,-95.0
2015,사우디아라비아,Saudi Arabia,0.6363636363636364,21,93.0,350.0,-11.0,-52.0
2015,세네갈,Senegal,0.5833333333333334,9,38.0,734.0,-2.0,89.0
2015,세르비아,Serbia,0.375,-1,66.0,528.0,-32.0,-118.0
2015,슬로베니아,Slovenia,0.3333333333333333,4,45.0,653.0,8.0,98.0
2015,남아프리카 공화국,South Africa,0.3888888888888889,6,72.0,469.0,-5.0,11.0
2015,대한민국,South Korea,0.8,40,57.0,574.0,6.0,73.0
2015,스페인,Spain,0.8888888888888888,11,11.0,1122.0,-3.0,-106.0
2015,스웨덴,Sweden,0.5833333333333334,8,36.0,756.0,-4.0,94.0
2015,스위스,Switzerland,0.7,14,17.0,1011.0,-7.0,-164.0
2015,튀니지,Tunisia,0.3333333333333333,6,33.0,774.0,-2.0,73.0
2015,미국,United States,0.5294117647058824,13,28.0,823.0,-11.0,-113.0
2015,우루과이,Uruguay,0.6,11,18.0,1002.0,-11.0,-241.0
2016,알제리,Algeria,0.5,12,35.0,749.0,-16.0,-206.0
2016,앙골라,Angola,0.0,-13,134.0,247.0,-46.0,-134.0
2016,아르헨티나,Argentina,0.6428571428571429,19,1.0,1646.0,0.0,204.0
2016,호주,Australia,0.5,13,45.0,643.0,16.0,95.0
2016,벨기에,Belgium,0.6,23,2.0,1369.0,0.0,100.0
2016,브라질,Brazil,0.6363636363636364,21,4.0,1323.0,1.0,114.0
2016,카메룬,Cameroon,0.3,3,59.0,565.0,-17.0,-106.0
2016,캐나다,Canada,0.3333333333333333,-5,103.0,329.0,-1.0,10.0
2016,칠레,Chile,0.5714285714285714,15,6.0,1284.0,2.0,135.0
2016,콜롬비아,Colombia,0.5,3,4.0,1323.0,0.0,99.0
2016,코스타리카,Costa Rica,0.7272727272727273,11,18.0,943.0,21.0,212.0
2016,크로아티아,Croatia,0.6923076923076923,26,14.0,1059.0,0.0,22.0
2016,체코,Czech Republic,0.2857142857142857,3,33.0,762.0,-13.0,-178.0
2016,덴마크,Denmark,0.5,11,46.0,637.0,-24.0,-264.0
2016,에콰도르,Ecuador,0.25,2,19.0,917.0,15.0,153.0
2016,이집트,Egypt,0.6,8,53.0,587.0,-4.0,-32.0
2016,잉글랜드,England,0.5714285714285714,9,12.0,1130.0,-2.0,-13.0
2016,프랑스,France,0.7647058823529411,22,8.0,1188.0,16.0,295.0
2016,독일,Germany,0.625,24,3.0,1347.0,0.0,99.0
2016,가나,Ghana,0.25,1,43.0,658.0,-16.0,-169.0
2016,그리스,Greece,0.6,7,48.0,622.0,-4.0,-35.0
2016,온두라스,Honduras,0.625,6,82.0,421.0,-1.0,17.0
2016,이란,Iran,0.8,25,37.0,712.0,3.0,-4.0
2016,이탈리아,Italy,0.5333333333333333,9,13.0,1124.0,3.0,112.0
2016,코트디부아르,Ivory Coast,0.3333333333333333,4,34.0,752.0,-13.0,-172.0
2016,일본,Japan,0.7,21,56.0,574.0,2.0,4.0
2016,멕시코,Mexico,0.6923076923076923,8,15.0,1057.0,11.0,209.0
2016,모로코,Morocco,0.6,12,58.0,570.0,27.0,179.0
2016,네덜란드,Netherlands,0.4545454545454545,6,24.0,861.0,-12.0,-193.0
2016,나이지리아,Nigeria,0.7142857142857143,6,64.0,534.0,-11.0,-65.0
2016,북한,North Korea,0.625,5,118.0,302.0,8.0,65.0
2016,파라과이,Paraguay,0.1666666666666666,-10,36.0,720.0,19.0,128.0
2016,폴란드,Poland,0.5,12,17.0,984.0,17.0,220.0
2016,포르투갈,Portugal,0.5882352941176471,31,7.0,1228.0,-1.0,42.0
2016,카타르,Qatar,0.5,1,85.0,389.0,9.0,42.0
2016,러시아,Russia,0.25,-4,38.0,685.0,-6.0,-95.0
2016,사우디아라비아,Saudi Arabia,0.625,10,52.0,588.0,41.0,238.0
2016,세네갈,Senegal,1.0,11,39.0,684.0,-1.0,-50.0
2016,세르비아,Serbia,0.4545454545454545,2,50.0,602.0,16.0,74.0
2016,슬로베니아,Slovenia,0.3333333333333333,1,67.0,502.0,-22.0,-151.0
2016,남아프리카 공화국,South Africa,0.3636363636363636,10,62.0,539.0,10.0,70.0
2016,대한민국,South Korea,0.7,2,47.0,634.0,10.0,60.0
2016,스페인,Spain,0.5333333333333333,23,11.0,1141.0,0.0,19.0
2016,스웨덴,Sweden,0.3076923076923077,6,41.0,677.0,-5.0,-79.0
2016,스위스,Switzerland,0.5,4,16.0,1020.0,1.0,9.0
2016,튀니지,Tunisia,0.5555555555555556,8,42.0,662.0,-9.0,-112.0
2016,미국,United States,0.6,11,22.0,874.0,6.0,51.0
2016,우루과이,Uruguay,0.4545454545454545,6,9.0,1173.0,9.0,171.0
2017,알제리,Algeria,0.5,10,62.0,564.0,-27.0,-185.0
2017,앙골라,Angola,0.1666666666666666,-3,137.0,219.0,-3.0,-28.0
2017,아르헨티나,Argentina,0.5,7,4.0,1325.0,-3.0,-321.0
2017,호주,Australia,0.3846153846153846,0,50.0,662.0,-5.0,19.0
2017,벨기에,Belgium,0.7,19,5.0,1265.0,-3.0,-104.0
2017,브라질,Brazil,0.6363636363636364,17,2.0,1590.0,2.0,267.0
2017,카메룬,Cameroon,0.3684210526315789,-3,45.0,689.0,14.0,124.0
2017,캐나다,Canada,0.4444444444444444,5,96.0,368.0,7.0,39.0
2017,칠레,Chile,0.3125,-1,9.0,1195.0,-3.0,-89.0
2017,콜롬비아,Colombia,0.3636363636363636,8,10.0,1191.0,-6.0,-132.0
2017,코스타리카,Costa Rica,0.3529411764705882,-1,21.0,936.0,-3.0,-7.0
2017,크로아티아,Croatia,0.4166666666666667,3,18.0,977.0,-4.0,-82.0
2017,체코,Czech Republic,0.6,13,58.0,630.0,-25.0,-132.0
2017,덴마크,Denmark,0.5555555555555556,14,26.0,848.0,20.0,211.0
2017,에콰도르,Ecuador,0.3,-2,35.0,767.0,-16.0,-150.0
2017,이집트,Egypt,0.6,8,30.0,815.0,23.0,228.0
2017,잉글랜드,England,0.5,7,15.0,1056.0,-3.0,-74.0
2017,프랑스,France,0.6363636363636364,13,8.0,1208.0,0.0,20.0
2017,독일,Germany,0.7333333333333333,31,1.0,1606.0,2.0,259.0
2017,가나,Ghana,0.4285714285714285,10,52.0,646.0,-9.0,-12.0
2017,그리스,Greece,0.25,1,47.0,665.0,1.0,43.0
2017,온두라스,Honduras,0.3,-8,74.0,467.0,8.0,46.0
2017,이란,Iran,0.6363636363636364,8,25.0,865.0,12.0,153.0
2017,이탈리아,Italy,0.6363636363636364,17,17.0,1035.0,-4.0,-89.0
2017,코트디부아르,Ivory Coast,0.2857142857142857,-1,54.0,637.0,-20.0,-115.0
2017,일본,Japan,0.4615384615384615,4,40.0,737.0,16.0,163.0
2017,멕시코,Mexico,0.5833333333333334,14,14.0,1085.0,1.0,28.0
2017,모로코,Morocco,0.5714285714285714,14,56.0,635.0,2.0,65.0
2017,네덜란드,Netherlands,0.7272727272727273,14,29.0,819.0,-5.0,-42.0
2017,나이지리아,Nigeria,0.4444444444444444,5,44.0,696.0,20.0,162.0
2017,북한,North Korea,0.1818181818181818,-4,124.0,258.0,-6.0,-44.0
2017,파라과이,Paraguay,0.3333333333333333,-7,39.0,738.0,-3.0,18.0
2017,폴란드,Poland,0.625,8,6.0,1250.0,11.0,266.0
2017,포르투갈,Portugal,0.7333333333333333,27,3.0,1386.0,4.0,158.0
2017,카타르,Qatar,0.2777777777777778,-1,85.0,406.0,0.0,17.0
2017,러시아,Russia,0.2727272727272727,2,64.0,558.0,-26.0,-127.0
2017,사우디아라비아,Saudi Arabia,0.4615384615384615,3,53.0,641.0,-1.0,53.0
2017,세네갈,Senegal,0.5625,17,33.0,774.0,6.0,90.0
2017,세르비아,Serbia,0.5555555555555556,8,32.0,789.0,18.0,187.0
2017,슬로베니아,Slovenia,0.3333333333333333,3,55.0,636.0,12.0,134.0
2017,남아프리카 공화국,South Africa,0.4166666666666667,2,80.0,423.0,-18.0,-116.0
2017,대한민국,South Korea,0.3076923076923077,0,51.0,659.0,-4.0,25.0
2017,스페인,Spain,0.8,26,11.0,1184.0,0.0,43.0
2017,스웨덴,Sweden,0.5454545454545454,15,23.0,918.0,18.0,241.0
2017,스위스,Switzerland,0.7777777777777778,12,7.0,1210.0,9.0,190.0
2017,튀니지,Tunisia,0.4615384615384615,3,31.0,810.0,11.0,148.0
2017,미국,United States,0.5,19,28.0,828.0,-6.0,-46.0
2017,우루과이,Uruguay,0.2,-7,16.0,1043.0,-7.0,-130.0
2018,알제리,Algeria,0.4,1,66.0,1351.0,-4.0,787.0
2018,앙골라,Angola,0.4444444444444444,4,137.0,1096.0,0.0,877.0
2018,아르헨티나,Argentina,0.5384615384615384,8,11.0,1574.0,-7.0,249.0
2018,호주,Australia,0.4545454545454545,11,43.0,1431.0,7.0,769.0
2018,벨기에,Belgium,0.7647058823529411,27,2.0,1723.0,3.0,458.0
2018,브라질,Brazil,0.8666666666666667,26,3.0,1657.0,-1.0,67.0
2018,카메룬,Cameroon,0.2857142857142857,-1,47.0,1416.0,-2.0,727.0
2018,캐나다,Canada,1.0,15,79.0,1304.0,17.0,936.0
2018,칠레,Chile,0.4,1,12.0,1570.0,-3.0,375.0
2018,콜롬비아,Colombia,0.5454545454545454,9,14.0,1563.0,-4.0,372.0
2018,코스타리카,Costa Rica,0.2857142857142857,-11,32.0,1471.0,-11.0,535.0
2018,크로아티아,Croatia,0.4705882352941176,-2,4.0,1643.0,14.0,666.0
2018,체코,Czech Republic,0.5,-5,44.0,1430.0,14.0,800.0
2018,덴마크,Denmark,0.4,5,9.0,1580.0,17.0,732.0
2018,에콰도르,Ecuador,0.6666666666666666,6,60.0,1376.0,-25.0,609.0
2018,이집트,Egypt,0.3333333333333333,3,65.0,1355.0,-35.0,540.0
2018,잉글랜드,England,0.5882352941176471,13,6.0,1615.0,9.0,559.0
2018,프랑스,France,0.6666666666666666,14,1.0,1726.0,7.0,518.0
2018,독일,Germany,0.3076923076923077,-3,15.0,1561.0,-14.0,-45.0
2018,가나,Ghana,0.5,3,45.0,1424.0,7.0,778.0
2018,그리스,Greece,0.4444444444444444,-3,42.0,1436.0,5.0,771.0
2018,온두라스,Honduras,0.2,-5,61.0,1368.0,13.0,901.0
2018,이란,Iran,0.6,9,32.0,1471.0,-7.0,606.0
2018,이탈리아,Italy,0.2727272727272727,-2,21.0,1532.0,-4.0,497.0
2018,코트디부아르,Ivory Coast,0.5,6,67.0,1344.0,-13.0,707.0
2018,일본,Japan,0.4285714285714285,7,55.0,1392.0,-15.0,655.0
2018,멕시코,Mexico,0.375,-9,16.0,1560.0,-2.0,475.0
2018,모로코,Morocco,0.6153846153846154,11,46.0,1418.0,10.0,783.0
2018,네덜란드,Netherlands,0.4,7,17.0,1540.0,12.0,721.0
2018,나이지리아,Nigeria,0.4285714285714285,5,49.0,1410.0,-5.0,714.0
2018,북한,North Korea,0.4285714285714285,1,108.0,1196.0,16.0,938.0
2018,파라과이,Paraguay,0.0,-3,30.0,1477.0,9.0,739.0
2018,폴란드,Poland,0.2307692307692307,-2,18.0,1538.0,-12.0,288.0
2018,포르투갈,Portugal,0.4,5,7.0,1599.0,-4.0,213.0
2018,카타르,Qatar,0.5833333333333334,6,98.0,1236.0,-13.0,830.0
2018,러시아,Russia,0.3333333333333333,0,49.0,1410.0,15.0,852.0
2018,사우디아라비아,Saudi Arabia,0.2777777777777778,-11,70.0,1336.0,-17.0,695.0
2018,세네갈,Senegal,0.4166666666666667,6,24.0,1498.0,9.0,724.0
2018,세르비아,Serbia,0.5384615384615384,9,36.0,1459.0,-4.0,670.0
2018,슬로베니아,Slovenia,0.1111111111111111,-6,55.0,1392.0,0.0,756.0
2018,남아프리카 공화국,South Africa,0.4,14,74.0,1327.0,6.0,904.0
2018,대한민국,South Korea,0.3684210526315789,5,57.0,1387.0,-6.0,728.0
2018,스페인,Spain,0.5,16,9.0,1580.0,2.0,396.0
2018,스웨덴,Sweden,0.3529411764705882,1,13.0,1565.0,10.0,647.0
2018,스위스,Switzerland,0.5,16,8.0,1597.0,-1.0,387.0
2018,튀니지,Tunisia,0.4615384615384615,0,24.0,1498.0,7.0,688.0
2018,미국,United States,0.2727272727272727,-4,22.0,1508.0,6.0,680.0
2018,우루과이,Uruguay,0.6153846153846154,9,5.0,1627.0,11.0,584.0
2019,알제리,Algeria,0.75,23,38.0,1466.0,28.0,115.0
2019,앙골라,Angola,0.4444444444444444,1,121.0,1161.0,16.0,65.0
2019,아르헨티나,Argentina,0.5333333333333333,14,10.0,1614.0,1.0,40.0
2019,호주,Australia,0.6,16,44.0,1441.0,-1.0,10.0
2019,벨기에,Belgium,1.0,37,1.0,1752.0,1.0,29.0
2019,브라질,Brazil,0.5,24,3.0,1719.0,0.0,62.0
2019,카메룬,Cameroon,0.4,6,53.0,1409.0,-6.0,-7.0
2019,캐나다,Canada,0.6666666666666666,17,75.0,1322.0,4.0,18.0
2019,칠레,Chile,0.3076923076923077,-1,17.0,1576.0,-5.0,6.0
2019,콜롬비아,Colombia,0.5714285714285714,9,9.0,1622.0,5.0,59.0
2019,코스타리카,Costa Rica,0.3076923076923077,1,43.0,1442.0,-11.0,-29.0
2019,크로아티아,Croatia,0.6,10,8.0,1625.0,-4.0,-18.0
2019,체코,Czech Republic,0.5,-1,44.0,1441.0,0.0,11.0
2019,덴마크,Denmark,0.5,21,14.0,1584.0,-5.0,4.0
2019,에콰도르,Ecuador,0.25,-6,65.0,1370.0,-5.0,-6.0
2019,이집트,Egypt,0.5833333333333334,8,49.0,1431.0,16.0,76.0
2019,잉글랜드,England,0.7,29,4.0,1662.0,2.0,47.0
2019,프랑스,France,0.8181818181818182,21,2.0,1725.0,-1.0,-1.0
2019,독일,Germany,0.7,23,16.0,1580.0,-1.0,19.0
2019,가나,Ghana,0.5555555555555556,8,51.0,1429.0,-6.0,5.0
2019,그리스,Greece,0.3636363636363636,-3,60.0,1382.0,-18.0,-54.0
2019,온두라스,Honduras,0.5,7,67.0,1359.0,-6.0,-9.0
2019,이란,Iran,0.5833333333333334,28,23.0,1522.0,9.0,51.0
2019,이탈리아,Italy,1.0,33,15.0,1583.0,6.0,51.0
2019,코트디부아르,Ivory Coast,0.6666666666666666,14,56.0,1394.0,11.0,50.0
2019,일본,Japan,0.6521739130434783,21,31.0,1490.0,24.0,98.0
2019,멕시코,Mexico,0.8823529411764706,30,12.0,1603.0,4.0,43.0
2019,모로코,Morocco,0.3571428571428571,3,39.0,1463.0,7.0,45.0
2019,네덜란드,Netherlands,0.7,18,13.0,1586.0,4.0,46.0
2019,나이지리아,Nigeria,0.6,7,34.0,1482.0,15.0,72.0
2019,북한,North Korea,0.3846153846153846,-14,113.0,1176.0,-5.0,-20.0
2019,파라과이,Paraguay,0.2142857142857142,-2,40.0,1462.0,-10.0,-15.0
2019,폴란드,Poland,0.8,13,22.0,1532.0,-4.0,-6.0
2019,포르투갈,Portugal,0.7,19,5.0,1643.0,2.0,44.0
2019,카타르,Qatar,0.6666666666666666,31,62.0,1377.0,36.0,141.0
2019,러시아,Russia,0.8,25,42.0,1455.0,7.0,45.0
2019,사우디아라비아,Saudi Arabia,0.4,5,70.0,1336.0,0.0,0.0
2019,세네갈,Senegal,0.7692307692307693,15,20.0,1546.0,4.0,48.0
2019,세르비아,Serbia,0.5,1,35.0,1476.0,1.0,17.0
2019,슬로베니아,Slovenia,0.4,5,58.0,1390.0,-3.0,-2.0
2019,남아프리카 공화국,South Africa,0.3846153846153846,0,71.0,1331.0,3.0,4.0
2019,대한민국,South Korea,0.6666666666666666,18,37.0,1470.0,20.0,83.0
2019,스페인,Spain,0.8,26,7.0,1631.0,2.0,51.0
2019,스웨덴,Sweden,0.5,13,18.0,1560.0,-5.0,-5.0
2019,스위스,Switzerland,0.5,11,11.0,1604.0,-3.0,7.0
2019,튀니지,Tunisia,0.4705882352941176,12,29.0,1493.0,-5.0,-5.0
2019,미국,United States,0.6111111111111112,24,21.0,1545.0,1.0,37.0
2019,우루과이,Uruguay,0.5454545454545454,11,6.0,1639.0,-1.0,12.0
2020,알제리,Algeria,0.5,3,35.0,1482.0,3.0,16.0
2020,앙골라,Angola,0.3333333333333333,2,124.0,1136.0,-3.0,-25.0
2020,아르헨티나,Argentina,0.75,4,9.0,1623.0,1.0,9.0
2020,벨기에,Belgium,0.75,11,1.0,1773.0,0.0,21.0
2020,브라질,Brazil,1.0,10,3.0,1712.0,0.0,-7.0
2020,카메룬,Cameroon,0.5,5,53.0,1413.0,0.0,4.0
2020,캐나다,Canada,0.6666666666666666,5,73.0,1332.0,2.0,10.0
2020,칠레,Chile,0.25,0,17.0,1579.0,0.0,3.0
2020,콜롬비아,Colombia,0.25,-5,10.0,1622.0,-1.0,0.0
2020,코스타리카,Costa Rica,0.0,-4,46.0,1439.0,-3.0,-3.0
2020,크로아티아,Croatia,0.25,-6,8.0,1628.0,0.0,3.0
2020,체코,Czech Republic,0.625,4,45.0,1446.0,-1.0,5.0
2020,덴마크,Denmark,0.625,7,16.0,1593.0,-2.0,9.0
2020,에콰도르,Ecuador,0.75,7,64.0,1368.0,1.0,-2.0
2020,이집트,Egypt,1.0,3,51.0,1420.0,-2.0,-11.0
2020,잉글랜드,England,0.625,9,4.0,1664.0,0.0,2.0
2020,프랑스,France,0.75,11,2.0,1744.0,0.0,19.0
2020,독일,Germany,0.375,-2,14.0,1602.0,2.0,22.0
2020,가나,Ghana,0.5,2,46.0,1439.0,5.0,10.0
2020,그리스,Greece,0.5,5,53.0,1413.0,7.0,31.0
2020,온두라스,Honduras,0.0,-1,62.0,1377.0,5.0,18.0
2020,이란,Iran,1.0,3,30.0,1489.0,-7.0,-33.0
2020,이탈리아,Italy,0.625,15,12.0,1612.0,3.0,29.0
2020,코트디부아르,Ivory Coast,0.25,0,60.0,1378.0,-4.0,-16.0
2020,일본,Japan,0.5,0,28.0,1500.0,3.0,10.0
2020,멕시코,Mexico,0.75,4,11.0,1621.0,1.0,18.0
2020,모로코,Morocco,0.75,7,43.0,1456.0,-4.0,-7.0
